Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 757
1 775
2 768
3 767
4 763
5 761
6 765
7 763
8 765
9 757
10 760
11 717
12 763
13 772
14 764
15 772
16 733
17 736
18 739
19 733
20 728
21 734
22 727
23 732
24 735
25 732
26 735
27 723
28 736
29 738
30 726
31 732
32 855
33 763
34 761
35 756
36 757
37 762
38 762
39 766
40 775
41 752
42 777
43 753
44 767
45 758
46 744
47 757
48 812
49 811
50 825
51 818
52 811
53 812
54 805
55 810
56 807
57 806
58 806
59 806
60 817
61 803
62 815
63 811
64 787
65 776
66 779
67 777
68 785
69 757
70 785
71 784
72 788
73 780
74 758
75 782
76 797
77 785
78 772
79 785
80 774
81 773
82 780
83 784
84 781
85 770
86 774
87 776
88 774
89 766
90 773
91 783
92 771
93 759
94 768
95 779
96 923
97 708
98 755
99 764
100 751
101 757
102 775
103 758
104 779
105 764
106 765
107 769
108 769
109 762
110 773
111 765
112 1013
113 941
114 857
115 843
116 772
117 774
118 782
119 770
120 766
121 766
122 770
123 768
124 767
125 773
126 782
127 787
