Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 74.6 2.5 73.7 2.4 80.8 1.2 83.0 1.1 
1 72.0 2.4 75.4 2.3 80.3 1.1 84.5 1.1 
2 76.2 2.1 74.0 2.2 81.4 1.4 77.7 1.3 
3 71.1 2.2 72.6 2.3 84.5 1.2 81.7 1.1 
4 76.5 2.1 77.7 2.3 82.5 1.2 81.0 1.1 
5 72.4 2.2 71.4 2.0 84.5 1.1 81.4 1.1 
6 72.5 2.4 69.4 2.4 83.6 1.3 85.1 1.3 
7 76.0 2.4 77.3 2.1 80.6 1.1 82.7 1.1 
8 73.8 2.2 73.3 2.5 79.7 1.2 84.0 1.1 
9 75.1 2.1 75.1 2.4 82.5 1.3 80.4 1.0 
10 71.6 2.4 74.6 2.3 81.6 1.2 84.2 1.3 
11 70.2 2.4 73.4 2.3 81.8 1.2 80.2 1.0 
12 76.5 2.2 75.3 2.4 83.1 1.2 81.4 1.1 
13 74.7 2.4 76.5 2.1 80.1 1.1 86.7 1.3 
14 74.2 2.3 77.5 2.2 80.2 1.1 77.1 1.2 
15 75.9 2.2 77.4 2.3 83.9 1.1 81.6 1.1 
16 60.5 2.2 56.2 2.3 69.0 1.4 68.2 1.5 
17 57.8 2.5 60.4 2.3 66.9 1.3 65.0 1.1 
18 59.5 2.2 56.9 2.5 65.3 1.2 68.0 1.1 
19 60.9 2.2 58.9 2.6 67.5 1.3 65.2 1.1 
20 58.9 2.5 56.7 2.3 68.5 1.1 70.7 1.1 
21 55.2 2.4 52.3 2.5 63.4 1.2 61.6 1.1 
22 61.0 2.2 59.6 2.2 64.9 1.1 67.3 1.1 
23 58.0 2.3 61.3 2.5 66.0 1.4 69.1 1.5 
24 57.7 2.2 60.4 2.3 67.4 1.2 64.7 1.1 
25 60.5 2.4 55.8 2.5 68.2 1.2 64.9 1.1 
26 62.0 2.2 59.4 2.4 61.9 1.2 63.7 1.1 
27 56.4 2.3 57.8 2.4 63.5 1.5 66.7 1.1 
28 57.4 2.3 60.0 2.2 74.2 1.2 72.2 1.1 
29 58.8 2.4 57.1 2.5 75.0 1.2 70.9 1.6 
30 52.0 2.5 52.4 2.3 68.3 1.4 70.7 1.1 
31 54.8 2.3 51.8 2.3 63.2 1.2 59.2 1.5 
32 102.5 95.0 58.2 32.3 66.1 1.3 68.5 1.2 
33 46.5 236.7 84.5 48.4 66.3 1.2 64.3 1.2 
34 63.5 46.5 24.5 54.9 69.6 1.3 71.1 1.2 
35 44.8 253.2 44.5 240.8 72.9 1.2 74.6 1.1 
36 74.9 34.1 61.5 164.7 71.3 1.3 66.7 1.4 
37 30.5 47.7 40.5 257.2 65.6 1.4 71.8 1.2 
38 22.5 58.2 22.5 99.9 68.6 1.2 70.8 1.2 
39 73.5 29.5 41.5 237.7 68.4 1.2 72.4 1.1 
40 70.5 238.6 38.5 315.4 74.0 1.3 70.9 1.5 
41 108.5 80.1 27.0 136.7 69.3 1.3 70.9 1.2 
42 41.5 220.8 67.5 238.2 72.0 1.2 66.1 1.5 
43 42.5 39.5 56.5 45.6 68.3 1.2 71.1 1.1 
44 66.4 52.4 23.5 262.7 70.1 1.5 67.2 1.5 
45 41.5 253.7 68.5 250.3 69.8 1.3 71.7 1.1 
46 51.5 245.5 83.6 35.5 69.1 1.5 66.6 1.6 
47 31.5 86.1 63.5 27.9 72.3 1.2 69.5 1.2 
48 76.3 2.3 79.7 2.4 83.2 1.2 83.3 1.2 
49 77.8 2.4 74.9 2.4 90.0 1.4 84.2 1.2 
50 83.5 2.3 80.3 2.3 87.6 1.4 85.8 1.1 
51 78.9 2.4 76.2 2.4 84.4 1.2 87.8 1.1 
52 84.3 2.2 80.7 2.3 81.5 1.3 81.4 1.2 
53 86.0 2.5 79.9 2.4 82.3 1.3 84.0 1.1 
54 83.8 2.2 83.2 2.2 86.7 1.2 84.7 1.1 
55 82.6 2.4 78.0 2.5 83.6 1.2 82.1 1.1 
56 83.8 2.3 86.1 2.1 80.5 1.4 77.7 1.1 
57 81.7 2.5 80.6 2.2 83.6 1.2 81.6 1.1 
58 84.1 2.3 80.0 2.3 87.0 1.2 79.9 1.2 
59 79.1 2.5 79.8 2.4 84.3 1.3 81.8 1.2 
60 68.8 2.2 70.6 2.2 83.8 1.3 84.1 1.1 
61 71.7 2.5 80.6 2.4 86.3 1.2 83.8 1.5 
62 73.1 2.6 76.5 2.4 81.4 1.2 81.3 1.2 
63 79.9 2.5 78.8 2.5 86.3 1.2 84.9 1.1 
64 93.6 2.7 94.3 2.6 96.5 1.3 91.9 1.2 
65 91.8 2.8 95.4 2.8 92.6 1.3 96.5 1.2 
66 94.1 2.6 96.6 2.8 95.3 1.5 96.2 1.1 
67 93.8 2.6 90.3 2.6 100.3 1.2 96.0 1.6 
68 96.7 2.8 94.0 2.8 97.2 1.5 95.2 1.6 
69 94.0 2.7 91.7 2.8 94.1 1.3 96.4 1.2 
70 95.7 2.6 93.7 2.6 93.2 1.3 95.5 1.2 
71 92.5 2.9 92.4 2.6 96.8 1.2 98.6 1.2 
72 86.1 2.8 90.0 2.7 89.1 1.3 93.4 1.5 
