Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 19 921
1 13 920
2 18 921
3 14 932
4 19 912
5 13 922
6 22 936
7 26 926
8 17 914
9 18 929
10 10 939
11 29 925
12 19 918
13 14 920
14 15 915
15 26 924
16 25 965
17 33 952
18 22 936
19 35 950
20 27 941
21 39 950
22 37 952
23 27 960
24 25 931
25 38 969
26 28 950
27 27 934
28 23 962
29 36 944
30 49 957
31 38 941
32 33 944
33 37 942
34 39 944
35 30 940
36 35 945
37 40 942
38 37 948
39 17 972
40 33 939
41 32 928
42 37 943
43 32 941
44 34 950
45 29 937
46 40 946
47 37 938
48 23 989
49 22 930
50 30 933
51 37 940
52 25 925
53 30 941
54 22 932
55 25 933
56 33 937
57 33 997
58 24 941
59 12 927
60 38 931
61 30 954
62 35 936
63 38 979
64 32 945
65 27 931
66 31 943
67 34 937
68 25 929
69 28 929
70 32 928
71 37 947
72 29 932
73 31 943
74 35 939
75 31 920
76 41 931
77 28 933
78 33 933
79 34 931
80 15 964
81 41 961
82 21 959
83 42 955
84 22 971
85 46 958
86 37 958
87 33 963
88 39 961
89 43 962
90 29 946
91 34 959
92 47 958
93 46 981
94 46 990
95 21 951
96 20 995
97 14 927
98 27 922
99 23 937
100 22 927
101 28 992
102 19 912
103 28 997
104 24 929
105 30 928
106 21 911
107 31 912
108 28 924
109 21 925
110 36 921
111 32 910
112 13 999
113 30 994
114 15 993
115 11 994
116 18 998
117 31 993
118 29 994
119 8 950
120 28 990
121 30 997
122 31 974
123 15 938
124 27 992
125 18 924
126 16 959
127 14 997
