Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  128.3  1.4  -2.2  1.3  12.0  132.0  1.5  -5.4  1.4  13.9  6077  14.729  6093  13.6611 
 1  121.8  5.2  -0.4  4.4  141.6  131.1  1.3  -3.4  0.8  2.1  3251  13.9491  3224  14.4463 
 2  125.1  1.8  2.2  1.4  17.4  124.9  2.7  -1.5  2.3  37.9  608  14.1581  585  14.1949 
 3  134.9  3.4  -4.7  3.1  74.4  130.8  2.5  -4.3  2.3  38.9  4084  14.0897  4036  14.5987 
 4  125.9  3.3  1.0  3.5  100.3  128.6  1.0  -2.0  1.1  9.6  4943  13.3538  4892  13.2079 
 5  135.0  3.9  -3.5  2.7  56.9  139.1  1.7  -8.9  1.2  9.7  5578  14.1588  5504  13.9663 
 6  126.6  3.0  -0.5  2.4  46.2  131.2  2.9  -3.6  2.3  39.0  0 0 0 0
 7  131.2  3.1  -4.9  3.8  117.2  122.7  2.2  0.8  2.2  23.0  262  13.6168  273  14.1163 
 8  133.0  1.4  -5.0  1.0  7.0  134.6  2.5  -5.5  1.7  20.9  0 0 0 0
 9  132.5  1.5  -5.4  1.3  11.7  131.0  1.5  -0.6  1.2  11.7  4561  14.4598  4583  14.5528 
 10  127.9  2.3  -1.5  2.5  48.8  130.2  0.6  -2.0  0.6  2.9  6195  13.8042  6199  13.8027 
 11  125.9  3.3  -3.0  2.6  51.3  130.8  3.6  -2.3  2.7  53.8  0 0 0 0
 12  127.9  4.6  -4.8  3.0  65.4  129.8  3.1  1.0  2.0  29.2  0 0 0 0
 13  122.9  2.9  1.1  1.8  24.5  131.7  1.8  -5.3  1.2  9.4  6112  13.883  6120  14.0234 
 14  133.9  2.5  -6.8  2.1  30.8  132.8  3.9  -2.3  3.1  68.6  0 0 0 0
 15  129.0  5.3  -4.3  4.9  182.4  127.9  1.0  2.9  0.9  7.0  1140  14.6712  1104  14.4261 
 16  128.6  5.7  2.0  6.8  392.2  122.6  3.2  4.4  4.1  133.6  4496  14.4346  4489  14.5704 
 17  123.7  3.5  -6.2  4.4  142.4  131.1  3.3  -0.6  3.9  117.8  1043  13.859  965  14.2771 
 18  125.8  1.8  1.4  1.8  26.3  127.8  1.7  -6.8  1.7  23.4  362  13.9982  312  13.7582 
 19  127.2  2.4  3.8  2.3  40.3  128.8  1.3  -0.3  1.2  10.7  0 0 0 0
 20  129.3  4.1  1.3  3.2  83.2  127.4  3.3  -2.1  2.7  52.1  542  14.1876  539  14.0854 
 21  128.8  0.8  -6.7  0.9  6.6  126.5  2.8  9.4  2.7  65.7  3974  14.2842  4003  14.6259 
 22  120.7  3.6  6.6  3.3  90.3  128.2  1.3  -1.8  1.2  10.6  0  0  0  0 
 23  129.0  4.8  4.7  3.4  88.4  130.2  2.1  -4.6  1.5  15.8  0 0 0 0
 24  128.0  4.8  -0.2  6.2  294.3  135.0  3.1  -7.0  3.9  112.6  6154  14.2492  6149  13.8017 
 25  118.0  2.5  9.3  3.4  95.1  123.6  1.4  3.5  1.9  27.8  5710  14.3129  5712  13.9876 
 26  128.2  3.3  -3.0  3.3  85.0  135.3  4.2  -3.5  4.1  128.4  0  0  0  0 
 27  136.2  5.2  -5.7  4.5  143.2  129.5  5.0  -1.2  4.3  132.7  6120  14.4598  6121  14.4357 
 28  137.5  5.9  -11.3  7.1  395.2  129.6  2.4  2.5  2.8  63.8  1269  13.7828  1293  14.4344 
 29  132.3  2.7  -1.8  1.9  25.8  132.7  4.3  2.8  2.9  60.2  0 0 0 0
 30  129.9  7.4  1.1  5.4  207.4  136.0  2.4  -6.5  1.6  17.2  0 0 0 0
 31  121.0  2.6  6.0  2.4  45.2  125.5  3.4  -2.1  3.4  83.5  4497  14.4377  4512  14.413 
