Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 768
1 783
2 774
3 784
4 777
5 913
6 770
7 785
8 781
9 784
10 778
11 767
12 781
13 773
14 775
15 776
16 783
17 777
18 787
19 781
20 793
21 784
22 785
23 765
24 781
25 790
26 783
27 769
28 797
29 775
30 769
31 784
32 760
33 758
34 753
35 761
36 750
37 754
38 756
39 761
40 756
41 759
42 757
43 740
44 760
45 752
46 761
47 759
48 868
49 775
50 780
51 776
52 786
53 784
54 767
55 780
56 783
57 768
58 769
59 782
60 769
61 786
62 780
63 777
64 757
65 749
66 761
67 752
68 760
69 755
70 745
71 756
72 759
73 759
74 763
75 754
76 756
77 752
78 761
79 759
80 781
81 779
82 777
83 788
84 777
85 774
86 774
87 775
88 777
89 777
90 781
91 779
92 779
93 754
94 777
95 777
96 771
97 753
98 764
99 778
100 760
101 694
102 659
103 752
104 778
105 772
106 769
107 756
108 773
109 769
110 772
111 772
112 953
113 772
114 797
115 802
116 791
117 904
118 971
119 783
120 789
121 784
122 787
123 781
124 778
125 777
126 792
127 786
