Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  127.6  2.5  -3.6  2.3  39.4  124.6  2.7  4.1  2.4  42.8  6049  14.5916  6037  13.9166 
 1  123.7  2.9  0.8  2.5  44.9  127.7  1.2  2.3  0.8  1.7  3537  14.1896  3446  13.6549 
 2  123.4  2.4  2.5  2.0  32.2  121.6  2.4  -1.4  2.1  31.0  768  13.0061  741  13.8372 
 3  130.1  2.3  0.7  2.1  33.6  123.5  0.9  -0.8  0.9  5.5  4399  14.3511  4357  13.151 
 4  115.2  5.1  6.4  5.4  237.3  126.6  2.2  0.2  2.3  43.1  5341  13.263  5333  13.1334 
 5  117.9  1.6  5.2  1.1  9.8  129.3  4.9  -4.3  3.6  86.4  5792  14.1019  5769  14.0072 
 6  122.1  2.4  3.4  1.9  30.2  127.1  1.0  0.6  0.8  4.7  0 0 0 0
 7  125.5  2.5  -4.1  3.1  74.6  124.2  1.9  -1.1  2.0  18.2  338  13.3638  334  13.3915 
 8  136.0  3.9  -4.1  2.6  51.5  124.1  3.8  3.6  2.6  48.0  0 0 0 0
 9  130.6  1.3  -3.8  1.1  8.0  124.2  2.4  2.0  2.0  29.0  4710  14.2068  4738  13.7178 
 10  128.2  2.6  -4.7  2.8  62.5  123.3  1.0  0.5  1.1  8.9  6132  13.5207  6154  13.731 
 11  120.3  1.3  2.8  1.0  8.4  125.0  2.0  2.6  1.5  16.9  0 0 0 0
 12  127.4  4.3  -0.4  2.8  57.0  119.4  4.3  4.4  2.8  57.3  0 0 0 0
 13  119.4  2.6  3.3  1.6  20.7  121.8  1.0  -0.7  0.7  2.8  6063  14.3783  6053  14.1322 
 14  128.5  7.5  -5.0  6.2  269.3  125.2  5.3  -2.3  4.2  125.0  0 0 0 0
 15  121.0  2.7  3.9  2.5  49.3  123.9  1.9  2.8  1.8  24.4  1181  14.3421  1220  14.9176 
 16  118.6  4.8  9.1  5.8  283.6  118.7  3.0  2.3  3.9  119.0  4785  14.1756  4734  13.7259 
 17  131.1  3.6  -5.6  4.5  148.8  125.3  3.5  5.0  4.2  139.6  1216  14.1316  1261  13.9125 
 18  122.1  3.4  -0.2  3.5  95.3  129.2  2.7  -3.6  2.8  61.7  462  12.5183  491  13.1859 
 19  126.2  1.2  2.0  1.1  9.2  124.5  1.2  3.2  1.1  9.4  0 0 0 0
 20  121.1  2.9  2.1  2.3  41.2  123.9  2.8  -2.4  2.3  37.6  635  13.9102  646  13.2871 
 21  124.5  4.2  -3.2  4.7  175.8  131.7  1.4  8.2  1.3  15.8  4405  14.1037  4424  13.8535 
