Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 66.5 2.4 67.7 2.3 74.3 1.4 72.7 1.1 
1 71.0 2.3 71.3 2.4 72.0 1.2 77.2 1.3 
2 69.2 2.1 70.3 2.1 79.2 1.2 76.7 1.4 
3 65.3 2.4 72.0 2.3 72.3 1.1 79.5 1.0 
4 68.1 2.3 72.9 2.5 80.0 1.1 80.0 1.0 
5 72.5 2.2 73.3 2.2 75.7 1.3 73.9 1.1 
6 63.5 2.4 68.0 2.2 76.6 1.2 76.3 1.0 
7 70.5 2.3 72.9 2.4 82.5 1.2 78.6 1.4 
8 69.2 2.5 64.5 2.4 77.7 1.4 75.5 1.3 
9 68.0 2.2 70.3 2.5 77.5 1.1 81.0 1.3 
10 71.8 2.5 70.0 2.3 79.2 1.2 75.9 1.5 
11 71.9 2.5 74.1 2.4 71.9 1.1 72.5 1.0 
12 66.8 2.3 69.1 2.3 72.0 1.1 76.2 1.5 
13 68.6 2.3 71.6 2.4 78.0 1.1 79.7 1.0 
14 67.1 2.3 72.0 2.4 76.0 1.3 79.9 1.1 
15 63.8 2.3 66.7 2.3 79.9 1.2 76.5 1.0 
16 73.4 2.2 79.1 2.1 84.7 1.1 86.8 1.1 
17 75.0 2.2 75.0 2.2 78.5 1.3 79.8 1.0 
18 83.4 2.1 86.1 2.0 87.3 1.1 85.4 1.0 
19 75.8 2.0 73.0 2.1 76.2 1.2 83.7 1.1 
20 80.8 2.3 80.1 2.2 83.6 1.5 88.1 1.0 
21 78.5 2.0 77.8 2.2 85.8 1.3 84.1 1.5 
22 76.5 2.0 78.3 2.2 87.6 1.1 80.0 1.1 
23 77.4 2.0 78.0 2.1 83.0 1.4 83.7 1.0 
24 78.9 2.0 77.4 2.2 88.3 1.1 87.7 1.1 
25 76.7 2.1 74.6 2.1 84.1 1.1 81.4 1.1 
26 75.8 2.0 71.8 2.2 86.2 1.2 87.8 1.0 
27 70.6 2.0 69.8 2.1 80.1 1.1 84.4 1.1 
28 79.1 2.3 75.5 2.2 79.4 1.2 85.0 1.1 
29 77.5 2.2 71.5 2.1 83.8 1.2 80.9 1.1 
30 81.6 2.3 74.3 2.1 84.2 1.1 88.5 1.1 
31 74.7 2.2 71.1 2.0 81.9 1.4 85.3 1.5 
32 82.7 3.3 84.1 3.3 92.7 1.2 94.8 1.2 
33 85.8 2.9 94.1 2.9 93.1 1.3 99.9 1.2 
34 92.4 2.9 87.5 3.0 93.7 1.4 96.3 1.3 
35 92.2 2.7 93.6 3.0 94.1 1.3 95.5 1.1 
36 91.9 3.1 87.8 3.2 99.7 1.2 97.0 1.1 
37 82.5 2.6 84.8 2.8 92.5 1.2 95.0 1.2 
38 91.2 3.0 89.3 2.7 93.5 1.3 95.2 1.2 
39 88.5 2.7 85.9 2.8 97.7 1.4 96.5 1.1 
40 92.9 2.8 85.5 2.7 100.5 1.3 90.2 1.4 
41 87.5 3.0 87.7 2.8 94.3 1.3 94.0 1.4 
42 94.6 2.9 93.1 3.0 94.2 1.5 99.4 1.4 
43 82.1 2.6 88.6 2.9 90.8 1.5 103.0 1.4 
44 81.0 3.1 85.2 3.0 90.9 1.2 89.5 1.2 
45 89.0 2.9 86.8 2.6 97.9 1.2 99.3 1.1 
46 85.8 2.7 84.9 2.8 97.2 1.3 90.1 1.5 
47 88.7 2.7 86.4 2.7 99.7 1.2 95.4 1.4 
48 66.9 2.1 72.4 2.0 78.1 1.2 77.5 1.1 
49 74.3 2.0 70.2 2.1 82.5 1.4 86.0 1.2 
50 69.7 2.1 67.2 2.2 82.4 1.3 80.6 1.3 
51 74.3 2.3 70.4 2.4 81.4 1.1 82.9 1.1 
52 72.1 2.2 76.0 2.1 73.5 1.2 76.8 1.3 
53 69.9 2.4 74.9 2.2 75.5 1.2 73.2 1.1 
54 75.6 2.0 71.6 2.2 75.4 1.2 73.2 1.1 
55 67.2 2.4 67.9 2.2 72.5 1.2 75.1 1.2 
56 70.1 2.2 73.7 2.0 76.5 1.2 75.8 1.1 
57 72.0 2.1 74.6 2.1 76.0 1.1 73.8 1.1 
58 69.8 2.0 73.7 2.2 75.9 1.2 82.3 1.4 
59 70.7 2.1 70.0 2.2 77.9 1.4 76.5 1.5 
60 70.2 2.1 66.2 2.1 78.7 1.3 70.7 1.2 
61 73.5 2.3 77.0 2.2 75.0 1.2 73.1 1.1 
62 70.2 2.5 71.9 2.4 80.6 1.3 79.3 1.4 
63 70.3 2.4 71.5 2.4 76.3 1.4 76.0 1.5 
64 71.4 2.0 74.4 2.1 74.9 1.3 77.2 1.3 
65 75.2 2.0 74.4 2.1 77.5 1.2 78.9 1.1 
66 70.8 2.1 72.3 2.0 76.0 1.1 71.0 1.5 
67 76.3 2.0 74.1 2.2 81.9 1.2 84.0 1.1 
68 76.9 2.1 75.7 2.2 73.2 1.1 74.7 1.1 
69 76.1 2.3 70.1 2.2 76.3 1.4 75.9 1.0 
70 75.4 2.2 77.7 2.2 78.2 1.4 77.0 1.1 
71 73.9 2.1 77.6 2.0 73.5 1.2 75.1 1.1 
72 73.0 2.1 73.3 2.1 72.3 1.3 75.3 1.1 
73 76.1 2.0 76.6 2.0 76.7 1.3 79.7 1.2 
74 73.3 2.0 76.4 2.1 77.7 1.2 78.7 1.0 
75 71.8 2.4 73.0 2.0 75.6 1.2 80.5 1.1 
76 74.7 2.0 73.7 2.1 78.7 1.2 76.0 1.3 
77 72.9 2.1 70.0 2.2 76.5 1.1 72.8 1.1 
78 73.4 2.0 74.8 2.0 84.4 1.2 77.0 1.5 
79 71.7 2.1 74.8 2.2 72.0 1.1 79.0 1.2 
80 65.3 4.0 65.6 4.3 68.0 1.3 68.0 1.2 
81 62.5 2.3 68.3 2.2 68.9 1.1 70.7 1.0 
82 61.7 3.1 67.8 2.9 69.0 1.1 72.1 1.1 
83 61.0 2.0 63.6 2.0 68.1 1.2 71.9 1.1 
84 66.6 2.4 62.1 2.6 60.6 1.1 69.8 1.3 
85 65.2 2.2 61.0 2.1 72.0 1.1 67.9 1.1 
86 64.6 2.4 67.2 2.5 68.1 1.3 68.0 1.4 
87 63.9 1.8 61.7 1.9 72.6 1.1 75.1 1.0 
88 66.8 2.0 69.2 2.2 69.6 1.4 65.1 1.0 
89 61.5 1.9 64.3 1.9 71.3 1.2 67.6 1.3 
90 65.1 1.9 68.4 2.1 70.1 1.2 68.7 1.1 
91 64.8 1.9 61.7 2.1 74.4 1.3 68.6 1.1 
92 66.8 2.1 65.3 1.9 69.1 1.1 71.2 1.0 
93 59.8 1.9 55.9 1.9 66.9 1.2 65.5 1.1 
94 64.3 2.1 61.4 1.9 65.7 1.2 67.8 1.1 
95 60.9 1.9 61.0 2.1 72.2 1.1 69.3 1.1 
96 69.0 2.1 73.4 2.1 74.8 1.2 72.2 1.0 
97 71.5 2.2 73.8 1.9 75.1 1.4 76.0 1.1 
98 80.8 1.9 76.4 1.9 71.7 1.1 69.9 1.2 
99 74.7 2.0 69.5 2.0 81.2 1.3 77.3 1.1 
100 73.7 2.0 73.9 2.0 75.4 1.2 82.2 1.3 
101 71.6 2.2 71.3 1.9 76.8 1.2 72.5 1.0 
102 66.8 2.1 75.0 2.1 77.7 1.2 77.2 1.1 
103 70.1 1.9 69.1 2.2 73.2 1.2 77.3 1.4 
104 71.8 2.1 78.0 1.9 74.2 1.2 75.5 1.1 
105 72.2 1.9 72.2 2.1 75.3 1.4 75.4 1.0 
106 73.2 2.0 74.1 2.0 72.6 1.2 68.6 1.1 
107 71.4 2.0 76.5 1.9 69.7 1.2 71.1 1.1 
108 69.8 2.1 72.9 2.1 73.6 1.2 75.8 1.2 
109 72.0 2.2 72.1 2.0 78.4 1.2 77.0 1.0 
110 73.8 2.0 73.7 2.0 71.7 1.1 69.8 1.1 
111 70.5 1.9 69.4 2.2 76.2 1.3 73.4 1.1 
112 87.2 2.2 84.4 2.1 92.5 1.2 92.4 1.1 
113 82.4 2.3 88.0 2.0 84.5 1.4 91.9 1.1 
114 92.7 2.4 88.4 2.3 92.3 1.2 91.2 1.6 
115 87.5 2.1 87.4 2.2 88.7 1.2 91.0 1.2 
116 90.3 2.4 84.8 2.3 95.2 1.2 95.3 1.2 
117 91.2 2.3 94.6 2.0 96.4 1.1 98.6 1.1 
118 91.5 2.0 85.9 2.1 96.3 1.2 92.8 1.1 
119 87.0 2.1 93.8 2.1 88.4 1.2 87.8 1.5 
120 91.9 2.1 88.5 2.2 87.8 1.2 92.3 1.1 
