Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 12 987
1 33 925
2 9 925
3 22 950
4 27 936
5 33 922
6 44 946
7 37 989
8 28 938
9 36 921
10 8 922
11 27 942
12 34 950
13 35 927
14 47 942
15 25 917
16 19 925
17 32 995
18 20 921
19 16 903
20 26 924
21 25 928
22 23 950
23 23 904
24 24 927
25 26 919
26 24 915
27 29 928
28 20 916
29 17 917
30 32 950
31 23 924
32 32 959
33 35 959
34 36 956
35 34 959
36 20 950
37 35 949
38 34 950
39 29 995
40 34 952
41 38 954
42 30 954
43 26 995
44 24 952
45 37 953
46 26 955
47 42 962
48 11 924
49 11 942
50 22 928
51 22 927
52 18 933
53 14 932
54 13 929
55 20 957
56 16 920
57 10 924
58 21 949
59 17 923
60 9 920
61 17 929
62 15 922
63 14 974
64 26 917
65 46 943
66 37 922
67 38 928
68 31 932
69 38 928
70 37 939
71 31 929
72 44 923
73 41 922
74 41 922
75 45 931
76 44 930
77 45 930
78 50 934
79 45 943
80 6 902
81 8 909
82 9 909
83 6 911
84 8 909
85 12 913
86 9 923
87 7 921
88 11 922
89 20 933
90 8 909
91 17 930
92 9 910
93 8 925
94 10 906
95 21 922
96 9 927
97 17 926
98 11 913
99 17 920
100 13 928
101 21 931
102 9 922
103 21 936
104 26 963
105 20 917
106 29 942
107 23 924
108 15 928
109 15 943
110 19 935
111 30 939
112 20 931
113 23 935
114 16 923
115 28 941
116 13 935
117 27 949
118 27 938
119 17 941
120 27 942
121 27 950
122 15 932
123 27 923
124 29 934
125 33 946
126 23 934
127 33 931
