Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 5 999
1 5 998
2 5 999
3 6 999
4 5 995
5 8 998
6 5 999
7 6 999
8 5 999
9 5 999
10 5 998
11 5 997
12 7 998
13 5 999
14 7 998
15 9 999
16 5 999
17 8 998
18 8 999
19 6 998
20 5 999
21 7 998
22 7 997
23 5 998
24 6 997
25 5 993
26 6 999
27 6 997
28 5 999
29 5 998
30 7 997
31 6 999
32 5 999
33 5 999
34 6 999
35 5 999
36 5 999
37 6 999
38 5 999
39 6 999
40 5 999
41 7 999
42 5 999
43 5 999
44 6 999
45 6 999
46 6 999
47 5 999
48 5 999
49 7 999
50 5 999
51 7 999
52 5 999
53 5 999
54 5 998
55 5 999
56 5 999
57 5 999
58 8 998
59 5 999
60 5 997
61 5 999
62 5 997
63 5 998
64 28 992
65 23 918
66 21 923
67 23 925
68 8 911
69 21 921
70 25 927
71 8 917
72 16 922
73 21 933
74 24 926
75 14 919
76 20 927
77 13 916
78 22 916
79 27 929
80 15 965
81 8 915
82 19 918
83 17 907
84 20 913
85 18 926
86 11 909
87 21 985
88 18 917
89 16 918
90 18 904
91 16 937
92 10 909
93 13 923
94 14 902
95 14 899
96 26 941
97 24 942
98 23 949
99 32 947
100 23 930
101 21 919
102 13 933
103 26 951
104 25 931
105 22 931
106 35 930
107 27 923
108 24 943
109 12 919
110 26 969
111 33 952
112 29 935
113 21 925
114 20 914
115 17 929
116 12 915
117 16 934
118 20 921
119 24 930
120 21 916
121 17 945
122 23 927
123 28 948
124 25 916
125 29 927
126 36 937
127 25 933
