Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  121.7  3.7  -5.8  3.4  83.1  121.3  1.6  1.1  1.4  15.3  6165  13.0547  6145  12.7483 
 1  112.6  4.3  2.3  3.7  96.2  138.7  2.4  -7.8  1.5  7.1  3252  13.2059  3243  12.8133 
 2  113.2  3.5  5.9  2.9  71.1  115.7  1.5  0.1  1.3  12.1  483  14.0073  524  13.628 
 3  126.9  3.3  -4.1  2.9  66.8  121.6  3.0  -0.7  2.8  58.1  4136  13.1495  4148  12.7764 
 4  116.4  1.8  0.7  1.9  30.0  114.0  1.2  0.3  1.2  12.0  6213  11.741  6222  11.6212 
 5  116.1  2.6  3.6  1.8  25.4  119.9  4.3  -2.1  3.1  66.0  6194  11.9764  6201  11.9579 
 6  118.3  2.2  1.3  1.7  24.4  121.6  1.0  -1.0  0.8  4.7  0 0 0 0
 7  125.3  3.0  -4.6  3.7  106.2  110.3  2.2  4.0  2.3  23.8  252  13.9114  245  13.1107 
 8  120.9  2.6  -1.8  1.7  22.5  125.0  0.8  -2.4  0.6  2.3  0 0 0 0
 9  123.9  1.4  -6.1  1.2  10.1  118.9  1.5  1.0  1.2  10.7  4470  13.5065  4534  13.0362 
 10  115.9  1.3  2.2  1.4  14.7  118.0  0.8  2.3  0.9  6.1  6284  12.7756  6290  12.6648 
 11  113.5  2.6  1.7  2.1  33.3  122.0  1.8  1.2  1.4  14.4  0 0 0 0
 12  122.6  2.8  -0.7  1.8  23.7  119.6  2.7  2.1  1.8  21.7  0 0 0 0
 13  106.1  5.5  6.0  3.4  89.6  115.5  1.6  1.0  1.1  7.4  6179  13.1545  6171  13.3525 
