Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 81.0 2.2 76.7 2.2 87.9 1.1 83.4 1.3 
1 78.2 2.3 83.2 2.1 83.2 1.5 87.4 1.1 
2 76.2 2.1 78.5 2.1 80.8 1.2 83.2 1.1 
3 75.5 2.1 73.5 2.3 90.3 1.3 87.5 1.3 
4 81.1 2.4 76.8 2.3 87.1 1.2 83.9 1.3 
5 75.4 2.3 80.0 2.1 84.6 1.2 81.9 1.2 
6 77.8 2.3 79.8 2.5 87.9 1.1 84.9 1.1 
7 77.1 2.4 78.3 2.1 79.9 1.2 84.2 1.1 
8 79.3 2.2 78.6 2.3 85.9 1.2 85.1 1.1 
9 76.5 2.1 74.3 2.4 82.9 1.2 80.2 1.1 
10 80.3 2.4 75.0 2.3 81.0 1.3 87.8 1.2 
11 69.9 2.4 72.6 2.2 81.2 1.2 87.5 1.1 
12 73.9 2.3 72.8 2.4 87.3 1.1 86.9 1.1 
13 79.0 2.4 75.3 2.4 75.4 1.2 83.7 1.2 
14 78.8 2.3 80.4 2.4 85.2 1.1 85.5 1.5 
15 71.6 2.3 76.7 2.5 83.5 1.2 80.6 1.2 
16 70.0 2.1 74.3 2.3 73.5 1.2 75.3 1.1 
17 67.3 2.1 67.3 2.1 84.6 1.2 80.8 1.1 
18 77.6 2.2 71.4 2.0 76.0 1.2 80.1 1.1 
19 73.4 2.3 75.6 2.2 71.6 1.2 76.5 1.1 
20 75.4 2.1 67.5 2.2 75.4 1.3 79.0 1.1 
21 73.1 2.1 75.5 2.1 76.7 1.2 79.1 1.1 
22 69.8 2.1 69.0 2.1 81.1 1.2 76.4 1.1 
23 63.2 2.1 70.6 2.2 74.3 1.2 75.8 1.0 
24 65.5 2.2 70.2 2.2 79.9 1.3 74.1 1.4 
25 68.4 2.1 67.0 2.1 75.6 1.2 75.8 1.1 
26 68.9 2.1 69.2 2.0 77.1 1.2 79.5 1.1 
27 67.0 2.3 69.0 2.2 75.5 1.3 80.1 1.1 
28 71.5 2.2 69.2 2.0 72.1 1.3 80.6 1.1 
29 65.6 2.1 65.5 2.4 77.5 1.3 79.8 1.0 
30 65.1 2.1 68.4 2.2 76.5 1.1 79.0 1.1 
31 70.4 2.0 69.4 2.1 77.3 1.3 82.3 1.3 
32 77.9 2.9 71.8 3.2 86.2 1.4 80.5 1.1 
33 77.8 2.7 73.8 2.8 82.7 1.3 80.4 1.1 
34 71.4 2.9 73.3 2.8 84.0 1.2 81.7 1.2 
35 77.5 2.4 79.3 2.5 72.7 1.2 77.6 1.4 
36 76.0 3.0 71.9 3.1 85.7 1.3 80.7 1.1 
37 76.1 2.4 72.1 2.5 78.2 1.3 79.7 1.1 
38 73.5 2.7 73.6 2.9 80.5 1.4 77.8 1.2 
39 70.2 2.5 71.2 2.4 81.4 1.4 75.9 1.1 
40 72.3 2.6 77.4 2.6 74.9 1.3 76.0 1.1 
41 76.2 2.6 74.4 2.9 86.0 1.4 84.2 1.1 
42 74.1 2.6 73.6 2.7 82.1 1.3 83.7 1.1 
43 69.8 2.5 72.8 2.7 79.7 1.3 82.4 1.4 
44 72.6 2.8 74.4 3.0 78.7 1.5 83.4 1.1 
45 73.8 2.5 76.1 2.7 78.9 1.4 83.6 1.2 
46 74.6 2.4 75.3 2.5 86.8 1.2 84.1 1.2 
47 66.8 2.5 74.6 2.5 80.4 1.2 77.0 1.2 
48 89.5 2.2 93.8 2.1 93.4 1.2 95.3 1.1 
49 87.5 2.0 91.3 2.0 97.2 1.2 100.4 1.1 
50 91.4 2.0 93.8 2.0 92.5 1.1 95.7 1.0 
51 93.3 2.1 86.5 2.0 100.1 1.1 97.6 1.1 
52 92.8 1.9 93.0 1.9 102.2 1.3 96.5 1.1 
53 94.0 2.0 98.3 2.2 97.9 1.3 96.3 1.1 
54 88.4 2.0 90.2 1.9 96.7 1.1 98.6 1.1 
55 92.3 2.1 94.2 2.1 101.1 1.4 98.0 1.2 
56 88.6 2.0 94.4 1.9 97.8 1.2 99.8 1.0 
57 85.5 2.2 86.6 1.9 96.2 1.1 92.7 1.1 
58 90.4 2.2 92.8 2.0 97.9 1.2 99.8 1.0 
59 90.8 2.1 84.3 2.1 95.9 1.2 99.1 1.1 
60 90.9 2.1 84.2 2.1 90.3 1.4 92.5 1.3 
61 95.0 2.3 92.3 2.4 106.4 1.3 104.4 1.0 
62 91.3 2.1 86.9 2.0 95.2 1.2 93.6 1.1 
63 89.8 2.3 97.1 2.2 93.5 1.2 95.2 1.1 
64 89.5 2.3 84.6 2.1 90.1 1.3 91.6 1.1 
65 81.6 2.1 86.9 2.0 82.4 1.2 84.2 1.1 
66 91.1 2.1 85.6 2.1 83.7 1.2 90.0 1.4 
67 84.1 2.1 80.2 2.1 87.7 1.1 88.0 1.0 
68 86.9 2.3 85.7 2.0 89.6 1.3 88.9 1.2 
69 86.0 2.2 90.2 2.2 88.8 1.2 88.8 1.1 
70 88.8 2.3 87.3 2.0 86.4 1.3 86.6 1.1 
71 84.2 2.2 80.7 2.4 87.7 1.1 84.9 1.1 
72 85.7 2.0 83.0 2.2 89.9 1.3 88.8 1.1 
73 82.4 2.2 93.1 2.3 84.6 1.2 91.0 1.3 
74 82.6 2.2 81.5 2.1 82.1 1.3 83.9 1.0 
75 85.0 2.2 87.3 2.2 84.6 1.2 85.2 1.5 
76 86.3 2.0 81.7 2.1 87.5 1.2 91.1 1.2 
77 80.9 2.2 79.6 2.1 88.7 1.4 85.5 1.1 
78 83.6 2.3 84.1 2.5 82.9 1.3 84.2 1.0 
79 83.3 2.3 86.5 2.2 90.8 1.3 81.7 1.4 
80 66.9 3.8 64.7 3.9 66.0 1.5 70.0 1.5 
81 64.2 2.5 59.5 2.4 64.5 1.2 71.5 1.3 
82 67.8 2.8 61.5 2.8 73.5 1.3 75.2 1.1 
83 70.5 2.1 68.6 2.3 69.7 1.2 72.3 1.5 
84 70.4 2.5 68.4 2.5 75.0 1.2 73.2 1.2 
85 64.3 2.3 67.8 2.2 69.6 1.2 71.3 1.1 
86 66.7 2.3 63.8 2.6 69.1 1.5 65.7 1.1 
87 63.1 2.1 66.2 2.0 67.3 1.3 72.7 1.2 
88 61.2 2.3 60.5 2.1 68.1 1.4 70.5 1.2 
89 62.2 2.3 66.8 2.2 72.0 1.2 68.5 1.1 
90 67.0 2.2 69.5 2.1 65.0 1.3 66.7 1.2 
91 64.5 2.3 66.3 2.1 75.1 1.3 72.5 1.1 
92 60.6 2.1 63.5 2.1 67.2 1.3 64.1 1.2 
93 61.8 2.2 64.6 2.1 62.0 1.3 63.9 1.1 
94 71.7 2.2 69.3 1.9 68.6 1.2 65.8 1.2 
95 64.6 2.0 61.5 2.1 66.6 1.3 63.9 1.2 
96 84.3 2.2 85.0 1.9 81.5 1.2 85.0 1.5 
97 79.0 2.0 84.7 2.0 87.0 1.1 84.3 1.4 
98 82.4 2.2 86.2 2.0 82.8 1.3 83.1 1.1 
99 78.2 2.1 82.2 2.1 82.5 1.4 84.3 1.1 
100 83.7 2.2 86.3 2.1 88.3 1.3 84.0 1.1 
101 81.0 2.1 81.9 2.0 79.8 1.2 77.8 1.1 
102 84.4 1.9 81.7 2.0 85.6 1.4 81.7 1.1 
103 82.5 2.0 84.8 2.0 86.1 1.2 85.3 1.1 
104 83.3 2.2 85.7 2.1 86.1 1.1 87.4 1.1 
105 75.3 2.2 72.5 2.1 91.2 1.2 85.3 1.2 
106 79.7 2.1 83.4 2.0 87.9 1.3 89.0 1.4 
