Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 711
1 706
2 706
3 707
4 703
5 700
6 717
7 711
8 707
9 701
10 703
11 677
12 707
13 692
14 705
15 707
16 729
17 722
18 734
19 724
20 731
21 734
22 732
23 720
24 713
25 738
26 736
27 692
28 734
29 725
30 724
31 734
32 728
33 728
34 744
35 737
36 743
37 737
38 739
39 744
40 742
41 740
42 737
43 741
44 741
45 742
46 754
47 752
48 704
49 698
50 700
51 703
52 705
53 699
54 697
55 701
56 701
57 698
58 700
59 705
60 689
61 698
62 700
63 699
64 818
65 719
66 726
67 731
68 733
69 724
70 725
71 720
72 735
73 723
74 722
75 729
76 736
77 727
78 719
79 725
80 722
81 735
82 733
83 727
84 730
85 719
86 716
87 725
88 719
89 731
90 736
91 724
92 733
93 700
94 730
95 733
96 749
97 677
98 739
99 748
100 742
101 731
102 685
103 751
104 748
105 733
106 741
107 744
108 749
109 720
110 742
111 739
112 724
113 734
114 724
115 727
116 737
117 735
118 857
119 740
120 733
121 731
122 714
123 723
124 728
125 737
126 734
127 733
