Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 86.0 2.7 83.4 2.6 90.4 1.2 88.1 1.4 
1 87.5 2.6 87.5 2.6 87.5 1.2 89.1 1.5 
2 84.3 2.4 83.8 2.4 87.8 1.1 87.2 1.0 
3 86.3 2.6 84.3 2.7 90.6 1.3 87.9 1.3 
4 89.3 2.7 76.9 2.7 95.5 1.2 85.9 1.2 
5 79.5 2.7 89.2 2.5 90.4 1.3 89.0 1.2 
6 80.1 2.5 84.6 2.5 89.2 1.3 90.7 1.1 
7 85.3 2.6 80.0 2.6 87.8 1.2 85.0 1.1 
8 84.5 2.8 86.4 2.6 91.5 1.5 92.2 1.5 
9 84.0 2.5 87.2 2.8 93.7 1.3 89.9 1.6 
10 86.0 2.6 83.4 2.7 90.3 1.3 87.6 1.3 
11 90.9 2.7 82.9 2.7 92.2 1.2 88.3 1.1 
12 85.5 2.6 86.9 2.6 85.5 1.2 91.0 1.3 
13 81.9 2.6 77.1 2.7 86.3 1.2 84.3 1.1 
14 88.8 2.6 81.9 2.7 93.5 1.4 88.3 1.1 
15 81.7 2.6 76.1 2.8 84.4 1.2 87.6 1.2 
16 68.5 2.0 73.2 2.0 77.8 1.2 78.8 1.1 
17 71.1 2.1 74.4 2.0 83.1 1.2 79.3 1.1 
18 75.8 1.9 69.5 2.1 78.9 1.2 77.0 1.0 
19 65.1 2.4 69.4 2.3 79.4 1.2 73.6 1.4 
20 74.8 2.2 70.1 2.0 74.8 1.2 73.5 1.1 
21 67.1 2.1 66.4 2.4 77.3 1.3 73.9 1.3 
22 74.1 2.1 69.1 2.2 71.3 1.2 79.2 1.2 
23 68.0 2.1 69.5 2.1 71.7 1.1 74.7 1.1 
24 75.5 2.0 77.4 2.0 78.4 1.2 75.7 1.2 
25 77.9 2.1 72.1 2.1 79.6 1.1 79.2 1.4 
26 72.4 2.1 70.0 2.1 80.5 1.1 75.7 1.1 
27 68.4 2.2 69.8 2.0 77.3 1.2 79.8 1.0 
28 69.2 2.2 67.7 2.1 74.3 1.2 72.4 1.0 
29 71.0 2.1 68.8 2.1 75.8 1.1 73.0 1.1 
30 71.2 2.1 64.6 2.0 79.3 1.1 74.6 1.4 
31 64.5 2.1 66.7 2.2 73.7 1.2 75.6 1.1 
32 74.7 2.9 77.2 3.0 72.2 1.1 75.8 1.1 
33 74.4 2.7 74.7 2.8 82.5 1.3 80.5 1.1 
34 73.1 2.9 77.4 2.8 80.3 1.1 82.7 1.1 
35 74.0 2.4 73.4 2.6 84.4 1.2 80.2 1.0 
36 76.1 3.1 77.9 2.8 82.2 1.2 79.4 1.3 
37 73.8 2.6 74.1 2.3 78.0 1.4 73.4 1.3 
38 81.7 2.7 75.3 2.6 77.0 1.4 73.4 1.1 
39 74.3 2.3 73.8 2.3 86.4 1.2 85.1 1.1 
40 71.3 2.5 71.4 2.4 73.5 1.2 75.6 1.1 
41 74.0 2.6 73.2 2.6 78.1 1.2 79.1 1.1 
42 73.2 2.7 75.9 2.7 81.1 1.3 76.8 1.1 
43 71.8 2.4 71.1 2.4 78.1 1.3 79.9 1.0 
44 68.8 3.0 68.0 2.9 77.9 1.2 79.8 1.1 
45 69.1 2.6 71.8 2.4 80.3 1.2 80.5 1.1 
46 73.9 2.5 75.3 2.5 76.9 1.2 83.8 1.2 
47 69.6 2.4 70.6 2.6 76.5 1.3 77.2 1.5 
48 73.4 2.6 75.6 2.5 78.1 1.2 80.2 1.0 
49 76.9 2.6 73.5 2.7 78.9 1.4 80.4 1.1 
50 71.5 2.7 74.5 2.5 80.0 1.4 83.2 1.1 
51 72.1 2.8 76.9 2.5 84.0 1.1 80.2 1.2 
52 81.7 2.6 77.7 2.6 83.0 1.2 81.5 1.1 
53 79.7 2.5 76.8 2.5 81.5 1.4 80.1 1.4 
54 74.2 2.7 71.5 2.5 83.0 1.2 81.4 1.2 
55 70.2 2.6 75.5 2.6 81.2 1.2 82.7 1.1 
56 74.7 2.6 81.7 2.5 74.4 1.3 76.2 1.5 
57 76.6 2.5 79.9 2.5 86.3 1.2 84.6 1.2 
58 78.4 2.4 76.4 2.5 75.1 1.3 80.5 1.1 
59 71.2 2.9 75.8 2.8 81.4 1.2 84.0 1.1 
60 72.3 2.5 73.2 2.5 83.3 1.4 86.4 1.1 
61 79.3 2.6 73.3 2.8 79.4 1.2 84.4 1.1 
62 74.8 2.6 75.6 2.8 86.1 1.4 84.1 1.4 
63 76.8 2.7 69.9 2.9 80.7 1.3 77.2 1.1 
64 82.2 2.0 86.8 1.9 86.7 1.1 84.2 1.2 
65 80.2 1.9 76.7 1.9 85.3 1.2 82.0 1.2 
66 84.6 2.0 81.7 2.2 89.8 1.2 88.8 1.0 
67 79.7 2.1 85.2 2.1 90.5 1.2 86.3 1.2 
68 84.6 2.0 80.5 1.9 87.7 1.1 84.1 1.2 
69 80.7 2.0 81.7 2.1 84.9 1.1 86.4 1.0 
70 86.8 2.0 87.6 2.1 87.5 1.2 87.8 0.9 
71 83.1 2.0 84.9 1.9 91.7 1.1 83.0 1.2 
72 81.1 2.0 79.3 2.0 85.3 1.1 86.5 1.1 
73 84.1 2.0 80.8 1.9 84.1 1.1 81.9 1.0 
74 89.0 2.1 84.1 2.0 84.6 1.3 84.5 1.0 
75 83.3 2.0 81.4 2.0 88.1 1.1 84.5 1.1 
76 78.2 2.1 75.9 2.1 86.4 1.1 82.5 1.4 
77 82.2 2.1 78.3 2.0 82.8 1.2 78.3 1.3 
78 77.7 2.0 78.0 1.9 83.1 1.1 80.0 1.1 
79 77.3 2.2 78.2 2.0 84.0 1.1 84.1 1.0 
80 61.6 4.1 54.4 4.0 65.9 1.4 64.5 1.0 
81 55.7 2.2 58.6 2.2 63.9 1.1 59.4 1.2 
82 58.7 2.8 61.0 2.8 66.6 1.2 66.8 1.1 
83 59.0 1.9 55.7 2.1 59.4 1.2 63.3 1.1 
84 58.7 2.3 58.8 2.3 53.9 1.3 60.3 1.2 
85 58.6 1.9 54.6 2.0 66.7 1.1 61.9 1.2 
86 53.5 2.3 51.7 2.3 59.7 1.1 58.0 1.1 
87 62.9 1.9 64.1 1.8 63.8 1.1 62.1 1.0 
88 59.8 2.0 56.4 2.0 68.0 1.3 65.7 1.1 
89 55.5 2.1 57.5 2.1 64.9 1.1 58.7 1.2 
90 58.1 1.9 55.7 2.2 62.5 1.1 60.7 1.0 
91 56.4 2.0 55.6 1.9 62.3 1.3 57.2 1.2 
92 56.6 2.1 60.3 1.9 62.4 1.2 60.1 1.1 
93 53.7 1.9 54.5 2.0 62.0 1.2 64.0 0.9 
94 52.6 1.9 48.4 2.1 61.6 1.2 64.0 1.0 
95 52.3 2.1 54.8 2.0 62.8 1.2 67.5 1.1 
96 69.6 2.2 65.4 2.1 77.1 1.3 74.1 1.2 
97 69.9 2.1 70.0 2.1 72.3 1.1 74.4 1.0 
98 70.1 2.2 71.4 2.0 74.8 1.2 72.4 1.0 
99 69.9 2.1 72.5 2.1 70.5 1.2 68.9 1.0 
100 72.7 2.0 70.6 2.1 76.1 1.1 71.9 1.1 
101 69.7 2.0 69.1 2.0 69.7 1.2 71.7 1.3 
102 71.4 2.1 65.0 2.2 68.9 1.1 71.1 1.1 
103 71.7 2.0 71.2 2.1 67.7 1.3 70.7 1.1 
104 71.6 2.1 75.9 2.0 76.3 1.1 72.8 1.0 
105 73.3 2.1 71.0 2.1 73.6 1.4 69.6 1.0 
106 67.3 2.0 62.5 2.4 77.8 1.3 75.7 1.3 
107 67.8 2.2 69.7 2.1 74.7 1.2 72.9 1.0 
108 58.8 2.3 69.4 2.1 75.9 1.0 71.8 1.3 
109 62.6 2.1 70.3 2.2 76.0 1.1 72.9 1.1 
110 68.7 2.3 72.1 2.2 71.6 1.1 66.6 1.3 
111 67.6 2.3 64.9 2.2 71.9 1.2 69.4 1.1 
112 75.0 2.5 70.9 2.7 83.6 1.2 80.5 1.1 
113 72.2 2.6 74.2 2.6 77.7 1.3 79.9 1.0 
114 76.2 2.5 70.5 2.5 75.1 1.2 73.7 1.1 
115 72.9 2.7 72.2 2.6 70.5 1.3 68.9 1.1 
116 73.9 2.6 72.0 2.5 74.5 1.3 73.2 1.1 
117 77.3 2.4 78.1 2.6 77.7 1.4 72.5 1.1 
118 77.6 2.4 71.0 2.5 78.7 1.2 76.2 1.1 
119 76.4 2.5 73.2 2.5 79.9 1.2 77.0 1.1 
120 77.1 2.7 74.1 2.5 87.1 1.2 84.9 1.1 
121 70.4 2.4 76.1 2.5 78.8 1.3 76.3 1.1 
122 72.0 2.6 77.0 2.5 74.5 1.4 76.0 1.5 
123 72.3 2.4 73.2 2.4 76.4 1.2 79.2 1.1 
124 70.4 2.5 78.1 2.4 69.5 1.3 74.5 1.3 
125 66.7 2.5 74.3 2.7 77.7 1.2 77.5 1.2 
126 76.5 2.5 72.2 2.4 74.6 1.2 72.6 1.1 
127 75.0 2.6 70.6 2.6 80.1 1.2 75.1 1.6 
