Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 8 917
1 12 925
2 19 942
3 18 918
4 21 924
5 18 925
6 12 916
7 17 926
8 21 924
9 15 945
10 20 920
11 21 939
12 26 921
13 19 925
14 33 938
15 11 921
16 29 937
17 31 933
18 31 932
19 33 928
20 29 936
21 34 927
22 39 990
23 36 926
24 36 932
25 30 925
26 40 979
27 40 937
28 32 933
29 37 930
30 36 990
31 30 929
32 19 923
33 24 925
34 26 936
35 26 935
36 32 935
37 32 946
38 24 925
39 23 928
40 25 936
41 28 926
42 27 935
43 35 935
44 8 915
45 34 937
46 32 928
47 39 933
48 28 932
49 30 942
50 25 942
51 24 933
52 27 922
53 33 936
54 27 934
55 30 932
56 43 947
57 26 931
58 30 940
59 25 926
60 31 930
61 26 932
62 28 931
63 27 927
64 15 919
65 13 909
66 18 899
67 19 908
68 22 911
69 18 907
70 24 936
71 29 957
72 19 911
73 25 909
74 23 908
75 30 924
76 17 906
77 19 925
78 24 910
79 18 933
80 10 917
81 20 948
82 19 919
83 13 922
84 21 913
85 15 923
86 11 918
87 19 944
88 23 929
89 19 918
90 22 918
91 22 924
92 22 917
93 19 932
94 19 918
95 19 913
96 31 944
97 26 927
98 9 921
99 30 949
100 25 935
101 32 932
102 32 928
103 32 938
104 30 950
105 36 939
106 41 958
107 32 954
108 18 961
109 42 941
110 36 941
111 34 996
112 18 981
113 29 926
114 20 938
115 19 930
116 24 927
117 15 909
118 23 924
119 21 932
120 25 936
121 26 926
122 25 930
123 14 918
124 20 925
125 26 935
126 33 929
127 29 935
