Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 13 978
1 8 918
2 7 916
3 19 943
4 7 997
5 12 929
6 9 924
7 7 913
8 8 924
9 16 923
10 7 902
11 6 918
12 8 911
13 7 915
14 8 909
15 6 918
16 15 978
17 13 949
18 21 936
19 30 943
20 22 939
21 22 942
22 17 924
23 9 917
24 16 938
25 23 936
26 23 942
27 22 926
28 16 935
29 15 943
30 22 933
31 20 921
32 9 993
33 6 903
34 7 895
35 9 915
36 6 882
37 6 917
38 6 987
39 6 893
40 6 905
41 6 901
42 6 897
43 7 900
44 7 900
45 6 906
46 10 913
47 7 916
48 20 920
49 9 938
50 13 928
51 23 927
52 18 984
53 24 916
54 11 917
55 25 982
56 12 990
57 23 942
58 14 917
59 23 919
60 12 917
61 25 928
62 10 917
63 29 922
64 6 985
65 6 901
66 8 915
67 7 914
68 6 907
69 6 916
70 7 896
71 6 984
72 7 985
73 7 914
74 7 901
75 8 943
76 7 894
77 7 936
78 10 903
79 9 913
80 6 896
81 6 888
82 7 906
83 6 885
84 6 890
85 6 896
86 6 905
87 6 883
88 6 884
89 6 892
90 7 872
91 6 893
92 6 892
93 6 888
94 6 892
95 6 959
96 10 927
97 21 954
98 20 937
99 16 978
100 13 925
101 17 924
102 21 935
103 19 941
104 7 910
105 10 929
106 10 935
107 10 907
108 6 985
109 16 922
110 12 930
111 20 946
112 12 978
113 11 941
114 11 911
115 11 925
116 6 900
117 14 933
118 8 929
119 7 981
120 7 927
121 8 952
122 7 914
123 9 902
124 8 914
125 13 938
126 9 903
127 8 974
