Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 999
1 6 986
2 6 977
3 6 906
4 6 991
5 6 895
6 6 896
7 6 929
8 6 995
9 6 909
10 6 998
11 6 998
12 5 905
13 6 899
14 6 987
15 7 998
16 18 998
17 19 995
18 14 931
19 5 937
20 11 929
21 15 943
22 10 998
23 12 986
24 14 925
25 25 931
26 10 998
27 20 961
28 13 939
29 8 928
30 24 931
31 14 941
32 6 973
33 7 886
34 6 902
35 6 893
36 6 880
37 7 992
38 6 888
39 6 997
40 6 895
41 6 989
42 7 996
43 6 997
44 6 949
45 6 908
46 7 923
47 6 997
48 5 945
49 6 919
50 7 992
51 6 994
52 6 919
53 7 925
54 6 920
55 6 919
56 6 911
57 7 928
58 6 904
59 6 911
60 9 930
61 6 910
62 7 921
63 6 989
64 6 926
65 7 925
66 6 909
67 7 917
68 7 909
69 6 928
70 6 910
71 7 937
72 6 917
73 7 924
74 6 921
75 7 925
76 6 933
77 7 915
78 6 916
79 7 927
80 6 923
81 9 916
82 12 924
83 8 917
84 10 932
85 7 895
86 13 915
87 6 907
88 9 912
89 8 916
90 11 912
91 19 931
92 11 921
93 14 932
94 10 920
95 15 924
96 7 926
97 9 919
98 6 913
99 14 917
100 6 904
101 8 925
102 9 920
103 6 897
104 9 914
105 5 908
106 7 918
107 7 912
108 7 911
109 14 928
110 6 914
111 8 925
112 19 936
113 25 943
114 25 941
115 13 932
116 9 933
117 12 925
118 13 952
119 18 926
120 16 916
121 23 930
122 13 939
123 21 931
124 23 937
125 25 937
126 26 932
127 30 957
