Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 83.8 2.4 79.2 2.5 83.5 1.3 80.7 1.0 
1 76.6 2.4 72.9 2.5 86.7 1.1 85.1 1.0 
2 81.7 2.5 78.5 2.4 76.3 1.2 80.4 1.2 
3 76.4 2.5 77.7 2.4 87.5 1.1 88.4 1.4 
4 79.0 2.4 80.9 2.5 81.3 1.2 81.4 1.1 
5 76.4 2.3 80.6 2.3 79.9 1.2 83.6 1.1 
6 78.2 2.4 76.8 2.5 81.2 1.1 81.1 1.1 
7 79.3 2.5 73.9 2.4 85.9 1.2 77.4 1.3 
8 85.1 2.3 82.2 2.3 87.6 1.2 85.2 1.0 
9 76.9 2.6 78.2 2.4 80.8 1.2 85.6 1.4 
10 75.1 2.5 78.0 2.4 84.6 1.1 84.5 1.0 
11 73.3 2.7 74.2 2.6 84.4 1.1 86.0 1.0 
12 73.6 2.6 71.3 2.5 84.4 1.5 84.3 1.1 
13 74.1 2.5 75.2 2.3 81.7 1.3 89.1 1.1 
14 75.2 2.3 75.0 2.6 83.8 1.3 88.5 1.0 
15 77.0 2.7 73.7 2.4 86.6 1.1 84.7 1.1 
16 100.5 2.1 94.0 2.3 99.1 1.4 104.6 1.2 
17 92.0 2.4 100.0 2.2 111.3 1.4 108.7 1.2 
18 100.3 2.2 94.6 2.4 98.7 1.5 100.0 1.1 
19 103.4 2.2 95.2 2.3 97.0 1.2 99.7 1.2 
20 98.9 2.2 104.3 2.3 100.4 1.4 103.0 1.1 
21 100.0 2.3 102.3 2.3 100.9 1.2 102.9 1.1 
22 97.5 2.4 100.6 2.4 104.0 1.3 101.4 1.1 
23 94.3 2.3 97.5 2.3 101.5 1.2 102.9 1.2 
24 96.8 2.2 100.4 2.2 105.6 1.2 107.5 1.2 
25 92.5 2.4 95.1 2.3 105.6 1.2 107.1 1.1 
26 97.7 2.1 92.9 2.4 102.8 1.2 100.3 1.3 
27 95.0 2.3 90.2 2.4 103.2 1.2 100.0 1.4 
28 96.4 2.4 98.3 2.3 101.9 1.4 99.0 1.5 
29 101.6 2.3 95.8 2.4 103.3 1.3 101.3 1.1 
30 95.0 2.4 97.6 2.2 102.5 1.2 100.2 1.2 
31 92.2 2.2 93.2 2.3 101.0 1.2 103.3 1.2 
32 65.4 2.9 67.2 3.1 76.3 1.2 71.8 1.2 
33 62.3 2.7 70.7 2.7 65.9 1.4 73.2 1.2 
34 67.0 2.7 61.1 2.9 70.4 1.4 65.3 1.4 
35 58.4 2.7 61.0 2.8 69.5 1.2 71.8 1.1 
36 70.0 3.2 69.2 3.0 76.3 1.2 70.3 1.4 
37 61.4 2.5 62.1 2.7 76.2 1.3 78.8 1.1 
38 67.6 2.8 70.0 2.8 74.7 1.2 71.5 1.5 
39 67.2 2.4 74.8 2.8 68.9 1.2 71.1 1.1 
40 67.3 2.6 62.0 2.6 65.9 1.2 65.7 1.2 
41 59.8 2.7 62.5 2.9 73.1 1.1 75.1 1.1 
42 61.2 2.8 57.4 2.8 68.5 1.4 65.6 1.1 
43 59.5 2.5 59.3 2.8 68.6 1.2 72.9 1.5 
44 62.6 2.8 62.6 3.1 71.3 1.5 75.5 1.1 
45 66.8 2.6 62.4 2.6 72.1 1.2 66.8 1.4 
46 67.2 2.5 59.8 2.6 71.7 1.2 68.3 1.2 
47 63.4 2.5 59.5 2.5 71.7 1.2 75.4 1.1 
48 63.6 2.5 60.5 2.4 64.8 1.2 66.7 1.1 
49 64.4 2.5 63.7 2.4 62.8 1.4 63.9 1.1 
50 62.1 2.4 64.5 2.3 70.9 1.1 68.5 1.4 
51 59.6 2.7 62.4 2.6 64.4 1.2 68.5 1.1 
52 63.9 2.4 65.0 2.3 70.0 1.4 69.7 1.1 
53 60.5 2.5 63.3 2.7 62.0 1.3 68.3 1.1 
54 57.5 2.6 60.7 2.4 69.0 1.3 64.8 1.0 
55 63.6 2.6 60.2 2.5 66.8 1.4 67.7 1.1 
56 60.9 2.3 59.4 2.7 63.4 1.2 61.5 1.1 
57 58.5 2.7 59.4 2.4 65.8 1.2 67.3 1.1 
58 57.8 2.6 58.2 2.5 68.3 1.4 68.3 1.1 
59 54.9 2.5 59.8 2.6 71.0 1.3 66.3 1.4 
60 59.8 2.6 64.4 2.4 71.0 1.2 66.9 1.5 
61 59.5 2.7 57.0 2.7 64.1 1.3 61.7 1.2 
62 62.6 2.8 61.8 2.5 61.2 1.1 64.5 1.5 
63 55.4 2.8 56.2 2.6 65.7 1.5 61.2 1.2 
64 83.4 2.1 83.8 2.3 88.3 1.3 84.5 1.1 
65 86.8 2.2 84.2 2.4 90.1 1.4 88.3 1.1 
66 80.2 2.3 81.0 2.2 88.0 1.2 87.9 1.1 
67 93.9 2.2 90.3 2.2 88.6 1.3 88.6 1.1 
68 88.8 2.0 92.0 2.3 87.0 1.2 84.9 1.1 
69 88.2 2.2 85.8 2.3 85.2 1.2 88.1 1.1 
70 87.4 2.1 82.1 2.2 87.4 1.2 84.4 1.2 
71 85.7 2.1 83.7 2.3 91.8 1.2 85.9 1.4 
72 84.9 2.1 81.4 2.1 91.8 1.2 89.7 1.2 
73 85.6 2.1 84.1 2.1 98.0 1.4 96.8 1.1 
74 82.2 2.2 84.7 2.2 85.7 1.4 84.2 1.5 
75 80.5 2.1 78.9 2.4 85.7 1.2 87.4 1.1 
76 82.8 2.2 88.4 2.1 84.1 1.3 80.5 1.2 
77 81.9 2.2 82.6 2.1 88.2 1.3 91.0 1.2 
78 82.4 2.2 84.3 2.2 90.4 1.3 88.4 1.1 
79 80.8 2.3 87.7 2.2 84.9 1.2 86.7 1.1 
80 76.6 3.5 75.7 3.5 77.7 1.4 79.2 1.1 
81 73.2 2.2 68.6 2.2 79.8 1.1 75.8 1.2 
82 72.6 2.6 73.1 2.7 83.5 1.2 79.5 1.3 
83 75.3 2.1 76.1 2.0 73.2 1.1 75.2 1.1 
84 74.3 2.2 75.7 2.2 77.1 1.0 79.6 1.1 
85 71.2 2.0 78.1 1.9 79.6 1.1 77.3 1.1 
86 77.9 2.0 72.3 2.2 80.4 1.1 83.6 1.1 
87 70.0 1.7 72.7 1.9 74.8 1.2 79.3 1.1 
88 68.3 2.0 68.1 2.2 75.8 1.1 73.6 1.0 
89 74.7 2.0 70.7 2.1 77.7 1.2 83.4 1.0 
90 73.1 2.0 70.7 2.0 78.0 1.2 79.3 1.1 
91 77.3 2.0 75.1 2.1 80.0 1.1 80.0 1.0 
92 69.4 1.9 73.1 2.0 76.4 1.1 79.0 1.1 
93 72.1 1.9 73.7 1.9 73.5 1.1 77.5 1.3 
94 66.7 2.0 70.2 2.0 76.1 1.1 79.3 1.1 
95 71.5 1.9 72.6 1.9 76.5 1.3 72.7 1.0 
96 83.9 2.1 82.5 1.8 84.4 1.1 87.0 1.0 
97 82.9 1.9 84.9 1.8 88.8 1.1 90.7 1.0 
98 89.8 1.9 83.9 2.0 88.7 1.1 90.8 1.0 
99 83.1 2.0 81.2 1.9 92.4 1.2 88.5 0.9 
100 84.4 1.9 83.9 1.8 92.3 1.3 92.0 1.0 
101 78.2 1.8 82.2 2.0 88.8 1.1 90.7 1.1 
102 84.5 1.9 81.8 1.8 91.5 1.2 84.9 1.2 
103 85.7 2.0 85.5 1.7 94.7 1.3 88.3 1.0 
104 90.6 1.9 88.9 1.7 85.4 1.0 87.5 1.0 
105 84.2 2.0 84.9 1.8 84.4 1.3 84.5 1.0 
106 84.0 1.9 79.6 1.9 90.7 1.1 87.8 1.4 
107 81.7 1.9 82.0 1.9 85.4 1.1 85.5 1.0 
108 82.4 1.9 85.6 1.9 79.8 1.4 83.0 1.1 
109 79.5 1.9 78.1 2.0 86.8 1.1 84.6 1.0 
110 84.9 1.9 81.2 2.1 88.0 1.2 85.5 0.9 
111 84.4 1.9 81.8 1.8 85.8 1.2 80.5 1.1 
112 79.3 2.2 83.3 2.0 89.7 1.3 84.7 1.1 
113 87.1 2.1 82.7 2.0 92.5 1.0 87.6 1.2 
114 80.7 2.1 83.1 2.0 90.5 1.3 85.0 1.1 
115 79.3 2.2 76.0 2.0 89.3 1.4 86.5 1.4 
116 84.1 1.9 80.3 2.0 87.3 1.1 85.4 1.0 
117 81.5 2.0 83.8 2.0 86.5 1.4 88.8 1.5 
118 83.3 2.0 81.0 2.0 85.7 1.1 81.5 1.0 
119 81.8 2.1 89.2 2.1 86.3 1.1 87.1 1.0 
120 86.2 2.1 78.0 2.1 83.5 1.4 87.3 1.0 
121 82.5 2.0 80.7 2.0 82.3 1.2 84.0 1.0 
122 82.1 2.1 84.7 2.0 84.7 1.2 86.8 1.0 
123 79.0 2.2 75.5 2.1 90.0 1.3 88.6 1.0 
124 76.1 2.1 82.8 2.0 88.2 1.1 88.0 1.0 
125 77.7 2.0 79.8 2.1 87.8 1.1 85.8 1.0 
126 79.1 2.2 82.3 2.0 86.6 1.1 83.8 1.4 
127 79.8 2.2 80.5 2.2 82.0 1.2 85.6 1.4 
