Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 5 999
1 8 998
2 5 998
3 11 995
4 11 996
5 15 998
6 24 997
7 15 998
8 5 999
9 12 996
10 11 999
11 24 999
12 6 996
13 24 999
14 12 999
15 5 999
16 5 991
17 6 989
18 15 989
19 15 998
20 7 965
21 15 963
22 9 987
23 15 992
24 15 990
25 9 994
26 15 985
27 15 997
28 7 989
29 6 988
30 15 991
31 15 986
32 10 999
33 8 989
34 7 993
35 7 991
36 12 995
37 10 996
38 22 973
39 5 976
40 8 992
41 6 936
42 9 993
43 8 975
44 15 937
45 15 994
46 30 958
47 23 992
48 7 995
49 8 995
50 15 991
51 20 988
52 11 990
53 8 939
54 11 991
55 20 998
56 6 930
57 10 988
58 13 986
59 12 989
60 11 989
61 15 987
62 15 924
63 7 988
64 22 940
65 29 979
66 32 938
67 27 934
68 19 929
69 31 932
70 27 932
71 28 990
72 21 930
73 29 929
74 21 928
75 33 929
76 31 940
77 19 918
78 24 912
79 6 926
80 14 904
81 8 901
82 11 890
83 18 922
84 11 899
85 25 917
86 9 913
87 19 911
88 13 909
89 13 912
90 9 904
91 24 919
92 26 909
93 15 915
94 16 909
95 20 912
96 16 979
97 16 939
98 33 947
99 35 945
100 35 967
101 41 979
102 34 949
103 36 947
104 29 945
105 11 933
106 46 955
107 37 939
108 29 936
109 35 955
110 40 945
111 34 944
112 28 998
113 34 968
114 19 941
115 33 931
116 29 930
117 38 939
118 32 941
119 27 922
120 29 929
121 33 924
122 39 940
123 41 938
124 37 931
125 30 931
126 35 930
127 32 959
