Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 84.0 2.1 85.9 2.2 94.6 1.4 96.8 1.1 
1 84.6 2.2 89.8 2.1 95.2 1.2 98.7 0.9 
2 81.3 2.2 87.3 2.3 94.1 1.3 92.1 1.0 
3 86.4 2.0 91.3 2.0 96.6 1.1 93.6 1.0 
4 90.8 2.0 87.6 2.1 94.5 1.1 92.3 1.0 
5 81.5 2.0 85.5 2.2 85.8 1.1 88.6 1.3 
6 85.7 2.0 91.2 2.0 93.9 1.3 95.8 1.0 
7 87.1 2.1 88.8 2.4 86.7 1.2 90.4 1.2 
8 86.1 2.1 86.0 2.2 90.2 1.2 87.7 1.1 
9 82.3 2.1 86.3 2.3 94.7 1.2 96.0 1.0 
10 86.0 2.3 86.3 2.5 88.2 1.1 91.4 1.1 
11 89.6 2.0 85.6 2.2 90.7 1.3 89.3 1.2 
12 84.4 2.2 91.6 2.1 92.1 1.1 98.3 1.2 
13 87.5 2.1 83.5 2.4 86.3 1.2 88.1 1.2 
14 82.9 2.2 85.8 2.3 87.7 1.2 91.7 1.1 
15 82.6 2.1 81.1 2.4 88.8 1.3 93.0 1.2 
16 76.3 1.9 78.7 2.1 83.0 1.3 84.1 1.0 
17 73.9 1.9 76.2 2.1 84.0 1.2 79.6 1.2 
18 75.3 2.1 77.9 1.9 80.4 1.1 77.3 1.1 
19 71.9 2.0 75.7 2.1 80.2 1.1 83.3 1.1 
20 78.0 2.1 73.8 2.0 83.6 1.3 86.6 1.0 
21 76.6 2.1 73.0 2.1 76.6 1.1 81.3 1.3 
22 75.5 2.2 75.5 1.9 82.8 1.3 88.8 1.2 
23 77.5 1.9 75.8 2.0 85.0 1.2 81.8 1.1 
24 76.8 1.9 74.5 1.9 85.0 1.1 82.7 1.5 
25 73.3 1.9 73.2 2.0 86.2 1.1 78.7 1.3 
26 79.8 1.9 75.4 2.0 81.5 1.2 83.2 1.1 
27 73.1 2.0 72.4 2.1 81.4 1.4 79.5 1.4 
28 69.1 2.0 66.2 2.1 79.0 1.2 77.0 1.1 
29 78.0 2.0 70.3 2.2 78.8 1.2 76.8 1.1 
30 76.6 1.9 77.8 2.2 85.1 1.2 80.7 1.0 
31 67.9 2.1 71.0 2.0 85.1 1.3 82.1 1.4 
32 73.8 2.7 78.2 3.0 88.8 1.2 91.6 1.1 
33 83.5 2.5 87.5 2.5 88.1 1.1 90.0 1.0 
34 79.2 2.7 82.4 2.6 85.3 1.2 85.1 1.1 
35 77.7 2.5 73.3 2.4 82.3 1.4 83.5 1.1 
36 80.0 2.8 83.0 2.8 85.5 1.3 84.2 1.3 
37 83.2 2.2 79.2 2.4 82.3 1.2 83.9 1.1 
38 85.1 2.9 83.9 2.9 85.6 1.2 88.0 1.2 
