Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 22 930
1 17 938
2 27 932
3 27 927
4 35 951
5 32 936
6 27 928
7 30 921
8 32 929
9 26 933
10 24 929
11 26 921
12 37 942
13 27 932
14 44 952
15 34 926
16 29 945
17 44 944
18 38 941
19 41 952
20 42 936
21 42 942
22 44 959
23 27 953
24 48 946
25 39 955
26 41 959
27 47 961
28 46 945
29 48 962
30 48 956
31 48 935
32 7 980
33 20 942
34 19 965
35 28 938
36 9 965
37 22 949
38 27 931
39 33 946
40 8 935
41 18 936
42 7 997
43 19 937
44 23 936
45 20 937
46 25 921
47 27 946
48 17 925
49 12 916
50 15 919
51 11 928
52 7 910
53 13 920
54 6 918
55 6 911
56 20 921
57 14 932
58 7 907
59 14 907
60 12 923
61 9 906
62 6 923
63 18 921
64 38 943
65 35 944
66 31 936
67 37 930
68 28 927
69 14 934
70 29 929
71 8 943
72 29 926
73 31 939
74 30 928
75 42 949
76 32 928
77 28 941
78 36 930
79 37 955
80 10 918
81 13 910
82 14 917
83 26 926
84 19 921
85 19 916
86 18 928
87 17 916
88 20 905
89 21 920
90 7 922
91 9 921
92 24 923
93 12 911
94 22 918
95 28 917
96 25 938
97 23 949
98 20 958
99 28 952
100 27 952
101 30 967
102 22 946
103 30 951
104 36 959
105 38 948
106 29 937
107 25 930
108 17 922
109 23 945
110 19 928
111 34 929
112 25 934
113 24 926
114 15 923
115 24 938
116 18 947
117 19 915
118 23 924
119 29 929
120 29 923
121 30 921
122 23 919
123 21 922
124 30 922
125 30 927
126 29 924
127 36 931
