Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 36 979
1 41 936
2 41 924
3 30 915
4 36 924
5 37 932
6 37 933
7 42 982
8 40 930
9 30 934
10 33 930
11 30 915
12 34 922
13 37 929
14 15 921
15 41 934
16 27 942
17 24 938
18 26 920
19 25 916
20 28 930
21 25 969
22 28 911
23 28 920
24 38 927
25 25 947
26 23 912
27 16 918
28 27 921
29 30 913
30 25 923
31 32 931
32 16 928
33 24 925
34 29 922
35 33 937
36 24 925
37 30 943
38 28 934
39 30 984
40 30 985
41 27 918
42 32 930
43 30 932
44 29 938
45 29 922
46 31 933
47 19 913
48 12 913
49 7 926
50 18 916
51 25 929
52 16 908
53 22 915
54 12 909
55 10 918
56 6 900
57 14 908
58 7 928
59 21 987
60 14 897
61 16 914
62 14 906
63 22 928
64 8 914
65 6 906
66 9 903
67 8 907
68 9 909
69 6 890
70 6 907
71 7 902
72 13 911
73 14 914
74 6 902
75 10 901
76 8 886
77 11 903
78 11 902
79 18 910
80 37 948
81 29 947
82 37 957
83 36 957
84 39 943
85 41 957
86 37 947
87 37 937
88 30 933
89 25 951
90 37 956
91 38 968
92 31 936
93 32 945
94 38 944
95 21 957
96 31 942
97 36 956
98 34 977
99 32 941
100 35 944
101 41 951
102 47 961
103 11 940
104 34 950
105 32 939
106 40 958
107 35 934
108 44 951
109 40 947
110 11 960
111 48 956
112 19 935
113 15 935
114 20 924
115 20 905
116 10 899
117 13 933
118 23 918
119 21 929
120 29 937
121 14 914
122 12 906
123 12 916
124 23 929
125 10 917
126 17 918
127 21 946
