Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 72.2 2.4 74.1 2.5 83.2 1.2 80.8 1.1 
1 77.5 2.4 75.2 2.2 89.3 1.3 83.3 1.2 
2 76.7 2.4 75.0 2.2 81.3 1.2 83.4 1.1 
3 79.6 2.1 77.1 2.3 88.4 1.1 83.1 1.3 
4 74.2 2.2 79.9 2.2 81.8 1.3 81.8 1.2 
5 78.2 2.3 77.1 2.4 76.8 1.2 80.9 1.3 
6 76.8 2.4 79.9 2.3 80.3 1.2 77.7 1.1 
7 76.5 2.2 76.6 2.4 84.2 1.1 82.0 1.2 
8 79.6 2.2 76.9 2.5 86.9 1.1 84.7 1.0 
9 70.7 2.4 74.8 2.4 84.9 1.1 87.0 1.0 
10 78.5 2.3 77.9 2.3 90.6 1.3 82.5 1.4 
11 78.3 2.4 84.1 2.3 83.0 1.3 80.9 1.1 
12 72.4 2.3 70.9 2.5 87.4 1.1 84.9 1.1 
13 76.8 2.5 80.2 2.4 81.9 1.2 84.4 1.0 
14 74.3 2.4 70.8 2.4 84.5 1.3 82.0 1.3 
15 74.1 2.4 71.0 2.2 84.6 1.1 87.4 1.0 
16 58.9 2.3 59.2 2.5 68.4 1.1 68.7 1.5 
17 65.0 2.4 63.6 2.6 70.0 1.3 71.6 1.1 
18 67.4 2.3 65.5 2.4 70.8 1.2 68.7 1.0 
19 66.7 2.4 60.6 2.4 64.3 1.2 66.9 1.2 
20 64.2 2.5 63.3 2.4 72.1 1.2 65.8 1.4 
21 63.4 2.4 64.8 2.6 65.2 1.5 61.1 1.1 
22 64.2 2.7 62.7 2.3 69.8 1.4 65.5 1.2 
23 62.0 2.4 61.8 2.6 65.1 1.2 68.3 1.1 
24 56.8 2.4 58.5 2.4 70.5 1.4 63.9 1.2 
25 59.5 2.3 60.6 2.3 64.6 1.2 68.5 1.1 
26 63.2 2.5 52.4 2.3 66.8 1.5 68.8 1.5 
27 61.5 2.3 60.6 2.4 68.8 1.2 71.9 1.1 
28 59.9 2.3 58.4 2.5 68.8 1.2 70.7 1.1 
29 61.9 2.6 56.0 2.5 66.3 1.3 67.0 1.1 
30 60.5 2.3 60.2 2.4 71.3 1.2 69.5 1.2 
31 61.2 2.6 62.0 2.4 64.4 1.3 67.6 1.1 
32 75.6 2.9 76.3 3.2 84.6 1.2 81.1 1.2 
33 79.9 2.6 79.8 2.9 87.7 1.1 84.8 1.2 
34 79.1 2.7 81.1 2.7 87.6 1.2 85.5 1.1 
35 86.0 2.4 76.5 2.5 88.8 1.1 90.5 1.2 
36 83.1 2.9 84.2 2.8 86.0 1.4 84.5 1.5 
37 83.7 2.5 84.9 2.3 88.5 1.4 84.7 1.0 
38 74.5 2.9 81.1 3.1 84.3 1.3 91.2 1.4 
39 78.5 2.4 77.0 2.4 78.0 1.3 77.3 1.2 
40 78.7 2.5 76.5 2.5 78.6 1.3 78.9 1.1 
41 74.2 2.7 77.3 2.5 88.2 1.1 84.4 1.1 
42 79.0 2.6 75.7 2.7 80.9 1.2 85.3 1.4 
43 80.0 2.4 78.0 2.5 92.8 1.2 85.8 1.3 
44 80.7 2.7 86.5 2.9 91.4 1.3 86.8 1.4 
45 77.6 2.3 75.9 2.4 87.9 1.2 85.1 1.1 
46 80.0 2.4 87.1 2.5 89.5 1.2 92.0 1.1 
47 78.3 2.4 76.0 2.4 87.1 1.2 80.2 1.2 
48 72.8 2.6 76.2 2.4 85.4 1.3 79.6 1.2 
49 76.9 2.6 81.3 2.6 80.1 1.2 83.6 1.2 
50 75.9 2.5 74.0 2.4 77.2 1.3 82.1 1.5 
51 78.4 2.6 75.1 2.5 84.0 1.3 79.9 1.5 
52 81.0 2.6 74.5 2.6 82.2 1.3 84.5 1.3 
53 77.1 2.8 75.8 2.5 85.6 1.3 84.0 1.5 
54 77.5 2.4 78.7 2.4 80.3 1.2 83.1 1.3 
55 78.3 2.5 77.0 2.5 82.2 1.3 84.7 1.3 
56 75.5 2.6 72.0 2.4 83.9 1.2 81.7 1.2 
57 75.5 2.6 73.2 2.6 80.2 1.4 77.4 1.2 
58 77.4 2.6 80.3 2.5 79.0 1.5 82.2 1.4 
59 76.4 2.5 76.7 2.7 84.0 1.2 79.8 1.5 
60 78.2 2.7 74.7 2.7 86.4 1.2 84.6 1.5 
61 81.1 2.6 83.8 2.5 81.8 1.5 79.5 1.5 
62 75.5 2.5 78.0 2.6 78.1 1.4 83.7 1.1 
63 80.2 2.7 74.2 2.8 78.9 1.5 80.3 1.2 
64 70.5 2.2 66.9 2.1 71.4 1.2 67.7 1.3 
65 64.9 2.3 70.5 2.3 68.3 1.1 65.7 1.1 
66 68.9 2.4 71.8 2.2 70.2 1.3 73.3 1.5 
67 70.8 2.3 67.1 2.2 72.2 1.1 69.8 1.1 
68 72.7 2.4 73.5 2.3 71.1 1.2 68.1 1.2 
69 69.7 2.5 69.7 2.2 74.9 1.3 70.7 1.5 
70 65.5 2.2 68.5 2.2 69.9 1.2 71.4 1.1 
71 70.2 2.5 73.4 2.2 78.4 1.2 76.9 1.0 
72 67.2 2.5 68.6 2.1 69.9 1.4 67.5 1.5 
73 69.4 2.4 67.1 2.3 77.8 1.4 74.5 1.4 
74 70.8 2.3 67.1 2.3 69.2 1.2 71.7 1.0 
75 69.8 2.3 65.6 2.2 72.6 1.3 68.5 1.0 
76 73.0 2.4 70.2 2.3 74.6 1.4 69.9 1.4 
77 71.1 2.3 66.7 2.2 72.8 1.2 68.0 1.1 
78 63.9 2.2 64.0 2.2 72.8 1.2 76.6 1.3 
79 67.0 2.2 69.7 2.3 72.1 1.2 67.1 1.3 
80 79.9 4.0 82.3 4.2 89.0 1.3 93.0 1.4 
81 79.2 2.4 81.8 2.5 88.3 1.2 90.9 1.2 
82 83.6 2.9 79.4 3.2 88.4 1.2 90.5 1.2 
83 80.7 2.2 79.5 2.5 87.8 1.1 85.4 1.1 
84 78.3 2.6 80.3 2.5 86.2 1.4 91.3 1.2 
85 83.8 2.1 75.9 2.2 90.2 1.4 80.6 1.2 
86 81.7 2.4 78.0 2.4 85.7 1.3 86.9 1.1 
87 84.2 2.0 83.7 2.2 83.0 1.3 76.8 1.2 
88 80.7 2.4 83.4 2.2 83.1 1.4 88.5 1.1 
89 83.8 2.2 77.3 2.2 82.1 1.3 80.5 1.4 
90 76.9 2.1 79.1 2.1 83.8 1.2 81.7 1.2 
91 75.6 2.2 72.8 2.0 87.5 1.2 85.2 1.1 
92 74.0 2.4 73.1 2.1 85.2 1.4 81.9 1.2 
93 78.7 2.1 76.9 2.3 81.7 1.4 77.0 1.2 
94 80.2 2.0 76.1 2.1 89.8 1.4 84.0 1.2 
95 70.7 2.2 72.0 2.1 84.2 1.4 86.8 1.1 
96 84.4 1.9 79.7 1.9 80.0 1.3 83.4 1.1 
97 72.2 2.1 69.0 1.9 77.8 1.2 86.9 1.2 
98 73.7 1.9 77.1 2.1 75.4 1.2 73.6 1.1 
99 77.5 2.1 72.2 2.0 85.7 1.1 87.4 1.0 
100 79.1 2.0 77.9 1.9 85.4 1.1 87.2 1.0 
101 77.3 1.9 76.1 2.1 83.3 1.2 79.6 1.4 
102 75.3 1.9 73.1 2.2 77.2 1.2 79.2 1.1 
103 80.0 2.0 78.5 2.2 80.6 1.4 77.6 1.1 
104 82.8 1.9 83.7 2.0 82.8 1.2 80.6 1.0 
105 80.2 2.0 80.7 2.1 80.5 1.1 80.4 1.0 
106 77.7 2.0 72.9 2.1 87.5 1.1 81.0 1.2 
107 79.1 2.0 72.9 2.2 80.6 1.2 76.7 1.0 
108 77.8 2.1 76.1 2.1 78.8 1.2 80.1 1.0 
109 73.5 2.0 76.8 2.1 75.0 1.3 80.3 1.1 
110 75.8 2.0 68.3 2.2 78.6 1.2 76.8 1.1 
111 72.7 2.1 75.5 1.9 79.3 1.2 76.7 1.0 
112 82.1 2.7 83.6 2.4 85.5 1.4 80.9 1.1 
113 83.8 2.6 89.0 2.4 89.3 1.3 81.5 1.4 
114 87.9 2.6 83.5 2.5 86.8 1.4 88.2 1.1 
115 82.5 2.5 83.8 2.4 90.9 1.3 91.1 1.2 
116 78.9 2.5 82.7 2.4 86.0 1.4 84.6 1.6 
117 81.2 2.5 78.3 2.4 88.8 1.2 90.9 1.2 
118 82.7 2.6 83.8 2.4 91.2 1.3 89.3 1.2 
119 79.9 2.5 79.7 2.4 87.2 1.2 85.4 1.1 
120 83.0 2.6 85.9 2.4 88.5 1.2 84.0 1.3 
121 84.4 2.4 78.5 2.4 85.5 1.2 87.3 1.1 
122 82.4 2.4 75.7 2.7 86.7 1.2 84.9 1.1 
123 79.6 2.6 77.5 2.5 82.5 1.5 85.0 1.5 
124 83.6 2.4 80.7 2.4 91.2 1.3 84.1 1.2 
125 82.8 2.6 82.9 2.5 88.6 1.2 91.0 1.2 
126 86.1 2.4 84.3 2.5 86.8 1.2 85.4 1.1 
127 76.2 2.6 76.0 2.4 86.4 1.2 85.1 1.1 
