Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 22 994
1 17 929
2 15 932
3 23 949
4 15 924
5 13 949
6 33 949
7 27 995
8 24 950
9 22 944
10 16 947
11 20 950
12 21 930
13 20 937
14 24 919
15 40 950
16 41 936
17 47 954
18 36 941
19 29 947
20 39 936
21 40 945
22 29 942
23 42 938
24 40 935
25 42 932
26 39 941
27 48 964
28 46 943
29 39 934
30 41 943
31 44 944
32 38 949
33 31 939
34 41 950
35 50 956
36 31 948
37 31 928
38 37 953
39 40 951
40 25 923
41 38 947
42 31 937
43 34 941
44 44 950
45 36 957
46 36 943
47 32 937
48 31 937
49 42 955
50 38 955
51 24 928
52 32 953
53 34 944
54 36 955
55 32 957
56 36 956
57 38 949
58 35 954
59 32 939
60 40 940
61 39 968
62 43 947
63 31 962
64 59 967
65 58 980
66 66 974
67 68 972
68 58 966
69 69 986
70 58 979
71 69 980
72 59 965
73 67 983
74 57 972
75 64 962
76 66 973
77 73 977
78 65 981
79 70 988
80 56 989
81 63 976
82 61 999
83 62 974
84 59 958
85 49 982
86 52 973
87 67 973
88 59 961
89 53 969
90 51 969
91 62 976
92 67 980
93 48 974
94 58 982
95 56 972
96 28 932
97 28 917
98 31 931
99 32 929
100 33 942
101 30 918
102 28 924
103 27 916
104 34 938
105 24 932
106 33 932
107 36 930
108 33 941
109 30 927
110 29 933
111 38 935
112 30 950
113 14 913
114 28 922
115 33 921
116 27 917
117 22 928
118 31 932
119 29 933
120 24 932
121 27 923
122 30 928
123 29 921
124 22 920
125 37 936
126 23 925
127 39 930
