Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 923
1 743
2 739
3 745
4 720
5 720
6 733
7 737
8 745
9 736
10 729
11 692
12 737
13 735
14 732
15 735
16 759
17 740
18 751
19 755
20 757
21 756
22 758
23 722
24 761
25 756
26 762
27 745
28 761
29 755
30 752
31 769
32 740
33 746
34 736
35 732
36 753
37 732
38 746
39 751
40 737
41 745
42 731
43 744
44 745
45 739
46 742
47 737
48 760
49 761
50 755
51 751
52 774
53 763
54 760
55 772
56 771
57 761
58 744
59 760
60 752
61 766
62 753
63 760
64 705
65 704
66 710
67 698
68 707
69 700
70 692
71 710
72 708
73 707
74 690
75 702
76 702
77 712
78 692
79 713
80 752
81 765
82 748
83 765
84 758
85 755
86 757
87 756
88 705
89 747
90 753
91 750
92 754
93 753
94 729
95 760
96 756
97 759
98 769
99 760
100 766
101 738
102 740
103 765
104 764
105 753
106 769
107 751
108 752
109 739
110 772
111 758
112 738
113 758
114 761
115 748
116 749
117 755
118 949
119 759
120 749
121 751
122 752
123 758
124 764
125 758
126 756
127 762
