Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 18 998
1 12 995
2 18 993
3 9 996
4 19 921
5 22 997
6 9 930
7 16 994
8 22 997
9 25 991
10 24 995
11 26 998
12 20 999
13 11 998
14 24 985
15 27 984
16 15 999
17 15 995
18 25 986
19 29 991
20 27 977
21 30 952
22 14 991
23 29 975
24 29 988
25 5 995
26 9 989
27 30 993
28 23 958
29 26 992
30 12 977
31 15 975
32 5 987
33 7 980
34 8 924
35 6 944
36 6 952
37 6 996
38 6 903
39 10 980
40 5 934
41 6 902
42 6 996
43 6 980
44 10 947
45 7 998
46 6 944
47 16 997
48 15 992
49 11 954
50 11 947
51 25 996
52 18 999
53 15 971
54 5 943
55 26 999
56 23 992
57 24 933
58 10 990
59 24 995
60 15 992
61 24 944
62 15 919
63 25 935
64 31 953
65 17 927
66 18 938
67 20 934
68 10 929
69 18 931
70 19 931
71 7 926
72 19 930
73 24 935
74 14 935
75 14 934
76 13 940
77 20 936
78 23 948
79 16 939
80 19 929
81 15 916
82 16 917
83 19 926
84 14 917
85 11 929
86 17 942
87 19 922
88 29 929
89 7 927
90 29 924
91 23 920
92 26 927
93 34 928
94 26 915
95 24 919
96 38 936
97 38 940
98 45 945
99 40 933
100 41 949
101 42 940
102 39 940
103 37 939
104 43 934
105 34 935
106 30 927
107 43 937
108 41 932
109 43 935
110 41 934
111 47 930
112 35 926
113 37 942
114 33 929
115 44 940
116 35 927
117 33 925
118 24 920
119 41 935
120 30 930
121 38 938
122 42 926
123 29 922
124 38 934
125 31 940
126 38 924
127 43 932
