Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  120.0  3.5  -4.2  3.2  77.1  116.7  2.1  2.5  1.8  25.2  6082  13.6103  6087  13.162 
 1  131.6  6.4  -10.1  5.5  215.8  139.8  5.6  -11.3  3.7  40.5  3191  13.2153  3203  13.5031 
 2  118.6  1.2  0.1  1.0  8.2  115.5  3.0  -1.2  2.6  48.8  757  13.25  742  12.9421 
 3  123.3  3.0  -1.2  2.7  58.0  123.1  1.5  -2.9  1.4  14.4  4240  13.1842  4151  12.8952 
 4  112.7  1.6  3.2  1.7  24.8  122.1  0.7  -4.1  0.8  4.7  5763  12.9054  5771  12.7345 
 5  115.4  2.9  5.4  2.0  32.5  121.6  1.7  -6.5  1.2  9.8  6113  12.9341  6103  12.759 
 6  119.2  2.4  -0.5  1.9  28.7  123.1  1.9  -6.5  1.5  16.1  0 0 0 0
 7  123.1  1.7  -4.0  2.1  35.4  113.5  2.2  4.4  2.2  22.3  310  12.2843  336  13.5558 
 8  127.3  3.1  -3.3  2.1  31.8  126.1  2.1  -4.4  1.4  14.2  0 0 0 0
 9  123.6  1.9  -5.8  1.6  17.6  120.7  1.3  0.5  1.1  8.4  4689  13.8096  4693  13.2742 
 10  122.7  1.5  -2.7  1.6  19.2  121.1  1.3  -2.0  1.4  14.8  6192  13.0355  6186  13.205 
 11  114.8  2.8  0.4  2.2  37.8  119.3  2.2  1.7  1.7  21.1  0 0 0 0
 12  126.5  5.0  -2.6  3.2  76.7  121.9  2.9  1.8  1.9  25.2  0 0 0 0
 13  118.8  3.1  2.8  2.0  29.3  125.2  2.5  -1.7  1.6  16.9  6090  14.0062  6109  13.2668 
 14  117.2  3.8  -4.0  3.1  69.0  120.9  4.6  -0.2  3.6  92.9  0 0 0 0
 15  127.1  2.9  -6.1  2.7  53.4  118.1  3.0  -0.9  2.8  59.0  1121  13.3829  1131  13.7096 
 16  129.9  5.9  5.5  7.1  426.8  132.2  2.9  -3.4  3.8  111.3  4639  14.4768  4672  13.6301 
 17  130.7  4.8  3.2  6.4  181.5  140.6  7.3  -6.4  9.3  399.8  1226  13.5786  1278  13.9679 
 18  129.6  2.3  -2.4  2.4  43.4  130.5  2.2  0.9  2.2  39.5  493  13.4906  459  14.1377 
 19  134.0  4.0  -3.1  3.8  108.6  132.2  1.3  -0.9  1.2  11.4  0 0 0 0
 20  138.3  5.1  -9.6  4.0  129.7  127.5  4.7  -1.8  3.9  105.7  682  13.8084  670  13.4514 
