Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 727
1 736
2 730
3 731
4 732
5 717
6 736
7 737
8 738
9 742
10 735
11 714
12 731
13 731
14 741
15 741
16 758
17 745
18 752
19 766
20 756
21 753
22 751
23 720
24 739
25 761
26 749
27 739
28 749
29 748
30 754
31 751
32 789
33 787
34 792
35 793
36 792
37 797
38 799
39 807
40 798
41 788
42 800
43 791
44 796
45 795
46 804
47 802
48 763
49 774
50 762
51 761
52 753
53 759
54 753
55 756
56 760
57 759
58 767
59 765
60 750
61 768
62 770
63 764
64 964
65 909
66 815
67 948
68 975
69 823
70 809
71 816
72 814
73 969
74 812
75 814
76 819
77 819
78 820
79 816
80 759
81 762
82 757
83 761
84 756
85 752
86 753
87 761
88 741
89 757
90 756
91 743
92 753
93 701
94 753
95 755
96 784
97 747
98 772
99 787
100 775
101 766
102 792
103 778
104 773
105 772
106 782
107 750
108 797
109 781
110 781
111 796
112 1004
113 946
114 932
115 765
116 748
117 747
118 913
119 758
120 757
121 754
122 738
123 752
124 744
125 746
126 752
127 745
