Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 45 924
1 46 935
2 48 937
3 43 943
4 42 923
5 41 933
6 36 936
7 39 922
8 46 918
9 38 930
10 45 936
11 44 944
12 53 941
13 49 925
14 52 926
15 53 935
16 31 941
17 28 944
18 36 950
19 28 937
20 23 932
21 32 947
22 25 927
23 34 940
24 21 949
25 34 934
26 22 944
27 32 944
28 25 939
29 32 942
30 30 930
31 33 936
32 43 950
33 43 939
34 42 931
35 43 941
36 26 937
37 38 927
38 44 952
39 44 953
40 44 939
41 37 946
42 38 939
43 43 941
44 37 931
45 42 960
46 44 941
47 49 931
48 6 922
49 13 914
50 7 922
51 11 927
52 13 905
53 14 921
54 9 918
55 17 927
56 9 933
57 14 921
58 7 915
59 15 920
60 11 917
61 12 923
62 14 915
63 20 929
64 23 926
65 20 939
66 21 929
67 25 935
68 17 936
69 19 926
70 19 925
71 27 927
72 27 934
73 29 943
74 25 928
75 30 939
76 31 942
77 37 939
78 26 933
79 23 930
80 15 911
81 17 925
82 14 912
83 16 912
84 20 926
85 23 933
86 17 964
87 21 968
88 11 934
89 23 914
90 10 931
91 23 935
92 29 981
93 21 938
94 14 947
95 24 933
96 38 936
97 37 951
98 33 951
99 29 936
100 32 952
101 41 957
102 27 925
103 19 944
104 35 939
105 39 957
106 38 945
107 31 953
108 40 953
109 33 953
110 34 939
111 39 941
112 6 920
113 12 916
114 9 916
115 14 912
116 11 925
117 14 913
118 14 926
119 7 918
120 8 938
121 16 925
122 14 920
123 14 911
124 22 926
125 14 924
126 24 914
127 11 934
