Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  127.4  2.9  -8.1  2.7  51.6  122.0  3.1  2.5  2.7  55.1  6013  13.8987  6010  13.7625 
 1  130.4  4.3  -8.1  3.6  96.1  146.8  6.2  -12.3  4.0  49.2  3403  13.6645  3409  14.51 
 2  121.3  3.9  2.6  3.2  84.9  121.6  4.4  -2.2  3.8  102.6  702  13.266  672  14.7059 
 3  126.4  3.7  0.7  3.3  84.8  128.0  3.6  -3.6  3.2  79.3  4243  13.7216  4259  13.8449 
 4  117.0  1.6  2.6  1.7  23.6  117.6  3.4  1.7  3.6  104.2  5924  12.9623  5929  12.7429 
 5  121.6  3.5  1.5  2.4  47.0  126.6  2.6  -5.8  1.9  23.2  5883  13.9045  5858  13.8138 
 6  120.6  2.1  0.6  1.7  23.0  129.5  1.8  -4.4  1.5  15.4  0 0 0 0
 7  119.0  4.0  -1.3  4.9  192.0  127.0  5.9  -3.0  6.1  168.1  298  13.9003  325  13.6843 
 8  136.4  3.6  -5.6  2.4  43.8  123.8  7.2  -2.6  5.0  173.8  0 0 0 0
 9  126.0  1.7  -4.4  1.4  13.5  125.9  1.2  0.0  1.0  6.9  4678  14.3197  4711  14.0405 
 10  122.3  1.5  -1.8  1.6  20.7  123.5  1.9  -0.5  2.0  30.7  6126  14.012  6120  14.3486 
 11  123.2  4.0  -1.1  3.1  77.1  126.6  3.5  0.7  2.6  51.6  0 0 0 0
 12  128.6  2.4  -2.8  1.6  18.5  129.9  2.2  -2.2  1.4  14.2  0 0 0 0
 13  126.0  2.7  -0.4  1.7  21.9  127.0  1.8  -3.7  1.1  8.7  6028  14.3848  6033  14.5417 
 14  127.9  4.3  -3.5  3.5  86.5  128.0  3.0  -2.2  2.4  40.7  0 0 0 0
 15  119.8  4.1  0.2  3.8  112.4  123.3  1.8  0.3  1.6  20.8  1200  13.8146  1201  14.8054 
 16  122.8  5.7  6.0  6.8  397.2  118.7  1.8  -0.4  2.4  44.0  4627  13.5329  4683  14.0656 
 17  123.9  8.2  -3.3  10.2  777.7  130.2  5.7  3.6  6.8  365.6  1162  13.7324  1085  13.4321 
 18  116.1  3.9  6.1  4.1  130.1  129.4  2.7  -2.0  2.8  61.3  411  13.2344  439  13.3902 
 19  132.6  3.1  -4.7  2.9  66.7  124.1  0.5  3.4  0.4  1.4  0 0 0 0
 20  128.1  3.4  -1.4  2.7  58.2  121.1  3.8  -0.6  3.1  70.0  576  13.0287  557  13.6505 
 21  124.3  2.8  -8.0  3.1  77.1  131.3  1.8  5.2  1.7  26.1  4264  13.6734  4313  13.8887 
 22  114.4  2.8  7.9  2.5  53.8  127.8  3.2  2.2  2.7  58.4  227  13.1887  238  14.3242 
 23  126.8  1.4  -1.8  1.0  7.8  130.3  1.8  1.3  1.3  12.0  0 0 0 0
 24  128.0  5.1  -1.8  6.5  324.9  130.9  2.6  -0.6  3.2  76.9  6061  14.0096  6061  13.7644 
 25  122.3  1.1  4.1  1.5  19.5  122.7  3.6  -0.6  5.0  201.3  5720  14.2927  5724  13.6913 
 26  127.2  2.3  -2.7  2.3  41.3  128.8  3.8  -0.9  3.7  104.4  213  13.1371  223  14.0708 
 27  130.2  4.8  -4.1  4.1  119.4  126.4  3.6  0.3  3.1  69.0  6039  14.3541  6016  14.4751 
 28  121.5  4.1  3.2  4.9  187.1  124.4  2.1  0.8  2.6  52.4  1389  13.7105  1341  13.8307 
 29  121.9  2.8  2.6  1.9  27.7  123.2  4.0  4.3  2.7  53.8  0 0 0 0
 30  122.4  6.2  -2.7  4.7  107.4  127.5  2.4  -1.0  1.7  18.5  0 0 0 0
 31  124.6  1.2  -0.9  1.1  9.9  119.0  3.6  0.5  3.5  91.9  4751  14.1161  4847  14.1683 
 32  125.8  1.9  2.7  1.8  15.6  103.8  32.1  22.3  28.7  5922.6  0 0 0 0
 33  122.3  2.6  0.0  3.6  71.3  114.1  13.3  16.1  17.5  2478.2  0 0 0 0
 34  116.9  3.2  8.3  5.2  148.8  128.0  3.0  -0.9  4.7  115.9  352  14.5909  381  12.5228 
 35  122.5  1.8  1.9  1.9  12.5  101.3  30.7  32.7  29.4  5081.4  0 0 0 0
 36  129.1  4.2  -4.0  6.6  132.0  120.2  1.6  7.4  3.1  54.7  1318  13.0085  1330  12.3458 
 37  132.3  4.6  -4.8  8.6  411.1  130.2  1.6  -2.5  2.9  45.1  5911  13.6151  5926  13.9086 
 38  119.5  3.1  7.8  4.9  126.0  122.1  1.9  2.2  2.4  16.9  1177  12.2985  1185  13.7272 
 39  124.4  1.3  -0.1  1.6  13.0  126.3  1.2  -7.8  1.4  9.9  569  12.6675  595  12.0828 
 40  126.0  1.5  1.3  2.1  22.5  122.0  0.6  -1.7  0.9  3.8  0 0 0 0
 41  123.8  5.6  -2.1  4.7  105.0  132.1  5.7  -1.3  4.6  102.0  0 0 0 0
 42  120.3  2.0  4.8  2.8  42.9  124.0  6.5  6.0  9.0  472.2  0 0 0 0
 43  123.8  1.9  2.5  2.5  33.9  126.0  2.5  -0.7  3.2  55.7  0 0 0 0
 44  122.0  2.6  -0.0  2.9  43.2  121.2  5.4  -1.5  6.1  193.2  0 0 0 0
 45  130.1  4.8  -2.3  6.8  244.8  117.3  1.7  6.3  2.5  32.5  5877  14.4124  5844  14.3637 
 46  119.9  1.9  2.0  2.6  35.7  123.8  3.1  0.1  4.1  90.8  4881  14.4412  4817  13.4917 
 47  128.4  6.1  2.4  8.7  405.7  131.2  5.6  -8.2  8.0  305.9  514  14.0667  533  12.7333 
 48  125.5  1.9  2.0  3.1  78.4  122.7  2.0  5.4  3.2  85.8  5962  14.0887  5972  13.927 
 49  130.3  3.3  -2.6  4.5  170.8  124.6  1.1  -0.4  1.6  20.4  2926  12.9526  2827  13.2162 
 50  112.5  2.2  11.3  3.2  92.5  116.0  2.2  1.5  3.2  87.0  2539  13.4849  2548  13.6162 
 51  118.3  1.8  4.7  2.9  67.6  121.2  1.4  -1.5  2.2  40.0  2911  12.4793  2891  12.3484 
 52  117.9  1.9  2.6  2.5  49.4  116.4  1.1  4.7  1.4  16.3  5032  13.4  5022  13.62 
 53  117.6  1.3  10.0  1.7  26.6  120.7  2.5  0.3  3.5  100.3  458  14.3559  473  13.1369 
 54  120.0  1.2  4.7  1.4  14.7  124.0  0.8  -1.7  0.9  6.7  6039  13.7769  6030  13.8767 
 55  118.9  3.4  3.7  4.4  162.1  119.1  1.8  -1.6  2.4  45.9  0  0  0  0 
 56  120.3  2.2  1.1  3.3  75.7  124.5  3.9  3.9  6.2  314.8  1030  12.9461  968  13.2553 
 57  113.5  2.3  6.8  2.8  63.4  120.9  2.2  0.3  1.8  6.9  6007  13.9232  6009  13.8145 
 58  119.5  5.5  3.3  10.0  503.0  131.2  4.1  -9.0  7.2  258.5  3140  12.8434  3154  12.6958 
 59  121.2  1.3  4.2  1.8  26.6  121.2  2.6  -2.6  3.7  110.6  5524  13.6924  5497  13.6355 
 60  135.7  7.6  -3.8  14.3  677.4  131.0  4.4  -11.2  8.2  345.1  6031  13.6511  6029  14.0078 
 61  115.6  3.1  6.3  4.4  158.9  126.5  1.5  -4.2  2.0  32.4  0 0 0 0
 62  123.0  2.0  -4.9  2.7  57.6  120.0  1.5  1.1  1.9  30.7  611  12.7607  634  13.1814 
 63  126.8  1.2  -4.0  1.3  13.3  123.7  2.4  -0.5  2.7  58.6  561  13.5479  585  14.2692 
 64  124.0  0.5  -1.1  0.4  1.3  118.9  2.9  3.3  1.7  12.6  0 0 0 0
 65  120.6  2.9  2.2  2.2  39.4  118.8  2.9  1.5  2.2  41.0  2224  13.5687  2233  12.5038 
 66  121.3  1.6  -0.1  1.1  9.4  124.4  2.8  1.9  1.8  27.4  0 0 0 0
 67  110.7  2.5  5.2  1.9  29.7  113.2  4.5  2.8  3.2  79.0  0 0 0 0
 68  116.8  3.3  1.4  2.4  45.5  121.1  3.1  1.2  2.2  40.6  5517  14.126  5545  13.5753 
 69  119.4  3.9  2.6  2.4  43.0  120.5  1.3  2.5  0.8  5.0  0 0 0 0
 70  123.5  2.2  -1.0  1.3  12.4  128.6  5.5  -0.5  3.2  75.5  6043  13.6265  6037  13.2155 
 71  124.5  2.6  0.5  1.9  29.2  120.2  2.2  1.2  1.7  23.2  6138  13.818  6119  14.0476 
 72  110.4  6.5  8.7  4.7  188.2  121.4  5.2  -0.5  3.7  102.4  1040  13.2037  973  12.4604 
 73  125.7  4.6  -1.7  3.0  68.4  124.0  4.9  0.7  3.2  77.4  6080  14.034  6051  13.901 
 74  121.7  3.0  0.3  1.9  30.0  120.4  7.5  2.0  4.8  187.3  0 0 0 0
 75  111.8  2.3  5.5  1.6  21.8  116.2  4.0  2.7  3.0  69.4  6085  13.3937  6082  13.2463 
 76  114.5  6.0  4.6  4.1  136.6  116.6  6.5  1.8  4.3  151.8  2348  13.4763  2301  13.744 
 77  118.7  4.0  3.9  2.8  69.9  126.8  4.5  2.1  3.2  81.1  6091  12.2031  6081  12.4538 
 78  114.7  2.3  4.8  1.0  8.2  112.6  1.2  0.4  0.6  1.8  6027  14.2263  6027  12.996 
 79  120.0  2.3  3.2  1.5  18.6  118.5  9.7  -3.4  6.6  307.7  1214  12.8464  1251  13.6055 
 80  121.1  1.4  5.0  1.1  10.6  126.5  0.6  2.1  0.5  2.0  0 0 0 0
