Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 916
1 7 906
2 6 906
3 6 902
4 6 904
5 9 916
6 10 916
7 6 907
8 6 902
9 8 915
10 6 911
11 7 902
12 6 923
13 6 906
14 8 905
15 10 903
16 30 938
17 26 940
18 24 928
19 34 939
20 25 929
21 31 928
22 32 943
23 33 931
24 20 933
25 36 943
26 29 928
27 21 932
28 24 925
29 25 936
30 30 924
31 42 942
32 6 984
33 6 913
34 6 977
35 6 929
36 6 914
37 7 926
38 7 905
39 7 916
40 6 890
41 7 907
42 9 907
43 6 911
44 7 916
45 6 902
46 6 889
47 8 911
48 12 932
49 10 942
50 15 930
51 8 928
52 13 930
53 11 912
54 25 946
55 14 925
56 13 947
57 16 947
58 19 983
59 18 928
60 11 928
61 14 943
62 24 960
63 15 949
64 28 956
65 34 976
66 28 946
67 19 951
68 31 949
69 31 949
70 29 945
71 33 956
72 31 939
73 32 935
74 28 945
75 31 933
76 28 926
77 18 945
78 29 948
79 33 938
80 9 997
81 18 996
82 24 937
83 34 992
84 20 928
85 23 945
86 18 922
87 22 971
88 22 985
89 23 992
90 22 930
91 23 919
92 27 992
93 26 992
94 31 956
95 28 971
96 19 911
97 14 908
98 17 925
99 19 912
100 19 912
101 14 925
102 22 930
103 23 929
104 25 918
105 28 919
106 31 912
107 30 914
108 23 929
109 15 920
110 18 915
111 33 928
112 10 935
113 7 930
114 6 927
115 8 945
116 7 923
117 6 920
118 9 933
119 6 921
120 7 926
121 12 925
122 7 932
123 9 937
124 14 929
125 8 914
126 9 927
127 11 913
