Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 86.6 2.6 91.2 2.4 87.9 1.4 91.3 1.2 
1 92.0 2.4 90.5 2.6 98.0 1.2 99.6 1.1 
2 88.7 2.4 86.7 2.3 91.1 1.4 98.8 1.3 
3 87.4 2.5 86.5 2.5 89.3 1.3 89.4 1.2 
4 88.8 2.5 91.7 2.6 93.5 1.3 97.8 1.4 
5 86.6 2.2 90.6 2.4 94.1 1.2 95.9 1.1 
6 89.2 2.7 91.7 2.4 92.7 1.2 94.7 1.2 
7 87.4 2.4 90.9 2.6 89.5 1.3 94.6 1.5 
8 89.6 2.5 92.5 2.6 98.7 1.2 96.4 1.1 
9 88.6 2.4 89.6 2.4 96.2 1.2 96.0 1.1 
10 90.5 2.4 91.2 2.4 96.0 1.2 93.5 1.2 
11 90.2 2.4 88.1 2.4 88.9 1.2 91.9 1.1 
12 85.2 2.6 85.0 2.3 92.9 1.2 96.2 1.0 
13 89.8 2.5 86.7 2.6 95.6 1.2 91.5 1.5 
14 87.7 2.3 89.7 2.5 91.9 1.4 92.6 1.3 
15 85.9 2.6 88.1 2.5 89.8 1.3 92.2 1.3 
16 73.5 2.4 75.7 2.5 81.5 1.4 76.2 1.2 
17 72.4 2.4 67.8 2.5 81.5 1.3 85.1 1.4 
18 75.4 2.5 74.2 2.4 85.7 1.2 87.4 1.1 
19 72.7 2.6 74.5 2.4 77.8 1.4 76.2 1.1 
20 70.7 2.6 73.8 2.4 79.0 1.2 77.6 1.2 
21 71.5 2.6 73.6 2.5 80.6 1.4 82.6 1.2 
22 69.7 2.3 71.5 2.6 81.8 1.3 78.1 1.3 
23 77.4 2.5 71.3 2.5 82.4 1.4 80.7 1.1 
24 74.4 2.4 73.3 2.4 84.7 1.2 84.7 1.6 
25 74.9 2.6 69.9 2.4 86.7 1.2 86.6 1.1 
26 75.3 2.3 72.3 2.5 79.1 1.4 83.2 1.2 
27 69.6 2.5 69.7 2.7 77.3 1.3 85.6 1.3 
28 71.0 2.4 70.9 2.6 76.3 1.2 82.7 1.4 
29 70.0 2.5 75.9 2.6 84.8 1.4 81.7 1.2 
30 68.7 2.5 68.0 2.4 85.6 1.2 89.2 1.6 
31 69.1 2.7 67.8 2.5 79.8 1.2 76.0 1.3 
32 76.3 3.2 71.3 3.4 83.5 1.3 80.1 1.3 
33 71.4 3.0 79.7 2.9 82.3 1.6 85.5 1.5 
34 77.2 3.2 81.4 3.1 92.1 1.3 85.8 1.3 
35 76.1 3.0 72.0 2.9 77.4 1.3 80.5 1.2 
36 81.7 3.2 80.7 3.2 83.7 1.3 81.4 1.3 
37 70.1 2.9 74.3 2.7 91.6 1.4 81.9 1.4 
38 71.6 3.0 71.8 3.1 85.9 1.4 83.6 1.6 
39 83.6 2.8 77.4 2.9 84.3 1.3 80.9 1.2 
40 73.6 2.9 71.0 3.0 90.5 1.4 83.1 1.4 
41 79.9 2.9 76.7 3.1 80.6 1.3 76.2 1.1 
42 73.0 3.2 74.4 2.9 83.1 1.3 80.5 1.2 
43 79.6 2.7 80.4 2.9 82.4 1.4 80.7 1.2 
44 75.1 3.2 76.9 3.2 79.3 1.3 83.4 1.5 
45 69.3 2.9 72.7 2.7 81.0 1.3 84.1 1.2 
46 69.9 2.8 77.1 2.7 85.8 1.4 80.3 1.3 
47 76.6 2.6 73.9 2.8 86.1 1.4 83.5 1.6 
48 72.9 2.2 72.8 2.2 83.4 1.3 87.4 1.0 
49 77.9 2.4 82.5 2.4 91.5 1.2 86.9 1.3 
50 77.6 2.3 79.0 2.4 85.6 1.4 83.0 1.5 
51 88.8 2.5 85.5 2.4 80.6 1.2 80.3 1.0 
52 79.6 2.2 80.3 2.4 81.8 1.4 78.7 1.4 
53 76.5 2.2 81.0 2.6 83.8 1.2 81.4 1.1 
54 81.9 2.2 73.1 2.4 86.6 1.2 87.1 1.1 
55 79.2 2.4 77.2 2.3 76.2 1.2 80.1 1.1 
56 81.1 2.1 84.3 2.2 84.0 1.3 86.7 1.1 
57 73.3 2.2 74.9 2.2 82.5 1.2 80.2 1.1 
58 74.5 2.5 71.7 2.2 86.2 1.4 83.4 1.5 
59 74.8 2.3 75.6 2.6 82.3 1.2 83.9 1.0 
60 80.1 2.3 68.9 2.2 78.7 1.4 79.9 1.1 
61 76.3 2.4 79.2 2.4 85.1 1.3 83.9 1.4 
62 79.1 2.3 76.4 2.4 82.7 1.2 80.6 1.1 
63 78.8 2.5 72.8 2.6 83.1 1.2 81.2 1.4 
64 79.3 2.5 86.0 2.3 87.4 1.1 84.7 1.1 
65 80.9 2.3 82.3 2.5 85.0 1.1 87.6 1.0 
66 76.8 2.3 76.5 2.4 85.3 1.2 87.3 1.0 
67 81.2 2.3 77.3 2.4 77.6 1.2 80.9 1.5 
68 80.2 2.3 77.9 2.4 81.9 1.2 84.2 1.1 
69 82.0 2.3 82.6 2.4 73.5 1.2 77.8 1.5 
70 84.1 2.5 78.8 2.5 83.9 1.2 80.7 1.1 
71 77.3 2.4 72.8 2.4 80.1 1.2 76.0 1.2 
72 78.3 2.6 79.8 2.5 80.2 1.2 82.9 1.1 
73 80.9 2.5 75.5 2.4 80.8 1.1 82.3 1.1 
74 74.6 2.3 74.3 2.5 81.8 1.3 83.3 1.1 
75 74.6 2.4 82.8 2.3 83.2 1.2 81.6 1.1 
76 77.3 2.4 75.8 2.4 79.4 1.4 83.6 1.1 
77 84.1 2.3 83.6 2.3 87.4 1.1 84.5 1.3 
78 83.1 2.3 77.2 2.4 77.0 1.2 78.8 1.1 
79 83.5 2.3 82.5 2.4 82.5 1.2 80.8 1.1 
80 62.2 4.5 64.6 4.5 70.8 1.6 69.6 1.4 
81 68.5 3.2 68.5 3.1 66.3 1.4 62.9 1.5 
82 67.6 3.4 75.0 3.5 68.8 1.5 65.3 1.4 
83 64.2 3.1 67.1 3.0 67.8 1.4 71.6 1.3 
84 71.7 3.3 68.7 3.0 74.1 1.4 68.0 1.4 
85 63.0 2.9 56.9 2.9 63.3 1.4 72.2 1.4 
86 65.7 3.1 61.7 3.0 70.3 1.4 71.7 1.2 
87 67.4 2.8 66.7 2.8 74.4 1.3 71.7 1.6 
88 67.7 3.0 66.1 3.0 71.2 1.6 72.2 1.2 
89 61.9 3.0 61.8 2.9 65.8 1.4 67.6 1.2 
90 60.7 3.0 69.0 2.8 65.7 1.5 61.3 1.3 
91 61.1 3.0 66.9 2.9 72.9 1.6 69.6 1.3 
92 57.0 3.0 63.7 2.7 67.8 1.4 65.6 1.3 
