Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  125.4  2.5  -4.2  2.3  37.9  128.3  2.5  -0.7  2.2  37.3  6094  13.7792  6115  13.734 
 1  132.8  0.8  -8.7  0.7  3.5  132.7  1.5  -4.8  0.9  2.7  3242  13.5702  3205  13.9504 
 2  123.6  2.2  5.1  1.8  26.3  124.3  1.7  -4.1  1.5  15.9  717  13.0817  762  13.4689 
 3  133.0  2.5  -6.4  2.3  40.1  127.9  1.6  -3.2  1.5  16.3  4319  14.173  4298  13.3687 
 4  122.4  2.2  0.9  2.3  45.5  123.1  1.8  -1.8  2.0  30.8  5970  12.7103  5999  12.5225 
 5  128.1  3.8  -1.8  2.6  54.4  134.3  2.4  -10.1  1.8  20.7  6115  13.1687  6115  13.1396 
 6  124.8  2.9  -2.8  2.3  43.2  130.9  1.9  -2.8  1.5  16.6  0 0 0 0
 7  124.5  1.4  -1.2  1.6  16.4  119.4  2.4  5.6  2.5  28.4  291  14.8617  328  13.5908 
 8  131.7  2.0  -5.7  1.3  13.3  128.0  1.7  -3.8  1.2  9.8  0 0 0 0
 9  127.4  1.5  -6.1  1.2  10.5  123.2  2.4  1.2  2.0  30.3  4694  13.718  4789  13.9648 
 10  124.4  1.8  -2.7  2.0  30.3  126.4  0.6  -2.2  0.7  3.5  6215  13.7151  6226  13.6699 
 11  122.9  2.4  -1.1  1.9  27.5  127.2  1.8  -0.4  1.4  14.3  0 0 0 0
 12  130.6  5.2  -4.9  3.4  84.8  123.7  3.6  -1.5  2.4  40.2  0 0 0 0
 13  127.7  1.4  3.4  0.9  6.0  128.1  1.5  -4.6  1.0  6.5  6131  14.08  6134  14.3711 
 14  125.1  2.7  -6.0  2.2  35.1  129.1  3.3  -4.8  2.6  47.4  0 0 0 0
 15  121.5  2.5  -1.8  2.3  39.8  117.7  2.0  3.5  1.8  25.8  1055  13.4861  996  14.8688 
 16  127.1  4.8  1.1  5.7  277.7  121.7  2.7  -2.5  3.5  93.2  4651  13.2131  4769  13.3815 
 17  130.5  4.3  -14.1  5.3  211.8  128.8  5.2  3.4  6.2  306.6  1263  13.0692  1250  13.3595 
 18  119.7  2.8  -0.8  3.0  68.6  122.3  1.7  6.9  1.8  25.1  461  12.6632  451  13.3293 
 19  125.1  1.7  1.8  1.6  20.7  124.4  0.9  2.4  0.8  5.3  0 0 0 0
 20  126.6  1.5  5.1  1.1  10.6  122.9  4.7  -3.6  3.9  109.4  647  13.6613  663  13.2051 
 21  121.9  2.7  -4.7  2.9  69.1  125.6  2.5  9.1  2.4  50.9  4240  13.4261  4165  13.476 
 22  116.9  2.9  -1.3  2.6  57.8  129.1  1.7  1.5  1.5  17.0  279  12.3811  231  13.1704 
 23  122.3  5.6  2.7  4.0  122.3  129.0  1.9  -0.8  1.4  12.8  0 0 0 0
 24  125.3  4.8  1.9  6.5  191.6  129.2  4.2  -1.2  5.3  206.7  6163  13.9274  6169  13.5991 
 25  121.9  0.6  4.8  0.9  6.2  119.4  1.0  6.0  1.4  14.9  5777  13.6593  5793  13.5721 
 26  128.1  3.1  -4.3  3.1  72.4  127.5  1.8  1.5  1.7  23.4  267  13.4216  236  13.9701 
 27  130.6  3.1  -1.3  2.6  48.6  125.3  4.5  -1.0  3.8  103.7  6129  13.7577  6149  13.8235 
 28  125.7  4.0  0.8  4.8  180.1  122.6  2.8  4.9  3.3  88.1  1383  13.5939  1413  13.134 
 29  124.7  3.2  6.4  2.2  36.1  123.5  4.7  1.9  3.2  73.5  0 0 0 0
