Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 741
1 748
2 757
3 748
4 736
5 747
6 745
7 738
8 753
9 743
10 745
11 736
12 753
13 738
14 744
15 749
16 781
17 785
18 780
19 782
20 789
21 765
22 777
23 785
24 792
25 792
26 783
27 784
28 782
29 770
30 777
31 780
32 779
33 779
34 776
35 782
36 776
37 781
38 777
39 781
40 782
41 764
42 769
43 785
44 780
45 779
46 772
47 780
48 779
49 780
50 784
51 761
52 776
53 781
54 777
55 778
56 782
57 770
58 772
59 775
60 754
61 777
62 774
63 793
64 953
65 1010
66 920
67 843
68 887
69 898
70 782
71 878
72 796
73 930
74 796
75 1021
76 788
77 797
78 779
79 958
80 765
81 771
82 778
83 773
84 765
85 778
86 777
87 777
88 772
89 769
90 764
91 765
92 769
93 653
94 763
95 767
96 919
97 781
98 797
99 810
100 787
101 717
102 789
103 793
104 796
105 783
106 793
107 764
108 801
109 793
110 791
111 799
112 972
113 944
114 823
115 885
116 764
117 939
118 769
119 762
120 785
121 753
122 757
123 762
124 765
125 768
126 772
127 766
