Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 777
1 791
2 794
3 788
4 786
5 790
6 796
7 800
8 786
9 793
10 794
11 781
12 795
13 788
14 785
15 787
16 793
17 779
18 782
19 790
20 784
21 790
22 788
23 779
24 783
25 764
26 777
27 782
28 788
29 778
30 778
31 789
32 736
33 767
34 757
35 753
36 765
37 757
38 761
39 761
40 752
41 749
42 754
43 766
44 765
45 745
46 751
47 756
48 762
49 764
50 764
51 765
52 768
53 761
54 759
55 764
56 757
57 762
58 765
59 758
60 745
61 772
62 763
63 768
64 772
65 760
66 769
67 767
68 758
69 761
70 765
71 765
72 773
73 765
74 766
75 764
76 761
77 776
78 765
79 766
80 751
81 766
82 778
83 771
84 780
85 763
86 757
87 777
88 720
89 777
90 771
91 775
92 769
93 736
94 765
95 770
96 752
97 725
98 751
99 750
100 744
101 622
102 721
103 740
104 748
105 751
106 744
107 737
108 742
109 737
110 712
111 747
112 1009
113 751
114 758
115 742
116 736
117 987
118 746
119 737
120 747
121 749
122 747
123 750
124 756
125 750
126 740
127 735
