Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 60.8 2.3 65.6 2.2 77.7 1.2 77.4 1.1 
1 67.2 2.1 62.9 2.3 72.4 1.2 76.7 1.2 
2 68.2 2.0 66.2 2.1 72.8 1.1 75.0 1.1 
3 68.8 2.2 71.0 2.0 75.1 1.2 72.4 1.1 
4 70.8 2.2 66.9 2.3 73.2 1.2 75.1 1.1 
5 68.5 2.1 66.4 2.1 75.2 1.2 72.4 1.1 
6 72.4 2.2 68.0 2.2 79.7 1.1 74.6 1.5 
7 70.8 2.2 67.3 2.3 74.6 1.2 72.5 1.1 
8 68.5 2.5 64.4 2.4 73.2 1.2 75.5 1.1 
9 65.0 2.1 71.6 2.3 77.6 1.3 73.8 1.1 
10 60.6 2.5 64.7 2.4 71.7 1.1 69.5 1.1 
11 67.5 2.4 66.4 2.2 73.8 1.4 69.4 1.2 
12 63.1 2.3 67.5 2.4 75.2 1.2 71.8 1.3 
13 65.8 2.1 65.2 2.2 76.5 1.3 72.5 1.0 
14 63.6 2.3 66.7 2.1 68.9 1.2 71.4 1.1 
15 69.7 2.1 69.7 2.1 71.6 1.2 69.6 1.1 
16 78.1 2.0 75.7 2.1 80.7 1.4 83.0 1.2 
17 72.9 2.2 66.6 2.3 83.5 1.2 80.5 1.1 
18 75.5 2.1 75.8 2.1 84.5 1.1 84.6 1.4 
19 71.9 2.2 72.9 2.1 85.3 1.4 84.7 1.0 
20 74.7 2.1 79.4 2.2 82.4 1.3 84.0 1.0 
21 73.6 2.3 75.3 2.3 82.9 1.2 80.3 1.2 
22 74.5 2.2 71.6 2.1 81.1 1.2 84.1 1.0 
23 79.4 2.3 73.5 2.1 85.3 1.4 81.7 1.2 
24 72.2 2.2 76.5 2.1 84.0 1.3 87.5 1.0 
25 66.3 2.1 66.8 2.1 82.6 1.5 76.9 1.1 
26 75.5 2.3 75.9 2.0 83.8 1.4 84.5 1.0 
27 73.0 2.1 75.4 2.4 81.1 1.2 82.8 1.1 
28 73.1 2.4 77.2 2.3 82.0 1.2 83.8 1.0 
29 63.6 2.2 65.5 2.1 81.2 1.2 83.0 1.1 
30 76.1 2.2 74.4 2.2 80.2 1.4 80.1 1.0 
31 73.0 2.3 70.3 2.3 79.0 1.4 82.4 1.2 
32 60.7 2.9 68.5 2.9 79.1 1.2 77.7 1.2 
33 72.3 2.6 75.8 2.6 80.4 1.2 80.6 1.5 
34 75.0 2.8 78.4 2.8 80.0 1.1 71.6 1.3 
35 73.3 2.4 73.6 2.5 79.4 1.2 70.9 1.3 
36 69.6 2.8 74.8 2.9 73.8 1.4 79.7 1.1 
37 72.6 2.5 69.0 2.3 75.8 1.4 76.3 1.0 
38 66.0 2.9 66.8 2.6 80.1 1.2 77.1 1.1 
39 69.0 2.2 73.7 2.2 78.9 1.2 76.5 1.0 
40 74.3 2.5 66.6 2.6 72.7 1.2 74.5 1.2 
41 69.7 2.5 66.4 2.7 74.6 1.2 75.3 1.2 
42 66.8 2.8 67.1 2.9 80.0 1.1 76.8 1.1 
43 66.1 2.4 68.7 2.4 76.3 1.1 72.7 1.1 
44 71.8 2.9 69.9 2.7 76.5 1.2 73.7 1.1 
45 71.8 2.3 68.9 2.3 74.5 1.4 76.7 1.5 
