Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 791
1 784
2 785
3 796
4 778
5 777
6 784
7 795
8 796
9 786
10 783
11 793
12 784
13 786
14 794
15 784
16 759
17 771
18 756
19 741
20 760
21 758
22 758
23 698
24 748
25 762
26 743
27 747
28 760
29 738
30 740
31 752
32 787
33 787
34 779
35 795
36 784
37 778
38 782
39 793
40 803
41 785
42 786
43 788
44 778
45 780
46 796
47 796
48 801
49 794
50 798
51 791
52 789
53 801
54 797
55 795
56 789
57 804
58 797
59 793
60 781
61 786
62 799
63 794
64 910
65 810
66 808
67 796
68 811
69 801
70 791
71 804
72 801
73 800
74 779
75 801
76 804
77 791
78 787
79 800
80 783
81 772
82 772
83 771
84 768
85 786
86 771
87 788
88 769
89 784
90 783
91 777
92 776
93 780
94 764
95 778
96 1018
97 789
98 904
99 799
100 792
101 797
102 700
103 787
104 796
105 801
106 928
107 793
108 792
109 769
110 761
111 808
112 812
113 812
114 807
115 815
116 808
117 805
118 838
119 804
120 808
121 793
122 797
123 811
124 807
125 813
126 812
127 815
