Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 83.1 2.5 81.1 2.5 87.5 1.2 83.5 1.3 
1 77.7 2.4 78.7 2.6 84.8 1.3 82.2 1.1 
2 77.3 2.5 79.8 2.5 84.5 1.1 80.6 1.1 
3 82.8 2.5 83.9 2.3 82.0 1.3 90.7 1.2 
4 76.5 2.3 77.5 2.6 89.8 1.4 87.7 1.1 
5 80.6 2.2 84.9 2.1 87.7 1.1 87.7 1.1 
6 77.8 2.5 76.9 2.5 85.0 1.1 87.2 1.1 
7 82.1 2.4 79.4 2.6 87.7 1.1 83.8 1.5 
8 84.9 2.6 80.5 2.5 77.7 1.2 79.3 1.2 
9 73.8 2.4 78.1 2.6 84.2 1.1 81.7 1.1 
10 78.5 2.5 79.7 2.6 87.8 1.1 85.3 1.1 
11 80.5 2.4 75.2 2.4 86.0 1.3 83.0 1.3 
12 86.2 2.4 86.1 2.6 80.0 1.2 84.6 1.2 
13 76.2 2.4 80.5 2.2 80.2 1.2 89.5 1.4 
14 75.9 2.4 80.4 2.4 84.5 1.1 86.8 1.1 
15 77.8 2.4 74.9 2.4 89.9 1.3 87.7 1.1 
16 61.6 2.2 65.0 2.2 69.8 1.2 62.1 1.3 
17 61.2 2.1 57.3 2.2 74.8 1.2 73.2 1.1 
18 62.8 2.3 65.5 2.2 70.4 1.4 72.3 1.0 
19 66.9 2.1 64.9 2.2 69.5 1.2 73.2 1.3 
20 63.4 2.1 60.8 2.2 63.4 1.3 71.8 1.2 
21 58.6 2.2 59.7 2.2 65.1 1.2 69.5 1.4 
22 68.4 2.3 66.8 2.1 69.5 1.2 69.3 1.2 
23 64.8 2.1 63.5 2.1 68.3 1.2 72.2 1.0 
24 61.8 2.1 58.6 2.3 70.9 1.2 69.3 1.2 
25 60.4 2.3 63.3 2.3 70.6 1.2 69.6 1.1 
26 61.0 2.1 58.4 2.3 71.7 1.1 69.9 1.1 
27 61.2 2.2 59.8 2.2 71.5 1.2 68.8 1.1 
28 63.2 2.1 58.2 2.1 72.8 1.1 74.7 1.1 
29 59.7 2.1 57.2 2.3 68.7 1.2 71.5 1.1 
30 55.4 2.1 54.2 2.1 73.7 1.2 66.6 1.3 
31 60.9 2.1 62.0 2.1 68.8 1.2 70.8 1.1 
32 67.7 3.4 65.7 3.8 71.6 1.5 75.5 1.2 
33 69.9 3.3 75.4 3.2 72.4 1.3 74.4 1.3 
34 68.9 3.2 69.6 3.5 74.2 1.4 76.3 1.2 
35 72.5 3.2 70.0 3.2 75.5 1.4 78.3 1.5 
36 67.7 3.5 73.0 3.5 77.0 1.4 82.6 1.5 
37 68.9 3.1 75.6 3.3 77.7 1.6 76.7 1.2 
38 66.8 3.0 71.7 3.3 78.2 1.5 77.3 1.3 
39 67.6 3.2 66.3 3.1 77.7 1.4 73.8 1.2 
40 67.2 3.2 64.5 3.3 81.0 1.3 85.9 1.5 
41 70.1 3.2 68.0 3.4 75.8 1.6 76.5 1.2 
42 67.7 3.2 73.3 3.2 78.4 1.5 76.5 1.2 
43 72.2 3.0 74.6 3.4 75.7 1.3 73.6 1.2 
44 72.0 3.5 69.8 3.5 76.8 1.4 70.0 1.4 
45 66.1 3.0 72.6 3.1 76.3 1.6 75.9 1.1 
