Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 740
1 755
2 750
3 756
4 752
5 748
6 752
7 743
8 743
9 753
10 735
11 739
12 750
13 735
14 751
15 746
16 737
17 744
18 746
19 753
20 762
21 752
22 751
23 755
24 746
25 752
26 756
27 751
28 756
29 748
30 736
31 766
32 905
33 793
34 791
35 798
36 790
37 800
38 795
39 791
40 800
41 792
42 797
43 801
44 800
45 810
46 793
47 805
48 794
49 799
50 797
51 788
52 782
53 789
54 790
55 774
56 799
57 797
58 791
59 787
60 784
61 789
62 792
63 799
64 955
65 1005
66 974
67 796
68 797
69 800
70 792
71 796
72 910
73 796
74 779
75 802
76 809
77 789
78 787
79 800
80 762
81 764
82 760
83 769
84 749
85 763
86 761
87 768
88 761
89 753
90 760
91 767
92 763
93 747
94 759
95 775
96 757
97 752
98 736
99 748
100 751
101 722
102 759
103 755
104 755
105 753
106 744
107 744
108 761
109 764
110 754
111 753
112 1019
113 971
114 1014
115 926
116 790
117 983
118 792
119 790
120 784
121 795
122 792
123 784
124 796
125 793
126 786
127 785
