Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 707
1 722
2 726
3 730
4 727
5 717
6 727
7 716
8 705
9 731
10 712
11 690
12 728
13 714
14 724
15 713
16 739
17 747
18 749
19 752
20 747
21 738
22 852
23 751
24 727
25 743
26 744
27 736
28 750
29 746
30 717
31 749
32 732
33 739
34 748
35 743
36 749
37 756
38 759
39 759
40 744
41 755
42 754
43 741
44 750
45 751
46 749
47 739
48 819
49 752
50 757
51 749
52 753
53 756
54 762
55 761
56 753
57 762
58 751
59 759
60 745
61 757
62 753
63 752
64 724
65 718
66 716
67 724
68 726
69 721
70 715
71 720
72 737
73 726
74 711
75 718
76 714
77 731
78 902
79 727
80 766
81 761
82 769
83 765
84 770
85 768
86 754
87 766
88 743
89 764
90 761
91 767
92 775
93 762
94 766
95 757
96 804
97 785
98 783
99 787
100 781
101 780
102 779
103 783
104 802
105 798
106 781
107 788
108 787
109 759
110 780
111 785
112 756
113 752
114 761
115 767
116 748
117 756
118 768
119 752
120 750
121 761
122 752
123 749
124 764
125 753
126 759
127 753
