Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 72.7 2.5 66.5 2.5 76.6 1.1 80.5 1.3 
1 73.8 2.5 75.1 2.5 79.9 1.1 76.3 1.1 
2 79.5 2.5 72.2 2.4 79.7 1.2 76.2 1.5 
3 69.9 2.5 73.0 2.2 78.0 1.2 79.8 1.1 
4 79.4 2.4 69.2 2.5 73.4 1.3 80.4 1.3 
5 77.1 2.4 78.2 2.2 79.4 1.4 80.2 1.1 
6 76.0 2.3 74.8 2.3 77.2 1.2 78.7 1.2 
7 76.8 2.2 73.1 2.3 72.7 1.1 75.8 1.3 
8 78.9 2.6 78.2 2.3 80.7 1.3 77.7 1.1 
9 71.1 2.3 75.3 2.5 75.7 1.3 80.1 1.1 
10 68.5 2.4 75.8 2.5 79.8 1.2 75.0 1.4 
11 69.0 2.4 69.6 2.4 80.1 1.2 77.6 1.2 
12 70.3 2.4 70.9 2.3 74.4 1.4 76.4 1.3 
13 72.2 2.5 69.4 2.5 72.7 1.1 74.7 1.1 
14 71.3 2.3 73.7 2.6 81.3 1.4 79.2 1.5 
15 69.2 2.6 74.1 2.4 81.1 1.2 82.6 1.1 
16 81.0 2.0 78.5 2.0 82.6 1.3 80.5 1.0 
17 74.5 2.2 75.4 2.0 84.9 1.2 86.8 1.0 
18 78.0 2.0 80.0 2.2 87.0 1.1 83.7 1.4 
19 76.4 2.1 71.9 2.4 80.2 1.2 85.4 1.3 
20 74.3 2.3 77.0 2.0 86.6 1.2 83.9 1.5 
21 70.4 2.2 73.9 2.2 83.8 1.2 79.9 1.2 
22 80.3 2.2 77.4 2.1 83.4 1.2 81.6 1.1 
23 75.6 2.1 74.0 2.1 82.0 1.3 83.9 1.1 
24 78.8 2.3 81.6 2.2 84.8 1.1 87.0 1.0 
25 72.8 2.1 77.4 2.1 83.5 1.4 88.0 1.0 
26 77.1 2.1 75.7 2.0 88.8 1.4 85.7 1.1 
