Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 20 925
1 19 937
2 30 925
3 30 947
4 25 938
5 18 922
6 23 921
7 25 927
8 26 922
9 18 932
10 26 930
11 27 933
12 18 927
13 24 928
14 33 930
15 34 933
16 31 945
17 30 955
18 28 942
19 22 936
20 22 996
21 26 930
22 7 945
23 25 939
24 14 930
25 32 939
26 25 943
27 38 948
28 36 934
29 34 957
30 31 969
31 26 947
32 25 951
33 22 942
34 23 940
35 23 938
36 25 925
37 27 932
38 26 947
39 28 943
40 24 932
41 21 927
42 33 947
43 28 939
44 24 929
45 38 945
46 25 935
47 26 927
48 27 937
49 37 963
50 34 949
51 38 957
52 24 941
53 30 953
54 30 944
55 28 933
56 26 941
57 24 937
58 37 956
59 28 934
60 28 936
61 33 949
62 34 951
63 36 964
64 10 909
65 15 919
66 15 939
67 10 916
68 13 921
69 22 930
70 10 945
71 17 922
72 12 915
73 25 933
74 12 927
75 19 930
76 24 921
77 10 923
78 27 933
79 21 978
80 11 922
81 21 930
82 24 936
83 20 929
84 28 939
85 17 917
86 25 917
87 13 967
88 14 932
89 26 929
90 26 943
91 30 928
92 27 924
93 26 928
94 23 919
95 30 935
96 18 927
97 11 915
98 9 919
99 15 934
100 10 903
101 9 902
102 17 916
103 16 932
104 22 941
105 9 917
106 15 929
107 17 911
108 16 920
109 23 925
110 12 910
111 20 926
112 21 988
113 23 910
114 24 915
115 19 917
116 12 920
117 36 933
118 33 915
119 13 915
120 29 929
121 18 921
122 32 926
123 30 922
124 30 920
125 33 931
126 31 936
127 36 923
