Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 42 959
1 36 963
2 36 934
3 36 948
4 36 932
5 23 945
6 33 948
7 8 933
8 38 938
9 39 950
10 39 948
11 28 954
12 45 947
13 43 936
14 47 937
15 43 936
16 47 939
17 37 946
18 34 947
19 36 941
20 40 948
21 35 940
22 11 941
23 34 929
24 33 924
25 45 937
26 37 980
27 41 944
28 34 936
29 30 926
30 37 952
31 45 951
32 24 938
33 14 918
34 29 920
35 20 932
36 16 908
37 32 930
38 29 928
39 12 927
40 27 925
41 30 937
42 13 955
43 20 924
44 27 937
45 9 949
46 34 935
47 31 913
48 25 922
49 19 916
50 21 926
51 29 947
52 27 946
53 23 926
54 24 932
55 21 928
56 20 914
57 26 930
58 23 918
59 30 940
60 14 917
61 31 942
62 27 916
63 33 935
64 20 930
65 27 921
66 27 947
67 30 922
68 26 933
69 24 927
70 17 933
71 27 935
72 26 950
73 34 934
74 27 926
75 22 925
76 24 923
77 35 936
78 33 935
79 36 936
80 24 931
81 35 954
82 28 924
83 24 938
84 14 940
85 31 938
86 26 930
87 34 935
88 25 933
89 31 947
90 28 942
91 28 936
92 33 926
93 36 937
94 42 929
95 31 947
96 5 927
97 30 938
98 21 926
99 41 943
100 29 929
101 46 948
102 39 926
103 21 910
104 28 916
105 33 931
106 31 927
107 30 921
108 25 935
109 30 929
110 29 923
111 34 947
112 38 948
113 40 937
114 31 947
115 27 929
116 30 930
117 32 922
118 38 934
119 36 942
120 22 924
121 22 922
122 40 937
123 26 911
124 8 907
125 25 924
126 33 930
127 16 913
