Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 745
1 747
2 757
3 759
4 736
5 749
6 742
7 759
8 748
9 754
10 749
11 736
12 759
13 740
14 754
15 754
16 773
17 765
18 762
19 758
20 763
21 767
22 772
23 761
24 752
25 760
26 768
27 761
28 764
29 760
30 752
31 767
32 754
33 753
34 766
35 755
36 760
37 749
38 761
39 752
40 768
41 764
42 758
43 769
44 756
45 765
46 760
47 768
48 757
49 760
50 760
51 759
52 759
53 764
54 752
55 757
56 767
57 745
58 759
59 753
60 749
61 755
62 764
63 764
64 779
65 788
66 781
67 783
68 783
69 775
70 781
71 789
72 772
73 778
74 777
75 775
76 782
77 777
78 780
79 773
80 719
81 727
82 724
83 723
84 736
85 731
86 732
87 750
88 699
89 734
90 718
91 735
92 735
93 677
94 717
95 742
96 766
97 740
98 777
99 779
100 751
101 727
102 732
103 761
104 772
105 769
106 767
107 772
108 778
109 751
110 766
111 774
112 757
113 733
114 763
115 760
116 770
117 762
118 942
119 755
120 767
121 755
122 764
123 741
124 752
125 752
126 769
127 762
