Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 1023
1 757
2 761
3 761
4 761
5 765
6 768
7 758
8 756
9 764
10 753
11 722
12 758
13 753
14 760
15 770
16 767
17 763
18 768
19 761
20 761
21 772
22 757
23 762
24 754
25 771
26 763
27 765
28 759
29 754
30 754
31 764
32 789
33 783
34 776
35 776
36 780
37 763
38 785
39 784
40 788
41 778
42 771
43 787
44 781
45 782
46 777
47 792
48 759
49 762
50 757
51 753
52 761
53 767
54 903
55 760
56 755
57 774
58 763
59 761
60 748
61 757
62 756
63 768
64 933
65 811
66 815
67 799
68 815
69 810
70 809
71 813
72 804
73 803
74 793
75 799
76 810
77 807
78 805
79 811
80 768
81 771
82 771
83 772
84 771
85 780
86 779
87 778
88 741
89 776
90 763
91 770
92 778
93 751
94 763
95 778
96 796
97 785
98 794
99 795
100 782
101 788
102 776
103 795
104 800
105 788
106 787
107 796
108 787
109 783
110 791
111 796
112 799
113 761
114 756
115 756
116 760
117 764
118 752
119 759
120 753
121 748
122 753
123 758
124 759
125 759
126 758
127 764
