Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 76.7 2.3 76.5 2.4 75.2 1.3 79.9 1.1 
1 74.0 2.2 74.6 2.2 74.6 1.4 76.2 1.1 
2 72.0 2.4 72.3 2.3 80.1 1.3 79.7 1.5 
3 80.1 2.3 74.2 2.4 79.8 1.1 77.8 1.1 
4 75.3 2.3 76.2 2.2 78.7 1.2 79.1 1.2 
5 76.0 2.3 76.9 2.3 79.3 1.2 73.4 1.4 
6 76.8 2.5 75.1 2.5 78.3 1.3 83.8 1.1 
7 75.6 2.4 72.0 2.2 81.2 1.2 83.4 1.1 
8 74.8 2.4 77.8 2.5 79.9 1.2 76.2 1.1 
9 75.3 2.2 72.3 2.3 77.4 1.2 78.6 1.2 
10 74.3 2.4 70.6 2.5 82.3 1.4 79.0 1.5 
11 76.7 2.2 75.3 2.3 77.8 1.2 80.2 1.1 
12 71.7 2.3 74.2 2.5 80.2 1.3 82.8 1.1 
13 70.3 2.4 67.8 2.3 78.5 1.2 76.3 1.1 
14 74.9 2.4 72.9 2.3 80.8 1.3 77.4 1.0 
15 78.2 2.4 74.2 2.3 80.1 1.2 76.8 1.1 
16 80.2 2.0 87.5 2.2 86.5 1.2 81.7 1.5 
17 83.8 2.2 78.7 2.1 81.2 1.2 85.6 1.4 
18 78.6 2.3 76.6 2.1 82.0 1.2 84.3 1.2 
19 73.8 2.4 75.0 2.4 82.5 1.4 84.3 1.4 
20 75.3 2.3 81.1 2.1 88.8 1.3 88.0 1.0 
21 78.6 2.2 83.5 2.4 86.0 1.2 87.8 1.1 
22 70.7 2.1 74.1 2.2 85.8 1.2 87.2 1.1 
23 68.6 2.1 71.1 2.1 83.3 1.3 76.1 1.2 
24 79.4 2.1 81.9 2.3 81.7 1.4 78.7 1.5 
25 72.2 2.1 75.9 2.1 85.2 1.2 78.7 1.4 
26 72.3 2.3 77.8 2.2 84.5 1.2 84.4 1.1 
