Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 33 932
1 30 931
2 27 926
3 30 934
4 29 948
5 29 925
6 24 932
7 28 930
8 28 914
9 33 924
10 29 970
11 27 929
12 37 933
13 30 931
14 35 948
15 41 924
16 7 988
17 15 934
18 29 951
19 19 987
20 19 926
21 20 992
22 9 927
23 10 923
24 25 930
25 17 951
26 18 907
27 27 992
28 27 917
29 24 966
30 15 996
31 5 956
32 7 930
33 18 921
34 14 920
35 23 909
36 29 926
37 20 926
38 22 912
39 30 963
40 16 932
41 25 909
42 7 905
43 19 930
44 27 922
45 23 920
46 24 913
47 26 960
48 14 931
49 19 938
50 23 922
51 21 917
52 24 929
53 17 918
54 18 945
55 19 996
56 22 910
57 27 931
58 21 932
59 18 912
60 23 917
61 31 929
62 30 923
63 21 914
64 29 950
65 13 913
66 15 934
67 26 930
68 21 937
69 20 939
70 31 936
71 21 921
72 9 914
73 25 928
74 14 919
75 25 940
76 12 914
77 26 929
78 19 931
79 14 923
80 18 932
81 15 925
82 20 933
83 23 935
84 20 931
85 17 925
86 15 937
87 22 932
88 13 935
89 28 954
90 32 940
91 19 941
92 17 927
93 28 945
94 24 918
95 29 931
96 38 938
97 37 944
98 44 943
99 50 947
100 32 939
101 41 956
102 39 941
103 33 931
104 35 948
105 46 940
106 41 948
107 41 926
108 41 941
109 48 957
110 40 945
111 38 939
112 41 931
113 38 923
114 39 935
115 29 929
116 31 934
117 33 945
118 45 947
119 40 933
120 33 933
121 40 946
122 36 928
123 32 925
124 41 923
125 33 923
126 37 938
127 41 941
