Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 764
1 766
2 769
3 762
4 756
5 751
6 758
7 767
8 754
9 760
10 763
11 685
12 761
13 753
14 747
15 756
16 752
17 740
18 757
19 755
20 740
21 756
22 761
23 756
24 739
25 751
26 755
27 756
28 744
29 736
30 747
31 758
32 971
33 751
34 752
35 755
36 765
37 761
38 759
39 757
40 762
41 761
42 757
43 762
44 761
45 761
46 767
47 765
48 764
49 758
50 755
51 760
52 757
53 755
54 769
55 761
56 764
57 774
58 756
59 767
60 760
61 763
62 761
63 764
64 772
65 769
66 775
67 773
68 776
69 756
70 767
71 775
72 769
73 774
74 759
75 763
76 759
77 756
78 762
79 764
80 761
81 768
82 769
83 762
84 764
85 763
86 768
87 762
88 751
89 754
90 770
91 765
92 775
93 728
94 755
95 752
96 712
97 701
98 716
99 720
100 713
101 675
102 692
103 714
104 711
105 709
106 712
107 711
108 723
109 705
110 712
111 717
112 975
113 915
114 768
115 764
116 771
117 795
118 927
119 771
120 757
121 772
122 768
123 771
124 765
125 772
126 766
127 767
