Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 36 956
1 39 957
2 41 982
3 36 996
4 36 940
5 24 957
6 30 936
7 39 950
8 38 937
9 40 931
10 41 947
11 35 999
12 40 996
13 23 942
14 45 956
15 45 945
16 19 998
17 38 939
18 37 948
19 41 943
20 39 947
21 31 964
22 18 924
23 25 951
24 38 938
25 39 933
26 29 935
27 29 929
28 37 941
29 31 925
30 39 932
31 35 931
32 38 941
33 34 940
34 39 939
35 29 989
36 19 917
37 34 937
38 38 939
39 23 928
40 23 927
41 34 927
42 31 934
43 30 932
44 34 938
45 29 927
46 36 936
47 42 985
48 36 945
49 38 939
50 40 949
51 38 944
52 35 938
53 37 927
54 42 943
55 40 967
56 28 922
57 33 924
58 38 939
59 41 946
60 44 945
61 45 945
62 36 938
63 28 946
64 33 927
65 37 928
66 39 940
67 44 934
68 32 923
69 40 929
70 40 941
71 35 930
72 41 940
73 35 953
74 41 941
75 37 924
76 38 926
77 39 947
78 39 945
79 44 931
80 19 995
81 30 924
82 36 936
83 28 930
84 26 938
85 27 982
86 32 998
87 41 998
88 14 995
89 40 948
90 42 946
91 19 928
92 24 927
93 26 993
94 38 998
95 38 923
96 30 929
97 24 919
98 27 915
99 21 920
100 22 920
101 40 923
102 28 926
103 12 925
104 21 920
105 30 914
106 22 910
107 34 926
108 28 941
109 18 903
110 29 905
111 29 947
112 55 944
113 57 949
114 52 953
115 20 947
116 52 936
117 45 926
118 50 960
119 40 944
120 36 966
121 50 943
122 56 963
123 44 932
124 54 942
125 48 935
126 54 946
127 9 937
