Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 802
1 800
2 804
3 805
4 972
5 796
6 804
7 800
8 813
9 811
10 796
11 791
12 796
13 789
14 809
15 796
16 736
17 739
18 733
19 741
20 735
21 720
22 729
23 733
24 739
25 739
26 732
27 735
28 732
29 732
30 721
31 736
32 778
33 796
34 798
35 788
36 784
37 792
38 792
39 789
40 793
41 783
42 782
43 794
44 792
45 789
46 799
47 788
48 777
49 782
50 770
51 771
52 777
53 765
54 772
55 768
56 772
57 768
58 783
59 775
60 762
61 771
62 782
63 776
64 938
65 731
66 736
67 732
68 734
69 732
70 726
71 722
72 727
73 725
74 736
75 728
76 744
77 730
78 733
79 740
80 772
81 776
82 775
83 780
84 781
85 766
86 764
87 768
88 736
89 786
90 767
91 768
92 773
93 760
94 757
95 768
96 768
97 754
98 775
99 763
100 768
101 707
102 763
103 766
104 764
105 764
106 756
107 758
108 763
109 750
110 765
111 768
112 971
113 944
114 909
115 779
116 735
117 736
118 969
119 737
120 742
121 733
122 732
123 735
124 740
125 746
126 751
127 737
