Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 15 992
1 15 949
2 8 949
3 28 954
4 15 947
5 35 953
6 34 957
7 32 946
8 15 956
9 43 989
10 30 944
11 14 982
12 19 966
13 25 984
14 26 927
15 30 957
16 18 994
17 27 997
18 20 923
19 19 925
20 12 931
21 19 933
22 18 989
23 23 983
24 24 920
25 19 927
26 16 917
27 23 930
28 19 948
29 8 989
30 11 919
31 20 973
32 24 984
33 13 963
34 15 996
35 30 930
36 30 990
37 15 931
38 34 937
39 15 983
40 27 992
41 14 920
42 15 999
43 34 939
44 34 981
45 11 911
46 36 990
47 33 936
48 12 970
49 16 991
50 14 930
51 9 940
52 11 941
53 9 963
54 9 930
55 10 923
56 10 920
57 14 969
58 19 930
59 9 914
60 14 918
61 10 921
62 8 914
63 10 944
64 17 944
65 31 931
66 31 937
67 26 929
68 23 925
69 26 947
70 24 915
71 29 912
72 26 910
73 34 917
74 31 944
75 39 940
76 35 985
77 29 932
78 38 931
79 41 930
80 19 943
81 24 941
82 22 936
83 14 950
84 17 937
85 27 931
86 23 938
87 23 927
88 15 928
89 9 924
90 8 924
91 23 924
92 13 936
93 24 986
94 26 931
95 29 934
96 23 925
97 15 926
98 26 932
99 32 923
100 29 985
101 15 928
102 26 924
103 20 928
104 31 926
105 25 949
106 25 927
107 21 928
108 32 923
109 22 920
110 32 915
111 27 988
112 12 930
113 11 918
114 21 926
115 15 923
116 8 932
117 18 920
118 10 910
119 25 930
120 13 915
121 12 907
122 18 924
123 14 914
124 10 920
125 12 908
126 18 917
127 24 933
