Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  119.6  2.6  -2.7  2.4  43.2  128.8  1.6  -2.1  1.4  14.2  5779  16.2522  5790  15.0858 
 1  132.2  3.8  -5.9  3.2  73.7  138.7  2.9  -7.1  1.9  10.9  3869  14.2056  3848  15.1674 
 2  117.9  2.0  4.5  1.7  23.7  122.2  3.0  -4.0  2.6  48.2  904  14.7193  850  14.6019 
 3  126.3  2.0  -4.1  1.8  25.0  125.3  1.9  -1.0  1.7  22.4  4536  15.0329  4485  15.2836 
 4  126.9  1.9  -4.4  2.0  32.7  125.9  1.4  -2.3  1.5  16.8  5825  13.8203  5825  13.6208 
 5  121.1  2.8  1.1  2.0  30.9  126.0  2.7  -7.1  2.0  26.0  5616  14.6168  5591  14.4753 
 6  124.8  2.3  -1.1  1.8  26.9  126.6  1.5  -3.5  1.2  10.8  0 0 0 0
 7  124.7  2.2  1.2  2.7  58.1  123.9  5.8  -7.4  6.0  162.4  395  14.1893  369  13.3926 
 8  128.7  4.3  -5.0  2.9  63.9  127.7  2.1  -5.0  1.5  15.1  0 0 0 0
 9  129.5  2.8  -6.6  2.4  40.1  123.7  2.0  2.0  1.6  19.6  4917  15.1452  4914  16.1813 
 10  120.5  1.5  -1.3  1.7  21.3  126.3  1.2  -3.4  1.3  12.7  5892  14.9779  5864  15.3634 
 11  118.3  2.3  0.6  1.8  26.1  126.9  1.5  0.9  1.1  9.1  0 0 0 0
 12  123.1  3.9  -4.6  2.5  47.3  123.3  3.4  0.2  2.2  35.5  0 0 0 0
 13  121.9  2.2  1.9  1.4  14.5  126.7  2.9  -5.7  1.9  22.9  5798  15.4496  5790  15.9703 
 14  122.5  2.5  -4.5  2.0  28.7  127.4  4.2  -3.0  3.3  76.8  0 0 0 0
 15  120.9  3.9  -0.4  3.6  98.5  121.5  1.0  -1.8  0.9  6.6  1383  15.2435  1338  15.9071 
 16  118.9  7.1  10.6  8.5  609.8  114.5  2.5  0.9  3.2  80.6  4593  15.1185  4658  14.7738 
 17  124.4  4.2  -7.5  5.3  205.7  123.2  3.6  4.7  4.3  143.1  1303  14.7502  1283  13.4982 
 18  117.2  5.3  0.8  5.5  236.4  119.5  1.7  4.3  1.7  22.6  409  13.0973  416  14.1086 
 19  119.2  2.4  0.3  2.3  39.3  117.6  1.4  6.5  1.3  12.8  0 0 0 0
 20  133.2  6.2  -4.4  4.9  194.3  117.6  4.0  2.7  3.3  78.2  733  14.2899  693  13.5362 
 21  110.4  4.6  5.1  5.1  207.7  118.7  1.9  13.2  1.8  29.3  4351  15.0269  4289  14.3158 
 22  114.6  3.7  9.3  3.3  91.0  120.2  1.7  1.4  1.5  16.9  266  13.6953  232  14.1078 
 23  118.9  1.3  3.6  1.0  7.0  115.0  1.5  4.7  1.1  8.6  0 0 0 0
 24  122.3  2.3  2.1  2.9  65.7  125.4  2.5  0.6  3.2  74.8  5826  14.8939  5829  14.9542 
 25  122.9  1.3  1.6  1.8  26.1  117.8  2.2  3.4  3.0  72.6  5659  15.6514  5672  15.361 
 26  123.4  6.2  -5.2  6.2  296.4  119.8  2.5  3.7  2.4  45.1  269  13.9336  254  14.3615 
 27  124.0  4.8  -1.8  4.1  121.4  117.5  3.2  5.9  2.7  52.1  5796  15.3001  5799  15.5569 
 28  124.7  2.7  -1.2  3.2  82.2  121.7  1.2  1.8  1.4  16.4  1603  13.4685  1699  14.0905 
 29  116.4  5.5  8.0  3.8  107.0  120.1  4.3  4.5  2.9  61.8  0 0 0 0
 30  125.8  3.3  1.4  2.4  40.4  123.2  3.7  -0.7  2.6  43.3  0 0 0 0
 31  120.4  2.9  3.5  2.7  57.7  118.0  4.1  3.2  4.0  117.2  4918  15.0204  4970  15.1991 
 32  119.3  1.6  -0.8  1.4  14.6  119.0  2.7  -1.3  2.4  41.0  0 0 0 0
 33  113.1  1.8  6.8  2.3  45.0  111.5  2.1  7.6  2.8  61.8  0 0 0 0
 34  118.1  6.0  0.4  9.2  702.6  121.3  1.4  -3.4  2.0  31.3  503  13.3718  504  11.3695 
 35  123.8  3.4  -2.8  3.2  76.6  116.3  3.8  4.7  3.7  78.7  0 0 0 0
 36  119.9  3.3  -2.3  4.9  114.5  119.8  3.0  -3.1  5.6  254.7  1480  13.0307  1481  12.5051 
 37  120.1  4.9  -0.8  8.8  638.9  119.0  2.3  -0.5  4.0  126.9  5740  14.2885  5733  14.1336 
 38  107.3  4.4  7.8  6.6  342.9  116.5  3.8  -8.5  5.7  247.8  1178  11.8725  1201  13.3585 
 39  116.7  0.5  2.2  0.6  2.8  116.3  2.0  -9.4  2.4  40.1  624  13.4841  674  11.6731 
 40  117.3  1.3  0.4  1.7  22.6  115.9  0.4  -0.9  0.5  2.1  0 0 0 0
 41  129.6  3.1  -5.8  2.5  44.1  127.0  4.9  -0.0  3.8  100.4  0 0 0 0
 42  121.9  1.6  -0.2  2.1  37.8  118.6  4.7  4.6  6.2  330.6  0 0 0 0
 43  116.9  1.3  4.0  1.6  19.8  122.7  0.8  -1.9  1.0  7.2  0 0 0 0
 44  121.6  1.8  0.8  1.9  28.7  114.8  2.3  1.9  2.5  49.5  0 0 0 0
 45  125.5  4.1  -4.8  5.5  236.5  117.5  1.2  -1.3  1.7  23.8  5724  14.4028  5718  14.951 
 46  112.2  1.4  5.8  1.7  23.6  113.6  2.2  5.9  2.8  62.0  5190  15.8142  5221  14.8491 
 47  122.1  3.3  0.7  4.4  155.3  123.0  5.3  -9.8  7.2  364.3  573  12.666  576  13.1708 
 48  122.0  3.9  -1.1  6.4  328.2  116.2  2.6  8.3  4.2  147.3  5770  14.6944  5753  15.1838 
 49  119.3  2.8  10.4  3.7  118.8  126.3  1.6  0.5  2.2  39.1  3163  13.8346  3187  14.5727 
 50  124.6  0.6  3.2  0.9  7.7  119.3  1.7  3.4  2.4  50.1  3041  14.5039  3012  14.4247 
 51  123.4  1.2  -1.0  1.8  27.5  120.4  0.9  1.5  1.5  18.5  5762  12.9457  5784  12.8405 
 52  125.0  1.6  -1.1  2.1  34.9  123.6  1.5  4.3  2.0  31.9  5130  14.8751  5142  14.7884 
 53  120.4  1.3  10.4  1.7  26.4  118.7  1.9  3.7  2.6  56.9  562  14.7191  558  14.0336 
 54  119.7  0.9  2.0  1.0  7.7  124.6  1.0  -0.8  1.1  8.8  5808  14.8447  5790  15.289 
 55  123.4  1.8  5.3  2.3  45.3  124.4  2.9  -5.1  3.9  122.0  356  14.7531  375  14.2412 
 56  129.5  3.6  2.8  5.9  297.8  127.1  3.2  -2.1  5.1  209.7  1188  14.8043  1155  13.9784 
