Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 18 969
1 22 945
2 21 941
3 22 934
4 25 933
5 18 925
6 20 920
7 18 927
8 27 939
9 19 930
10 25 928
11 14 922
12 19 923
13 29 932
14 18 939
15 12 940
16 22 929
17 9 906
18 22 930
19 21 927
20 11 919
21 17 913
22 15 917
23 12 908
24 18 920
25 15 921
26 13 912
27 17 910
28 15 915
29 13 914
30 17 909
31 25 917
32 12 930
33 8 925
34 10 923
35 14 936
36 8 927
37 9 919
38 20 935
39 15 993
40 24 951
41 16 926
42 14 915
43 14 923
44 14 917
45 11 920
46 22 926
47 13 932
48 11 924
49 17 944
50 21 933
51 9 924
52 19 926
53 12 915
54 7 930
55 30 942
56 17 930
57 18 937
58 20 931
59 19 933
60 18 914
61 16 919
62 20 913
63 22 914
64 16 938
65 6 914
66 17 925
67 23 921
68 20 920
69 18 923
70 24 926
71 31 931
72 16 925
73 15 917
74 11 906
75 25 931
76 17 921
77 11 913
78 22 909
79 28 921
80 28 946
81 22 927
82 20 930
83 26 933
84 27 934
85 22 935
86 14 930
87 25 946
88 28 932
89 28 937
90 31 941
91 29 938
92 24 930
93 26 944
94 32 946
95 20 924
96 14 925
97 28 951
98 10 926
99 15 940
100 13 924
101 18 918
102 28 937
103 13 930
104 18 915
105 13 944
106 11 920
107 22 934
108 22 926
109 20 940
110 20 931
111 18 924
112 27 912
113 31 924
114 27 913
115 29 922
116 26 921
117 26 926
118 25 913
119 23 970
120 36 921
121 14 919
122 19 918
123 31 922
124 33 925
125 20 904
126 23 912
127 21 918
