Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 741
1 729
2 733
3 738
4 744
5 739
6 722
7 739
8 749
9 754
10 744
11 709
12 750
13 741
14 746
15 744
16 784
17 797
18 800
19 786
20 784
21 783
22 789
23 748
24 787
25 785
26 794
27 790
28 786
29 782
30 785
31 787
32 792
33 796
34 797
35 806
36 800
37 806
38 800
39 812
40 798
41 812
42 797
43 806
44 797
45 800
46 794
47 821
48 775
49 786
50 778
51 790
52 790
53 782
54 787
55 779
56 774
57 780
58 785
59 784
60 780
61 776
62 788
63 784
64 809
65 823
66 816
67 810
68 814
69 819
70 811
71 808
72 815
73 806
74 821
75 804
76 805
77 820
78 814
79 827
80 756
81 776
82 766
83 778
84 785
85 765
86 769
87 772
88 762
89 768
90 765
91 775
92 770
93 782
94 768
95 774
96 988
97 781
98 780
99 796
100 784
101 789
102 714
103 783
104 802
105 797
106 799
107 780
108 783
109 794
110 782
111 797
112 997
113 1019
114 953
115 953
116 798
117 891
118 958
119 802
120 807
121 817
122 799
123 811
124 807
125 814
126 800
127 810
