Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 20 909
1 22 915
2 11 922
3 18 909
4 11 917
5 16 918
6 11 908
7 26 915
8 16 919
9 12 890
10 18 917
11 17 901
12 25 909
13 17 899
14 22 910
15 31 927
16 18 998
17 26 931
18 16 916
19 30 928
20 13 941
21 14 927
22 25 929
23 23 928
24 23 934
25 21 942
26 26 925
27 31 931
28 14 920
29 13 917
30 26 926
31 20 999
32 26 939
33 21 936
34 17 928
35 28 949
36 15 921
37 23 941
38 25 928
39 20 933
40 20 933
41 25 957
42 19 934
43 14 938
44 20 934
45 20 930
46 11 929
47 23 946
48 17 933
49 19 947
50 20 936
51 14 928
52 9 914
53 11 905
54 6 916
55 20 976
56 17 930
57 23 937
58 11 928
59 15 928
60 22 929
61 6 905
62 21 930
63 13 928
64 32 939
65 34 937
66 31 941
67 24 932
68 28 944
69 30 964
70 30 929
71 21 949
72 26 927
73 28 929
74 33 945
75 28 933
76 33 937
77 34 958
78 42 947
79 38 945
80 22 906
81 20 913
82 37 932
83 21 917
84 21 928
85 28 922
86 21 919
87 22 947
88 25 918
89 22 910
90 15 906
91 13 903
92 20 937
93 24 915
94 19 913
95 26 920
96 31 941
97 30 947
98 36 953
99 31 936
100 26 940
101 29 949
102 24 947
103 30 977
104 28 947
105 25 947
106 24 924
107 28 936
108 30 940
109 27 938
110 31 941
111 30 953
112 27 957
113 38 955
114 46 956
115 39 957
116 36 954
117 42 951
118 37 943
119 22 934
120 41 946
121 44 960
122 41 947
123 44 959
124 37 947
125 32 967
126 42 947
127 40 937
