Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 32 952
1 31 942
2 26 940
3 41 951
4 30 930
5 29 987
6 30 949
7 31 927
8 29 928
9 39 930
10 21 934
11 10 927
12 33 934
13 29 929
14 35 942
15 31 936
16 9 943
17 45 949
18 42 949
19 44 946
20 48 943
21 45 973
22 46 949
23 39 955
24 46 951
25 42 974
26 46 999
27 45 973
28 43 935
29 24 971
30 45 931
31 49 944
32 29 948
33 43 957
34 36 939
35 38 950
36 29 941
37 36 952
38 35 968
39 31 946
40 26 942
41 34 934
42 32 937
43 31 943
44 36 942
45 32 936
46 44 958
47 44 939
48 57 960
49 47 955
50 38 945
51 50 952
52 48 946
53 44 945
54 42 950
55 53 959
56 41 929
57 51 975
58 49 946
59 48 941
60 39 937
61 48 949
62 50 950
63 47 949
64 44 961
65 42 953
66 34 951
67 55 961
68 39 947
69 39 948
70 32 943
71 44 962
72 42 974
73 47 945
74 39 953
75 43 959
76 48 959
77 51 952
78 41 947
79 35 960
80 42 959
81 51 958
82 51 955
83 54 953
84 42 933
85 46 962
86 47 955
87 23 957
88 56 961
89 46 943
90 50 942
91 53 942
92 48 937
93 55 962
94 51 945
95 26 956
96 21 957
97 47 967
98 45 969
99 40 963
100 44 954
101 43 960
102 46 959
103 50 953
104 42 950
105 40 947
106 19 957
107 39 956
108 45 965
109 48 964
110 49 950
111 44 953
112 46 966
113 51 968
114 41 965
115 50 963
116 35 954
117 53 974
118 48 971
119 37 959
120 41 967
121 47 977
122 43 967
123 47 971
124 57 980
125 51 975
126 39 970
127 55 977
