Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  122.6  3.3  -1.5  3.0  66.3  127.0  1.1  -0.1  1.0  7.3  6103  14.2386  6097  13.5726 
 1  138.4  5.0  -9.6  4.2  129.7  133.4  1.8  -4.8  1.2  4.2  3122  13.9397  3151  13.6461 
 2  119.6  2.9  3.5  2.4  47.6  123.0  3.8  -3.5  3.2  75.3  678  13.9521  604  13.4179 
 3  133.6  3.2  -4.4  2.9  65.3  130.1  2.1  -3.7  1.9  26.4  4137  13.8776  4127  13.2584 
 4  129.1  1.7  -3.2  1.8  27.7  123.8  1.2  -2.3  1.3  13.3  6171  12.8257  6173  12.6252 
 5  123.8  2.7  2.2  1.9  28.8  123.0  1.6  -3.0  1.2  9.4  6139  12.9657  6144  12.8176 
 6  122.7  2.7  -1.8  2.2  38.3  130.0  1.0  -2.8  0.8  4.4  0 0 0 0
 7  130.4  1.5  -2.6  1.9  27.8  125.6  5.3  -4.4  5.5  137.2  300  14.6815  299  12.282 
 8  132.6  3.2  -5.5  2.1  34.3  128.8  2.0  -5.7  1.4  13.3  0 0 0 0
 9  127.5  2.4  -5.3  2.0  27.3  128.6  2.8  -1.0  2.3  39.3  4588  14.1817  4605  13.5798 
 10  121.4  1.5  -0.6  1.6  20.3  123.3  1.0  1.1  1.1  9.4  6206  13.3399  6208  13.3767 
 11  119.2  3.8  3.4  3.0  68.4  123.9  2.2  -1.6  1.6  19.8  0 0 0 0
 12  127.2  4.7  -1.5  3.0  66.9  126.0  3.1  0.1  2.0  29.5  0 0 0 0
 13  117.4  2.7  5.0  1.7  21.1  127.5  1.6  -3.8  1.0  7.3  6123  13.6116  6115  14.28 
 14  125.1  2.1  -5.9  1.7  20.4  122.9  3.4  1.3  2.7  52.0  0 0 0 0
 15  123.0  4.4  -0.5  4.1  127.7  119.4  1.9  -2.0  1.7  23.6  900  14.9631  826  14.753 
 16  126.6  4.0  2.2  4.8  194.3  117.6  2.7  -1.5  3.5  95.4  4513  13.8549  4494  13.0926 
 17  122.9  4.4  -5.4  5.5  224.2  129.2  3.7  -0.4  4.4  150.5  1023  13.3313  1031  13.528 
 18  119.1  2.2  2.8  2.4  42.6  119.9  2.6  1.2  2.7  57.4  368  12.7948  435  13.4936 
 19  120.5  1.9  3.4  1.8  25.2  120.9  1.2  -0.1  1.1  9.5  0 0 0 0
 20  130.1  2.2  -4.5  1.8  25.1  117.1  4.5  -0.1  3.8  100.4  515  13.9672  493  12.7782 
 21  116.0  1.6  3.1  1.8  25.7  124.4  0.9  6.1  0.8  6.4  3972  13.8428  4012  13.5574 
 22  118.5  2.7  2.4  2.5  50.8  124.3  1.2  0.5  1.1  9.0  0  0  0  0 
 23  118.8  4.3  2.9  3.1  73.8  120.8  2.4  -1.6  1.8  21.6  0 0 0 0
 24  130.8  4.7  -7.0  6.0  273.5  128.7  4.0  -4.7  5.0  185.7  6160  13.5501  6158  13.2369 
