Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 68.3 2.4 62.4 2.3 70.5 1.3 72.1 1.2 
1 63.3 2.3 67.1 2.2 73.5 1.2 77.5 1.5 
2 72.3 2.0 70.4 2.1 77.9 1.2 77.0 1.0 
3 74.3 2.3 69.8 2.0 80.8 1.1 82.7 1.0 
4 76.1 2.3 70.1 2.2 78.7 1.2 77.0 1.0 
5 65.8 2.0 71.5 2.0 74.4 1.2 76.0 1.1 
6 73.7 2.1 64.3 2.1 76.7 1.3 71.9 1.2 
7 68.6 2.1 67.7 2.1 78.5 1.2 76.8 1.0 
8 69.9 2.4 75.8 2.2 75.4 1.3 80.0 1.1 
9 72.0 2.2 76.1 2.1 78.7 1.2 77.0 1.0 
10 71.8 2.4 71.8 2.1 77.6 1.2 79.6 1.0 
11 68.2 2.2 66.8 2.2 80.5 1.1 76.7 1.1 
12 71.2 2.2 71.3 2.0 82.5 1.4 76.2 1.1 
13 65.4 2.1 76.7 2.2 69.5 1.2 77.9 1.2 
14 68.4 2.1 65.4 2.1 83.6 1.1 76.1 1.1 
15 68.8 2.4 67.0 2.3 76.2 1.1 72.3 1.0 
16 67.7 2.3 69.9 2.3 72.2 1.2 67.6 1.2 
17 63.0 2.4 62.4 2.3 79.3 1.2 76.0 1.2 
18 64.7 2.5 65.7 2.6 70.7 1.2 68.5 1.5 
19 64.5 2.6 64.0 2.6 70.8 1.2 67.5 1.4 
20 66.8 2.4 66.9 2.3 71.0 1.2 69.2 1.1 
21 68.0 2.6 67.5 2.4 73.1 1.4 71.1 1.5 
22 73.5 2.4 60.8 2.3 70.8 1.4 73.6 1.5 
23 60.7 2.3 67.3 2.3 74.2 1.2 73.4 1.1 
24 65.9 2.4 67.8 2.3 72.5 1.2 72.3 1.1 
25 66.3 2.3 66.9 2.3 66.8 1.3 74.2 1.3 
26 59.8 2.3 60.6 2.4 74.0 1.3 65.4 1.4 
27 58.8 2.3 59.6 2.3 73.7 1.4 70.6 1.6 
28 62.7 2.6 67.5 2.4 73.9 1.2 75.7 1.0 
29 58.5 2.5 60.5 2.5 72.7 1.1 66.6 1.4 
30 66.3 2.5 64.4 2.4 75.0 1.2 73.4 1.1 
31 62.2 2.5 65.6 2.2 74.0 1.2 72.8 1.1 
32 75.1 2.8 78.1 2.9 85.5 1.4 86.7 1.1 
33 76.5 2.7 74.6 2.6 80.1 1.2 83.5 1.1 
34 77.0 2.7 79.6 2.5 76.8 1.2 83.2 1.2 
35 79.3 2.2 78.2 2.3 89.6 1.3 84.3 1.1 
36 78.7 2.7 75.8 3.0 84.0 1.2 80.0 1.1 
37 80.2 2.2 72.6 2.3 82.7 1.2 79.8 1.2 
38 80.8 2.6 79.8 2.3 89.1 1.4 88.3 0.9 
39 79.2 2.2 73.7 2.2 88.4 1.1 83.6 1.2 
40 78.1 2.5 77.0 2.3 82.8 1.4 84.8 1.4 
41 78.7 2.5 79.3 2.5 85.5 1.4 84.8 1.0 
42 75.7 2.7 77.8 2.5 83.5 1.2 80.9 1.1 
43 76.7 2.4 69.9 2.4 76.6 1.2 80.6 1.1 
44 72.9 2.7 72.8 2.7 85.9 1.2 79.1 1.3 
45 77.0 2.3 73.1 2.3 86.9 1.2 81.5 1.2 
46 78.7 2.4 73.6 2.4 85.0 1.1 82.1 1.1 
47 74.2 2.4 71.1 2.4 82.9 1.2 79.6 1.4 
48 72.9 2.4 80.6 2.4 80.8 1.2 83.4 1.1 
49 72.2 2.6 73.1 2.7 80.2 1.3 77.4 1.1 
50 71.8 2.4 77.8 2.7 78.8 1.4 82.9 1.2 
51 74.9 2.6 73.2 2.5 84.0 1.2 87.2 1.1 
52 76.6 2.6 79.7 2.6 80.6 1.3 86.0 1.3 
53 75.8 2.5 75.3 2.6 82.1 1.4 84.1 1.2 
54 76.0 2.4 77.5 2.6 74.5 1.4 80.4 1.2 
55 81.1 2.7 81.6 2.5 78.5 1.4 81.1 1.6 
56 74.7 2.7 77.8 2.7 80.3 1.3 82.9 1.2 
57 80.4 2.6 76.5 2.7 83.5 1.3 76.7 1.3 
58 82.0 2.5 77.9 2.7 82.5 1.3 81.6 1.2 
59 70.5 2.7 74.6 2.5 84.1 1.3 81.6 1.2 
60 80.1 2.5 82.8 2.5 75.3 1.4 83.2 1.4 
61 75.3 2.6 75.3 2.7 82.3 1.3 81.7 1.4 
62 76.5 2.5 75.6 2.8 81.9 1.5 79.6 1.3 
63 75.0 2.9 78.4 2.7 80.8 1.4 87.5 1.2 
64 70.3 2.2 73.7 2.1 78.0 1.4 74.0 1.1 
65 70.8 2.2 74.8 2.2 75.3 1.4 79.6 1.2 
66 75.6 2.0 82.4 2.2 72.5 1.2 69.6 1.1 
67 69.8 2.1 73.5 2.0 75.1 1.2 71.8 1.1 
68 76.0 2.2 79.2 2.0 73.7 1.3 75.6 1.1 
69 79.4 2.0 77.0 2.1 79.8 1.1 79.0 1.5 
70 71.4 2.3 72.3 1.9 83.3 1.3 78.3 1.4 
71 79.5 2.1 77.5 1.9 75.9 1.2 73.0 1.1 
72 73.3 2.2 73.5 2.2 75.8 1.2 80.8 1.1 
73 74.1 2.2 70.6 2.1 77.7 1.4 73.4 1.2 
74 73.0 2.0 74.4 2.0 73.6 1.3 75.3 1.1 
75 73.2 2.0 73.5 2.1 76.1 1.2 73.4 1.1 
76 72.9 2.0 70.9 2.2 77.7 1.3 77.4 1.1 
77 74.0 2.0 74.7 2.2 73.5 1.2 75.3 1.2 
78 70.8 2.1 73.1 2.2 74.9 1.4 77.5 1.3 
79 70.8 2.0 70.4 2.1 74.0 1.3 75.9 1.1 
80 78.3 4.1 78.5 4.1 88.6 1.3 87.1 1.5 
81 80.1 2.4 77.1 2.4 87.2 1.2 83.0 1.6 
82 83.8 2.8 80.0 3.1 85.0 1.3 81.5 1.2 
83 78.4 2.3 79.4 2.1 83.8 1.2 81.8 1.1 
84 84.8 2.5 84.4 2.4 86.9 1.2 85.2 1.1 
85 80.3 2.2 76.3 2.0 82.9 1.3 84.6 1.1 
86 81.6 2.5 80.2 2.3 87.6 1.3 88.2 1.0 
