Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 5 999
1 22 944
2 24 938
3 30 939
4 21 938
5 32 950
6 24 933
7 19 950
8 28 944
9 12 921
10 10 925
11 19 920
12 14 988
13 25 934
14 22 926
15 24 944
16 15 908
17 11 922
18 12 916
19 9 911
20 8 896
21 16 927
22 14 910
23 15 924
24 18 915
25 10 927
26 9 927
27 10 920
28 10 902
29 13 911
30 7 910
31 19 909
32 6 995
33 20 943
34 15 942
35 21 927
36 18 928
37 8 933
38 21 935
39 17 932
40 27 948
41 26 981
42 22 935
43 16 931
44 24 934
45 27 949
46 24 935
47 24 939
48 6 924
49 8 908
50 7 921
51 6 886
52 6 909
53 7 908
54 6 910
55 7 905
56 7 892
57 6 923
58 6 904
59 6 918
60 7 920
61 6 904
62 12 916
63 6 907
64 7 948
65 9 907
66 6 964
67 8 899
68 7 901
69 7 886
70 7 902
71 7 890
72 11 948
73 7 894
74 6 904
75 7 893
76 10 897
77 7 953
78 7 923
79 8 994
80 12 998
81 16 920
82 11 920
83 11 998
84 12 909
85 19 922
86 7 983
87 16 950
88 18 913
89 16 913
90 16 983
91 14 906
92 14 918
93 23 979
94 8 912
95 13 991
96 28 914
97 22 917
98 15 900
99 22 965
100 16 906
101 17 911
102 20 913
103 24 976
104 13 918
105 12 903
106 20 901
107 13 919
108 13 931
109 21 907
110 16 914
111 19 914
112 12 894
113 7 955
114 20 914
115 24 920
116 13 891
117 10 906
118 20 893
119 15 897
120 22 911
121 20 905
122 21 914
123 16 902
124 12 903
125 7 888
126 17 931
127 23 904
