Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  127.0  2.9  -3.7  2.2  20.4  130.9  2.7  0.3  2.0  15.9  6014  15.6621  6007  14.2581 
 1  136.7  4.1  -7.2  2.9  33.4  131.9  2.2  -0.0  1.4  6.0  3355  14.3423  3377  14.678 
 2  123.3  5.2  5.1  3.5  57.3  135.7  0.5  -8.1  0.4  0.5  610  14.3337  622  14.8389 
 3  130.2  2.4  0.0  1.8  14.0  133.5  4.6  -5.0  3.4  49.2  4434  14.3455  4360  14.5201 
 4  120.4  5.5  2.3  4.7  105.1  126.5  2.0  2.8  1.8  13.7  6032  13.5235  6045  13.5304 
 5  132.0  5.3  -1.8  3.0  40.3  129.9  4.4  -0.9  2.6  25.4  6001  14.4844  5985  14.4761 
 6  126.8  2.9  0.5  1.9  16.4  131.9  0.7  -2.9  0.5  0.9  0 0 0 0
 7  121.4  4.9  5.8  5.0  113.3  127.9  2.8  -3.2  2.9  38.7  328  14.5309  304  14.8047 
 8  132.8  2.0  0.2  1.1  5.2  128.4  1.6  -1.8  0.9  3.3  0 0 0 0
 9  130.7  1.3  -2.7  0.9  3.3  123.9  2.3  5.5  1.6  10.7  4798  14.9552  4847  14.7461 
 10  126.6  4.7  -3.0  4.2  78.4  130.2  1.6  0.9  1.4  8.8  6088  14.2342  6119  14.5603 
 11  124.7  7.3  0.1  4.6  92.1  126.4  3.7  4.5  2.3  21.5  0 0 0 0
 12  122.8  4.6  1.7  2.5  25.2  121.7  5.2  2.6  2.9  31.7  0 0 0 0
 13  129.3  3.1  1.6  1.6  10.0  129.6  3.2  -0.2  1.7  9.9  6009  14.6484  6017  14.7333 
 14  123.2  4.5  0.1  3.1  38.6  117.2  3.1  5.4  2.1  18.2  0 0 0 0
 15  121.6  6.1  2.5  4.7  99.5  121.0  1.7  2.2  1.3  7.3  1259  14.5053  1283  15.036 
 16  131.6  8.7  0.1  8.4  327.7  121.6  1.7  -2.1  1.8  13.0  4729  13.5671  4668  13.2299 
 17  122.2  2.8  -1.0  2.9  35.6  125.4  1.5  3.6  1.5  10.1  1211  13.8362  1208  13.7933 
 18  123.9  2.8  -1.3  2.5  27.7  125.5  3.5  -1.8  3.0  38.7  467  13.2176  499  12.859 
 19  128.4  1.7  -0.3  1.3  7.5  126.5  2.5  0.9  1.9  14.7  0 0 0 0
 20  118.4  6.9  7.3  4.4  89.6  122.8  3.2  -2.3  2.2  19.7  567  13.8574  605  13.6647 
 21  119.3  2.8  2.0  2.5  28.9  130.4  3.7  7.4  2.9  41.4  4338  13.9325  4410  13.0833 
 22  127.0  3.7  -0.5  2.7  33.1  126.6  2.8  3.0  2.0  17.5  259  13.7394  249  13.7629 
 23  134.6  4.4  -2.9  2.5  25.3  130.9  2.8  -3.2  1.7  10.2  0 0 0 0
 24  121.5  4.7  3.5  5.0  116.8  127.2  2.1  -0.6  2.2  20.6  6061  14.4708  6048  14.2175 
 25  118.4  3.8  7.5  4.2  83.8  124.9  2.6  -1.5  2.9  39.5  5755  14.2606  5770  14.0238 
 26  122.9  2.9  -1.3  2.4  25.3  122.5  3.8  1.8  3.1  40.3  249  12.5422  226  13.9159 
 27  125.7  1.6  -2.4  1.2  5.8  121.2  7.8  3.8  5.6  123.1  6022  14.2655  6030  14.162 
