Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 63.6 2.6 65.3 2.7 69.0 1.2 75.2 1.4 
1 64.7 2.7 60.5 2.7 75.2 1.3 73.1 1.2 
2 67.1 2.6 65.2 2.6 71.1 1.3 69.4 1.1 
3 73.2 2.4 65.5 2.5 75.9 1.1 73.5 1.2 
4 72.8 2.5 67.3 2.5 71.0 1.4 63.8 1.2 
5 64.4 2.4 67.1 2.3 76.0 1.1 69.4 1.3 
6 66.6 2.4 66.4 2.5 76.3 1.2 71.3 1.3 
7 66.9 2.4 63.4 2.8 74.1 1.3 69.9 1.1 
8 63.5 2.6 66.2 2.7 69.8 1.3 68.5 1.1 
9 64.6 2.6 67.0 2.5 71.0 1.5 72.6 1.5 
10 60.9 2.8 64.5 2.8 72.0 1.2 69.4 1.2 
11 62.9 2.7 60.9 2.6 67.5 1.5 70.2 1.6 
12 65.5 2.4 65.7 2.8 69.6 1.3 63.7 1.3 
13 66.6 2.6 64.3 2.4 71.7 1.2 69.6 1.1 
14 62.0 2.5 63.5 2.6 72.1 1.2 75.4 1.2 
15 64.4 2.5 67.3 2.7 71.4 1.3 69.4 1.1 
16 68.2 2.0 66.5 2.2 73.3 1.2 75.2 1.1 
17 65.0 2.1 63.0 2.1 69.8 1.3 69.1 1.1 
18 68.9 2.0 64.1 2.1 71.0 1.2 75.0 1.2 
19 70.2 2.2 67.0 2.3 71.2 1.3 75.5 1.2 
20 68.1 2.2 70.8 2.1 76.8 1.1 79.2 1.1 
21 68.5 2.2 71.0 2.4 72.9 1.1 74.8 1.0 
22 70.5 2.0 69.9 2.3 72.8 1.2 76.0 1.1 
23 68.6 2.2 69.6 2.3 72.2 1.2 67.3 1.2 
24 68.0 2.0 67.2 2.3 73.1 1.2 75.5 1.1 
25 67.0 2.1 69.4 2.0 73.4 1.4 71.5 1.4 
26 69.3 1.9 71.8 2.0 79.6 1.1 76.9 1.1 
27 64.9 2.2 61.7 2.3 68.0 1.2 71.4 1.1 
28 65.1 2.0 63.6 2.0 72.6 1.1 75.4 1.1 
29 64.9 2.2 69.2 2.1 75.7 1.2 72.5 1.0 
30 65.5 2.1 62.8 2.1 78.3 1.2 70.8 1.3 
31 61.4 2.1 65.7 2.2 72.6 1.2 74.9 1.1 
32 77.6 3.3 74.7 3.0 80.4 1.2 83.0 1.2 
33 74.2 2.9 77.0 2.8 88.0 1.4 85.4 1.1 
34 86.2 2.6 81.7 2.7 85.4 1.4 83.1 1.5 
35 78.0 2.6 78.4 2.7 84.5 1.2 88.1 1.1 
36 74.5 3.1 80.5 2.9 81.8 1.3 84.3 1.3 
37 76.6 2.6 79.0 2.5 85.6 1.2 88.0 1.1 
38 82.2 2.7 81.1 2.6 87.5 1.2 85.3 1.1 
39 75.0 2.4 79.6 2.5 84.4 1.1 80.7 1.1 
40 77.1 2.5 77.9 2.5 80.8 1.2 84.5 1.3 
41 79.2 2.6 75.5 2.8 86.3 1.2 84.2 1.1 
42 76.1 2.7 79.8 2.8 88.1 1.1 88.3 1.1 
43 76.8 2.5 78.0 2.8 87.1 1.2 84.5 1.2 
44 78.9 2.9 75.4 2.9 85.3 1.4 82.4 1.4 
45 73.8 2.4 74.2 2.5 81.2 1.2 83.1 1.2 
46 83.8 2.5 79.4 2.5 83.9 1.2 81.2 1.1 
47 72.3 2.5 76.0 2.4 84.3 1.4 86.3 1.1 
48 60.5 2.5 62.8 2.2 67.5 1.4 70.9 1.1 
49 61.2 2.4 65.2 2.4 66.9 1.2 67.0 1.1 
50 69.1 2.3 67.1 2.5 68.4 1.1 65.7 1.0 
51 64.1 2.4 66.4 2.4 66.7 1.3 73.6 1.3 
52 67.8 2.4 66.8 2.2 67.7 1.2 72.1 1.0 
53 62.6 2.4 66.7 2.4 72.5 1.1 77.1 1.4 
54 63.1 2.3 64.8 2.2 77.8 1.4 71.7 1.2 
55 67.9 2.5 68.1 2.5 68.8 1.2 63.6 1.2 
56 66.2 2.3 59.5 2.3 69.0 1.2 65.2 1.1 
57 61.5 2.3 62.0 2.3 68.6 1.2 72.9 1.2 
58 72.2 2.2 68.6 2.2 72.0 1.2 68.8 1.1 
59 59.4 2.4 61.3 2.4 69.9 1.2 70.3 1.2 
60 63.9 2.2 66.3 2.4 70.7 1.2 68.5 1.1 
61 64.7 2.4 67.3 2.5 72.8 1.3 72.5 1.5 
62 61.4 2.6 70.1 2.5 72.3 1.3 74.4 1.1 
63 62.8 2.7 62.2 2.8 70.4 1.3 69.3 1.1 
64 79.4 2.3 86.4 2.3 94.2 1.3 93.4 1.1 
65 93.2 2.1 94.5 2.1 86.5 1.3 92.2 1.1 
66 92.3 2.1 86.6 2.1 90.7 1.3 88.9 1.1 
67 84.1 2.2 82.7 2.2 86.9 1.2 83.8 1.3 
68 91.8 2.1 87.8 2.0 98.2 1.4 93.6 1.3 
69 92.6 2.1 96.7 2.0 90.0 1.4 93.6 1.3 
70 95.6 2.2 91.5 2.1 92.9 1.2 96.1 1.1 
71 92.1 2.2 89.2 2.0 89.6 1.3 91.9 1.0 
72 92.6 2.0 90.0 2.0 99.0 1.2 97.2 1.4 
73 83.8 2.1 81.8 2.1 95.6 1.2 92.8 1.1 
74 91.1 2.0 94.1 2.0 94.1 1.3 99.5 1.2 
75 90.2 2.3 89.5 2.1 92.1 1.2 93.6 1.4 
76 87.1 2.0 86.4 2.1 89.0 1.2 92.1 1.1 
77 87.6 2.2 86.8 2.0 96.7 1.2 91.8 1.2 
78 86.8 2.1 93.3 2.2 91.2 1.2 88.1 1.1 
79 92.2 2.2 86.9 2.1 88.5 1.2 84.1 1.2 
80 86.8 3.9 84.7 4.3 92.9 1.4 89.3 1.2 
81 88.9 2.4 87.2 2.4 94.9 1.2 93.1 1.1 
82 87.9 2.7 88.0 3.1 89.1 1.1 91.0 1.2 
83 84.8 2.0 88.2 2.2 91.7 1.5 96.0 1.0 
84 91.3 2.6 92.9 2.6 91.8 1.2 87.2 1.4 
85 85.9 2.0 90.2 2.1 87.7 1.1 88.5 1.1 
86 90.8 2.2 90.6 2.6 94.5 1.2 89.6 1.2 
87 89.6 2.1 86.8 1.9 92.7 1.1 95.6 1.1 
88 86.0 2.3 87.8 2.1 91.6 1.2 96.2 1.1 
89 87.3 2.0 86.8 2.1 89.7 1.4 87.8 1.3 
90 89.6 2.0 86.7 2.3 92.0 1.2 89.7 1.2 
91 87.7 1.9 90.5 2.1 89.2 1.3 92.7 1.1 
92 84.7 2.2 88.0 2.2 95.9 1.1 93.6 1.1 
93 91.6 2.0 87.8 2.1 91.0 1.2 89.0 1.1 
