Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 31 968
1 22 929
2 29 928
3 20 945
4 28 937
5 28 933
6 29 932
7 33 938
8 27 916
9 29 925
10 20 910
11 25 924
12 28 936
13 28 928
14 27 923
15 33 940
16 12 958
17 45 942
18 51 962
19 46 949
20 40 957
21 47 947
22 41 948
23 38 948
24 45 949
25 47 939
26 51 953
27 49 950
28 50 956
29 41 937
30 52 956
31 61 962
32 36 955
33 46 969
34 47 969
35 50 969
36 33 967
37 39 947
38 52 968
39 39 991
40 45 968
41 47 977
42 51 966
43 37 967
44 37 959
45 22 972
46 46 958
47 50 958
48 37 938
49 37 936
50 40 938
51 33 937
52 30 929
53 38 945
54 36 930
55 33 942
56 32 926
57 50 942
58 42 953
59 31 948
60 46 939
61 37 940
62 36 953
63 52 943
64 37 956
65 37 945
66 43 946
67 45 960
68 36 941
69 34 949
70 44 980
71 38 955
72 48 953
73 46 958
74 37 942
75 53 955
76 44 949
77 38 944
78 45 929
79 51 942
80 9 999
81 29 986
82 7 997
83 15 997
84 15 997
85 11 997
86 19 997
87 15 998
88 15 994
89 15 999
90 15 986
91 13 996
92 15 997
93 9 988
94 15 987
95 30 997
96 12 936
97 44 947
98 44 940
99 45 945
100 44 936
101 46 937
102 46 943
103 41 956
104 58 953
105 58 949
106 50 937
107 53 945
108 47 933
109 53 934
110 57 937
111 51 936
112 12 998
113 5 996
114 15 995
115 15 998
116 5 991
117 15 991
118 15 996
119 14 992
120 6 991
121 15 991
122 15 995
123 15 990
124 20 994
125 5 992
126 15 993
127 14 996
