Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 77.8 2.5 82.7 2.3 90.1 1.4 88.1 1.1 
1 74.2 2.2 78.5 2.2 86.0 1.3 82.2 1.3 
2 76.4 2.4 79.6 2.3 81.6 1.2 83.8 1.5 
3 74.8 2.3 78.7 2.4 81.9 1.3 83.9 1.1 
4 82.9 2.3 80.4 2.4 80.8 1.1 85.0 1.4 
5 77.4 2.1 81.2 2.1 83.5 1.3 83.7 1.1 
6 74.5 2.4 83.0 2.2 83.9 1.2 81.7 1.2 
7 80.0 2.3 83.0 2.2 86.5 1.2 86.4 1.1 
8 77.2 2.3 79.6 2.5 89.8 1.2 92.1 1.2 
9 77.5 2.4 83.4 2.2 83.8 1.3 87.4 1.1 
10 81.8 2.4 78.8 2.4 84.3 1.2 83.4 1.6 
11 88.3 2.3 80.8 2.2 85.0 1.3 81.3 1.3 
12 71.1 2.2 78.8 2.2 84.6 1.2 87.7 1.0 
13 73.5 2.2 73.6 2.2 92.8 1.1 84.0 1.2 
14 80.0 2.1 82.2 2.4 85.8 1.1 88.6 1.4 
15 79.9 2.2 80.6 2.4 83.5 1.3 83.9 1.5 
16 74.1 2.0 68.0 2.1 84.2 1.2 87.0 1.0 
17 73.9 1.9 68.8 2.0 77.5 1.1 79.3 1.1 
18 76.5 2.0 71.5 2.1 79.0 1.1 79.2 1.1 
19 77.3 2.0 71.8 2.1 75.7 1.1 73.8 1.1 
20 76.4 2.1 78.5 2.1 79.2 1.2 73.9 1.4 
21 66.9 2.3 67.4 2.1 73.2 1.1 77.7 1.5 
22 72.4 1.9 77.5 2.1 83.4 1.2 81.9 1.1 
23 71.8 2.0 70.0 2.2 77.1 1.1 83.8 1.1 
24 73.8 1.9 74.4 1.9 82.7 1.1 80.5 1.0 
25 68.2 2.1 65.1 2.1 78.1 1.3 74.0 1.1 
26 67.0 2.2 72.9 2.0 81.2 1.2 76.7 1.0 
27 71.3 2.0 70.1 2.0 76.7 1.1 79.4 1.1 
28 71.3 2.2 70.7 2.1 72.0 1.2 79.7 1.1 
29 71.8 2.0 70.0 2.1 82.6 1.2 85.0 1.2 
30 72.9 2.1 69.0 1.9 79.0 1.2 77.2 1.1 
31 75.1 1.8 71.5 2.1 77.0 1.2 73.0 1.0 
32 68.5 2.9 63.9 3.0 67.3 1.3 72.2 1.2 
33 58.9 2.7 61.5 2.5 65.7 1.2 67.3 1.1 
34 65.2 2.7 69.6 2.8 67.4 1.2 58.4 1.4 
35 60.9 2.5 66.1 2.6 69.8 1.3 66.8 1.6 
36 62.1 2.9 59.2 2.9 65.3 1.1 69.1 1.5 
37 66.4 2.2 68.8 2.4 72.2 1.2 74.6 1.1 
38 65.2 3.0 64.1 2.7 68.7 1.1 70.6 1.1 
39 57.3 2.3 59.8 2.2 68.8 1.2 72.5 1.2 
40 67.2 2.4 65.9 2.6 71.9 1.3 68.5 1.1 
41 61.3 2.8 62.7 2.5 67.8 1.2 65.5 1.2 
42 59.0 2.8 61.1 2.6 64.2 1.4 61.5 1.2 
43 61.7 2.4 62.5 2.6 71.8 1.2 66.7 1.4 
44 59.5 2.8 67.6 2.5 71.2 1.3 65.2 1.3 
45 58.5 2.5 61.7 2.4 65.5 1.2 65.0 1.1 
46 64.4 2.5 67.1 2.4 65.8 1.2 67.3 1.1 
47 56.6 2.5 59.8 2.3 62.4 1.5 63.6 1.1 
48 72.3 1.9 66.2 2.0 77.5 1.4 76.2 1.4 
49 66.5 2.0 69.9 2.1 68.8 1.2 71.2 1.2 
50 64.6 2.0 65.7 2.1 74.7 1.4 77.9 1.3 
51 74.8 2.0 70.7 2.0 75.4 1.2 79.6 1.1 
52 68.8 1.9 71.6 1.9 76.2 1.4 73.5 1.1 
53 72.9 2.0 73.8 2.1 73.8 1.2 76.1 1.1 
54 68.0 2.1 67.8 1.8 78.2 1.3 70.9 1.3 
55 72.9 2.0 70.6 2.2 81.2 1.2 73.5 1.3 
56 73.3 2.0 74.0 2.1 75.8 1.2 71.7 1.2 
57 72.2 1.9 73.8 2.1 76.0 1.2 73.6 1.1 
58 77.2 2.0 76.7 2.0 81.1 1.3 76.6 1.0 
59 72.7 2.2 68.7 2.1 77.5 1.3 70.5 1.3 
60 67.6 2.0 65.9 2.2 75.7 1.2 79.8 1.0 
61 65.2 2.1 68.0 2.1 75.0 1.2 72.6 1.1 
62 72.6 2.2 65.3 2.1 72.1 1.2 70.2 1.1 
63 69.6 2.3 71.7 2.1 71.4 1.3 77.0 1.3 
64 68.3 2.3 66.6 2.1 75.9 1.2 72.0 1.6 
65 73.3 2.1 69.5 2.0 79.5 1.2 76.1 1.1 
66 78.6 2.2 71.5 2.3 81.3 1.1 83.5 1.1 
67 71.7 2.3 73.5 2.0 71.9 1.2 71.7 1.1 
68 73.5 2.0 72.2 2.1 69.8 1.4 68.3 1.1 
69 83.1 2.3 76.8 2.1 75.2 1.3 73.0 1.2 
70 73.1 2.2 71.5 2.3 77.7 1.2 80.3 1.1 
71 77.3 2.1 79.7 2.1 73.7 1.2 76.3 1.2 
72 70.6 2.2 71.2 2.1 66.9 1.3 72.8 1.2 
73 72.3 2.1 77.5 2.1 76.3 1.2 78.7 1.1 
74 68.6 2.1 70.4 2.0 76.6 1.2 75.0 1.5 
75 74.3 2.1 72.5 2.2 80.0 1.2 73.3 1.3 
76 73.2 2.3 76.3 2.2 72.8 1.2 76.2 1.1 
77 74.9 2.4 76.7 2.1 77.5 1.2 79.2 1.2 
78 68.0 2.4 73.6 2.1 77.9 1.3 79.4 1.1 
79 72.6 2.2 78.0 2.0 72.1 1.3 79.1 1.4 
80 83.0 4.1 85.5 4.0 87.5 1.2 93.2 1.3 
81 88.4 2.5 83.6 2.4 96.7 1.1 98.7 1.1 
82 92.6 2.9 89.6 2.8 98.3 1.2 94.0 1.4 
83 90.0 2.3 91.8 2.2 93.1 1.1 94.8 1.1 
84 86.1 2.6 90.0 2.6 96.8 1.3 90.1 1.6 
85 92.4 2.0 88.0 2.2 97.6 1.3 87.9 1.0 
86 83.3 2.5 93.2 2.4 88.2 1.1 88.2 1.0 
87 87.2 2.0 86.3 2.3 90.1 1.5 87.0 1.4 
88 87.4 2.1 88.4 2.2 88.9 1.2 91.5 1.1 
89 91.6 2.3 85.5 2.2 96.2 1.2 87.1 1.2 
90 83.7 2.3 88.7 2.3 90.6 1.4 92.3 1.0 
91 85.8 1.9 86.9 1.9 91.0 1.4 95.0 1.2 
92 86.2 2.1 83.7 2.1 93.2 1.2 96.0 1.0 
93 84.5 2.1 81.0 2.1 91.6 1.5 94.0 1.4 
94 87.7 2.0 84.3 2.2 88.1 1.1 88.1 1.1 
95 84.4 2.0 85.3 2.0 92.3 1.2 97.2 1.3 
96 71.1 2.1 78.8 2.1 77.5 1.3 72.1 1.1 
97 71.7 2.1 72.8 2.3 74.8 1.4 77.3 1.4 
98 72.1 2.2 73.6 2.1 73.7 1.4 68.9 1.1 
99 69.7 2.1 73.7 2.1 73.9 1.2 75.1 1.1 
100 76.5 2.1 72.4 2.0 75.1 1.2 69.0 1.1 
101 74.8 2.1 73.5 2.0 75.5 1.4 78.2 1.1 
102 68.1 2.2 65.2 2.1 76.9 1.2 72.9 1.1 
103 67.8 2.3 71.1 2.1 68.8 1.1 70.8 1.1 
104 69.9 2.1 69.5 2.2 73.7 1.2 73.3 1.1 
105 73.9 2.0 74.4 2.0 73.0 1.1 74.5 1.1 
106 72.5 2.1 67.6 2.1 67.4 1.3 74.2 1.4 
107 68.1 2.2 64.9 2.2 75.7 1.2 71.9 1.3 
108 67.7 2.1 69.8 2.1 76.6 1.1 71.9 1.3 
109 74.3 2.1 69.0 2.2 73.4 1.2 75.0 1.1 
110 73.4 2.1 61.2 2.1 69.7 1.2 69.8 1.2 
111 67.6 2.1 64.0 2.1 69.9 1.2 68.2 1.0 
112 66.9 2.4 69.4 2.4 75.8 1.1 73.7 1.1 
113 65.1 2.2 60.5 2.3 72.1 1.1 74.6 1.1 
114 74.7 2.1 76.3 2.2 71.1 1.3 75.0 1.2 
115 74.2 2.1 72.8 2.1 75.0 1.2 72.6 1.1 
116 78.8 2.1 75.1 2.3 73.2 1.2 76.2 1.1 
117 76.5 2.2 74.4 2.1 70.6 1.3 66.0 1.3 
118 72.0 2.2 73.4 2.1 72.2 1.1 69.7 1.1 
119 76.9 2.4 72.2 2.1 77.0 1.1 78.9 1.1 
120 69.5 2.4 70.8 2.3 77.0 1.3 72.2 1.1 
121 70.4 2.1 67.5 2.1 63.5 1.3 76.3 1.1 
122 68.0 2.3 71.0 2.2 81.2 1.3 73.8 1.3 
123 68.6 2.2 65.3 2.3 74.2 1.2 76.0 1.0 
124 67.6 2.3 70.0 2.2 75.3 1.3 69.2 1.3 
125 68.8 2.1 70.4 2.3 77.5 1.3 71.7 1.2 
126 63.5 2.2 66.1 2.2 69.3 1.3 74.0 1.3 
127 70.7 2.2 69.1 2.3 80.5 1.3 73.8 1.3 
