Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 740
1 731
2 742
3 727
4 733
5 733
6 725
7 736
8 728
9 733
10 724
11 711
12 728
13 722
14 728
15 728
16 724
17 728
18 724
19 723
20 724
21 725
22 720
23 698
24 724
25 708
26 720
27 710
28 723
29 710
30 720
31 727
32 738
33 753
34 751
35 755
36 763
37 757
38 765
39 764
40 752
41 755
42 742
43 756
44 753
45 764
46 753
47 763
48 752
49 751
50 755
51 752
52 738
53 751
54 735
55 743
56 756
57 747
58 746
59 757
60 744
61 740
62 753
63 748
64 953
65 787
66 747
67 750
68 744
69 738
70 744
71 731
72 739
73 748
74 720
75 737
76 727
77 741
78 732
79 740
80 763
81 771
82 772
83 768
84 764
85 764
86 773
87 764
88 767
89 768
90 757
91 756
92 770
93 732
94 763
95 767
96 938
97 713
98 743
99 756
100 738
101 729
102 742
103 746
104 734
105 728
106 740
107 732
108 737
109 720
110 744
111 741
112 1009
113 884
114 921
115 998
116 1022
117 970
118 871
119 763
120 765
121 772
122 768
123 772
124 768
125 765
126 760
127 764
