Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 40 971
1 29 962
2 31 945
3 32 951
4 25 950
5 39 965
6 28 940
7 33 958
8 33 949
9 29 933
10 34 946
11 31 940
12 29 938
13 26 942
14 28 937
15 32 947
16 10 907
17 13 908
18 21 926
19 14 931
20 13 934
21 23 912
22 22 925
23 20 923
24 24 931
25 23 925
26 18 915
27 25 929
28 19 910
29 21 921
30 20 914
31 21 919
32 15 917
33 7 919
34 15 919
35 17 920
36 17 926
37 17 908
38 11 920
39 16 918
40 13 906
41 22 920
42 11 900
43 13 907
44 21 905
45 13 913
46 27 922
47 20 906
48 12 998
49 21 992
50 16 910
51 16 991
52 19 933
53 13 915
54 19 951
55 18 904
56 16 909
57 20 953
58 24 915
59 20 915
60 15 908
61 21 921
62 25 984
63 18 995
64 28 918
65 28 922
66 16 911
67 21 925
68 31 933
69 28 922
70 33 922
71 20 913
72 28 918
73 33 922
74 25 903
75 25 917
76 24 915
77 16 913
78 22 914
79 29 908
80 11 996
81 11 937
82 6 981
83 10 906
84 16 906
85 24 923
86 13 905
87 17 920
88 17 978
89 17 917
90 21 911
91 18 968
92 16 992
93 24 916
94 5 913
95 22 984
96 24 909
97 34 929
98 34 921
99 40 935
100 39 945
101 37 919
102 43 933
103 36 919
104 37 950
105 40 923
106 40 935
107 42 936
108 30 918
109 37 925
110 36 910
111 38 923
112 28 926
113 23 924
114 20 917
115 25 926
116 35 946
117 31 931
118 29 917
119 26 928
120 34 921
121 26 936
122 29 925
123 34 927
124 19 922
125 17 920
126 24 926
127 25 930
